site_no,Year,UNIT_NAME
USGS-403200074420601,2018,Passaic Formation
USGS-403300122140001,2018,Quaternary alluvium and marine deposits
USGS-403537074394401,2018,Passaic Formation
USGS-410243096082002,2018,Marmaton Group
USGS-414700096134903,2018,Dakota Group
USGS-415953091435302,2018,Wapsipinicon Group
USGS-415954091435302,2018,Wapsipinicon Group
USGS-420013091442000,2018,Wapsipinicon Group
USGS-420036091444001,2018,Wapsipinicon Group
USGS-420151105011401,2018,Dune sand and loess
USGS-420404104585601,2018,Dune sand and loess
USGS-425400106272101,2018,Cody Shale
USGS-433057106383701,2018,Cody Shale
USGS-441022104143101,2018,Spearfish Formation
USGS-442059106423201,2018,"Gravel, pediment, and fan deposits"
USGS-442952108031501,2018,Alluvium and Colluvium
USGS-324111117052601,2019,Older Quaternary alluvium and marine deposits
USGS-325122116562101,2019,Quaternary alluvium and marine deposits
USGS-330447117065301,2019,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)"
USGS-330659116362101,2019,pre-Cenozoic granitic and metamorphic rocks undivided
USGS-331334117202102,2019,Quaternary alluvium and marine deposits
USGS-331508116422901,2019,Older Quaternary alluvium and marine deposits
USGS-331533116395601,2019,Older Quaternary alluvium and marine deposits
USGS-331745116564201,2019,Older Quaternary alluvium and marine deposits
USGS-332011116534301,2019,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-332845117064801,2019,Quaternary alluvium and marine deposits
USGS-332944117030101,2019,Quaternary alluvium and marine deposits
USGS-333010117003101,2019,"Jurassic marine rocks, unit 4 (Peninsular Ranges and Western Transverse Ranges)"
USGS-354832102124701,2019,Blackwater Draw Formation
USGS-355357101431901,2019,Blackwater Draw Formation
USGS-360640101434901,2019,Blackwater Draw Formation
USGS-360800118570001,2019,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-361242101341001,2019,Blackwater Draw Formation
USGS-361300119110001,2019,Quaternary alluvium and marine deposits
USGS-361700119370002,2019,Quaternary alluvium and marine deposits
USGS-362100119520001,2019,Quaternary alluvium and marine deposits
USGS-362600119440001,2019,Quaternary alluvium and marine deposits
USGS-362648102442201,2019,Ogallala Formation
USGS-362658119192801,2019,Quaternary alluvium and marine deposits
USGS-362800118510001,2019,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-362800119560001,2019,Quaternary alluvium and marine deposits
USGS-363000119080001,2019,Older Quaternary alluvium and marine deposits
USGS-363000119430001,2019,Quaternary alluvium and marine deposits
USGS-363100119290001,2019,Quaternary alluvium and marine deposits
USGS-363700119280001,2019,Quaternary alluvium and marine deposits
USGS-363800119000001,2019,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-363900119180001,2019,Older Quaternary alluvium and marine deposits
USGS-364200119290001,2019,Quaternary alluvium and marine deposits
USGS-364200119570001,2019,Quaternary alluvium and marine deposits
USGS-364300120000001,2019,Quaternary alluvium and marine deposits
USGS-365100120060001,2019,Quaternary alluvium and marine deposits
USGS-365200119330001,2019,Older Quaternary alluvium and marine deposits
USGS-365700119470002,2019,Older Quaternary alluvium and marine deposits
USGS-365700120220001,2019,Quaternary alluvium and marine deposits
USGS-365900120140001,2019,Quaternary alluvium and marine deposits
USGS-370700120040001,2019,Quaternary alluvium and marine deposits
USGS-374243121125201,2019,Quaternary alluvium and marine deposits
USGS-374418121092401,2019,Quaternary alluvium and marine deposits
USGS-374620120592901,2019,Quaternary alluvium and marine deposits
USGS-374635121040901,2019,Quaternary alluvium and marine deposits
USGS-374724120575901,2019,Quaternary alluvium and marine deposits
USGS-374730121035401,2019,Quaternary alluvium and marine deposits
USGS-374754121073401,2019,Quaternary alluvium and marine deposits
USGS-374824120503001,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-374909121110101,2019,Quaternary alluvium and marine deposits
USGS-374915120431801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-375001120541101,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-375126120493001,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-375147121000001,2019,Quaternary alluvium and marine deposits
USGS-375303120580801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-375422121095301,2019,Quaternary alluvium and marine deposits
USGS-375510121031301,2019,Quaternary alluvium and marine deposits
USGS-375545121141601,2019,Quaternary alluvium and marine deposits
USGS-375623120484701,2019,Miocene nonmarine rocks
USGS-375641120563801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-375803121144801,2019,Quaternary alluvium and marine deposits
USGS-375807121030801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-375938121070201,2019,Quaternary alluvium and marine deposits
USGS-375940121102001,2019,Quaternary alluvium and marine deposits
USGS-380136121025301,2019,Quaternary alluvium and marine deposits
USGS-380144121133101,2019,Quaternary alluvium and marine deposits
USGS-380212121083001,2019,Quaternary alluvium and marine deposits
USGS-380307121210401,2019,Quaternary alluvium and marine deposits
USGS-380315120564301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-380337121301001,2019,Quaternary alluvium and marine deposits
USGS-380357120574301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-380434120544601,2019,Miocene nonmarine rocks
USGS-380524121115401,2019,Quaternary alluvium and marine deposits
USGS-380526121150201,2019,Quaternary alluvium and marine deposits
USGS-380614120541601,2019,Miocene nonmarine rocks
USGS-380710121025801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-380843121205201,2019,Quaternary alluvium and marine deposits
USGS-380903120562601,2019,Miocene nonmarine rocks
USGS-380919121043901,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-381027121031601,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-381120122262901,2019,Quaternary alluvium and marine deposits
USGS-381123121211501,2019,Quaternary alluvium and marine deposits
USGS-381142121172501,2019,Quaternary alluvium and marine deposits
USGS-381222120571301,2019,Miocene nonmarine rocks
USGS-381232121105501,2019,Quaternary alluvium and marine deposits
USGS-381314121083101,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-381356121161201,2019,Quaternary alluvium and marine deposits
USGS-381411121054301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-381422122352001,2019,Quaternary alluvium and marine deposits
USGS-381544122263801,2019,Older Quaternary alluvium and marine deposits
USGS-381639122150801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-381808122293801,2019,Older Quaternary alluvium and marine deposits
USGS-381906122274901,2019,"Tertiary volcanic flow rocks, unit 3 (Sonoma Volcanic Field)"
USGS-381932122172601,2019,Quaternary alluvium and marine deposits
USGS-381934122403601,2019,Quaternary alluvium and marine deposits
USGS-382153122480301,2019,Pliocene marine rocks
USGS-382318122511401,2019,Pliocene marine rocks
USGS-382345122490701,2019,Quaternary alluvium and marine deposits
USGS-382553122232501,2019,Quaternary alluvium and marine deposits
USGS-382832122354301,2019,"Tertiary volcanic flow rocks, unit 3 (Sonoma Volcanic Field)"
USGS-383034122590701,2019,Quaternary alluvium and marine deposits
USGS-383038122271301,2019,Quaternary alluvium and marine deposits
USGS-383148122292901,2019,Quaternary alluvium and marine deposits
USGS-383630122512601,2019,Quaternary alluvium and marine deposits
USGS-384238122541201,2019,Quaternary alluvium and marine deposits
USGS-384545122362601,2019,Quaternary alluvium and marine deposits
USGS-385817123061801,2019,Quaternary alluvium and marine deposits
USGS-385852123420501,2019,Older Quaternary alluvium and marine deposits
USGS-390309122413901,2019,Quaternary alluvium and marine deposits
USGS-390528123103802,2019,Quaternary alluvium and marine deposits
USGS-394855123144801,2019,Quaternary alluvium and marine deposits
USGS-400027122081601,2019,Quaternary alluvium and marine deposits
USGS-400401122055401,2019,Quaternary alluvium and marine deposits
USGS-400404122132401,2019,Quaternary alluvium and marine deposits
USGS-400612122260301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-400800122230001,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-400800122280001,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-400801122081101,2019,Quaternary alluvium and marine deposits
USGS-400912122083101,2019,Quaternary alluvium and marine deposits
USGS-401123122121801,2019,Quaternary alluvium and marine deposits
USGS-401250122211801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401339122284301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401430122143601,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401457122132301,2019,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-401501122285301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401622122231901,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401700122200001,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401708122261101,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-401754122161601,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402018122255901,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402051122265201,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402308122210401,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402344122245501,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402348122112701,2019,Quaternary alluvium and marine deposits
USGS-402427122305301,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402607074163801,2019,Magothy Formation
USGS-402646122162901,2019,Quaternary alluvium and marine deposits
USGS-402708122114201,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402732122280501,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402739122241001,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-402906122135601,2019,Quaternary alluvium and marine deposits
USGS-402909122173401,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-403032122193301,2019,Quaternary alluvium and marine deposits
USGS-403036122121801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-403046122114801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-403121075003901,2019,Passaic Formation
USGS-403205075035101,2019,Passaic Formation
USGS-403300074202901,2019,Passaic Formation
USGS-403308022171801,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-403343122220601,2019,Quaternary alluvium and marine deposits
USGS-403347074575101,2019,Lockatong Formation
USGS-403422074192001,2019,Passaic Formation
USGS-403422122124601,2019,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
USGS-403451074294801,2019,Passaic Formation Mudstone facies
USGS-403557122170501,2019,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-403614124104201,2019,Quaternary alluvium and marine deposits
USGS-403617074265601,2019,Passaic Formation Mudstone facies
USGS-403719075091801,2019,Allentown Dolomite
USGS-403921074515901,2019,Quartz-Oligoclase Gneiss
USGS-403946074193901,2019,Passaic Formation Mudstone facies
USGS-403951075075301,2019,Jacksonburg Limestone
USGS-404024122182001,2019,"Paleozoic metavolcanic rocks, unit 1 (Eastern Klamath Mountains)"
USGS-404058074133501,2019,Passaic Formation Mudstone facies
USGS-404146075112101,2019,Allentown Dolomite
USGS-404303074173101,2019,Passaic Formation Sandstone and Siltstone facies
USGS-404326075041801,2019,Allentown Dolomite
USGS-404332074104201,2019,Passaic Formation Sandstone and Siltstone facies
USGS-404339074045501,2019,Lockatong Formation
USGS-404436124115701,2019,Older Quaternary alluvium and marine deposits
USGS-404636074024701,2019,Lockatong Formation Arkosic Sandstone facies
USGS-404704074281301,2019,Boonton Formation
USGS-404828074403501,2019,Hornblende Granite
USGS-404850074083101,2019,Passaic Formation Sandstone and Siltstone facies
USGS-404901075043601,2019,"Beekmantown Group, Lower Part"
USGS-404936074423101,2019,Leithsville Formation
USGS-404937074580501,2019,Allentown Dolomite
USGS-404944074232401,2019,Boonton Formation
USGS-405003074495001,2019,"Beekmantown Group, Upper Part"
USGS-405050074011402,2019,Passaic Formation Mudstone facies
USGS-405128074133601,2019,Orange Mountain Basalt
USGS-405128074231402,2019,Boonton Formation
USGS-405150123582701,2019,Quaternary alluvium and marine deposits
USGS-405154074585701,2019,Quartz-Oligoclase Gneiss
USGS-405220074482201,2019,Allentown Dolomite
USGS-405309074315301,2019,Diorite
USGS-405411124052401,2019,Quaternary alluvium and marine deposits
USGS-405435074080201,2019,Passaic Formation Conglomerate and Sandstone facies
USGS-405537074361401,2019,Pyroxene Syenite
USGS-405543074040901,2019,Passaic Formation Sandstone and Siltstone facies
USGS-405631074475001,2019,Leithsville Formation
USGS-405632074131801,2019,Preakness Basalt
USGS-405739074164201,2019,Boonton Formation
USGS-405827074360801,2019,Quartz-Oligoclase Gneiss
USGS-405909073574101,2019,Passaic Formation Sandstone and Siltstone facies
USGS-410033074544701,2019,Allentown Dolomite
USGS-410049075045801,2019,Bloomsburg Red Beds
USGS-410053074441301,2019,Allentown Dolomite
USGS-410208107392801,2019,Alluvium and Colluvium
USGS-410213074460901,2019,"Beekmantown Group, Lower Part"
USGS-410214074204501,2019,Hypersthene-Quartz-Oligoclase Gneiss
USGS-410218074065001,2019,Passaic Formation Quatzite-clast Conglomerate facies
USGS-410251107393201,2019,Alluvium and Colluvium
USGS-410417096051701,2019,Kansas City Group
USGS-410610074344801,2019,Allentown Dolomite
USGS-410613096071102,2019,Dakota Group
USGS-410719096180601,2019,Dakota Group
USGS-410725074430601,2019,Ramseyburg Member
USGS-411348074273901,2019,Allentown Dolomite
USGS-411444096210001,2019,Dakota Group
USGS-411614110202801,2019,Alluvium and Colluvium
USGS-411845096211201,2019,Dakota Group
USGS-411853074403601,2019,Bloomsburg Red Beds
USGS-411937110172801,2019,Alluvium and Colluvium
USGS-412708106482401,2019,Alluvium and Colluvium
USGS-414700096134903,2019,Dakota Group
USGS-415522124084301,2019,Quaternary alluvium and marine deposits
USGS-415825091405601,2019,Wapsipinicon Group
USGS-415827091392401,2019,Wapsipinicon Group
USGS-420013091442000,2019,Wapsipinicon Group
USGS-420036091444001,2019,Wapsipinicon Group
USGS-420302109261501,2019,Green River Formation - Laney Member
USGS-420828109243202,2019,Green River Formation - Laney Member
USGS-423816114321501,2019,Basalt (Pleistocene and Pliocene).
USGS-423907114333401,2019,Basalt (Pleistocene and Pliocene).
USGS-423908114314201,2019,Basalt (Pleistocene and Pliocene).
USGS-423955114351101,2019,Basalt (Pleistocene and Pliocene).
USGS-424033114481901,2019,Basalt (Pleistocene and Pliocene).
USGS-424040114324801,2019,Basalt (Pleistocene and Pliocene).
USGS-424051114410501,2019,Basalt (Pleistocene and Pliocene).
USGS-424051114451201,2019,Basalt (Pleistocene and Pliocene).
USGS-424109114485001,2019,Basalt (Pleistocene and Pliocene).
USGS-424118114435501,2019,Basalt (Pleistocene and Pliocene).
USGS-424144114435901,2019,Basalt (Pleistocene and Pliocene).
USGS-424145114354201,2019,Basalt (Pleistocene and Pliocene).
USGS-424209114391701,2019,Basalt (Pleistocene and Pliocene).
USGS-424236114425301,2019,Basalt (Pleistocene and Pliocene).
USGS-424236114472202,2019,Basalt (Pleistocene and Pliocene).
USGS-332748116063401,2020,Quaternary alluvium and marine deposits
USGS-332759116061101,2020,Quaternary alluvium and marine deposits
USGS-333220115564401,2020,Quaternary alluvium and marine deposits
USGS-333220116053701,2020,Quaternary alluvium and marine deposits
USGS-333246116064901,2020,Quaternary alluvium and marine deposits
USGS-333408116102601,2020,Quaternary alluvium and marine deposits
USGS-333519116135401,2020,Quaternary alluvium and marine deposits
USGS-333537116135101,2020,Quaternary alluvium and marine deposits
USGS-333547116061201,2020,Quaternary alluvium and marine deposits
USGS-333612116105601,2020,Quaternary alluvium and marine deposits
USGS-333644116094701,2020,Quaternary alluvium and marine deposits
USGS-333709116113601,2020,Quaternary alluvium and marine deposits
USGS-333738116065701,2020,Quaternary alluvium and marine deposits
USGS-333818116072601,2020,Quaternary alluvium and marine deposits
USGS-333826116114501,2020,Quaternary alluvium and marine deposits
USGS-333934116074301,2020,Quaternary alluvium and marine deposits
USGS-334029116241001,2020,"Mesozoic granitic rocks, unit 2 (Peninsular Ranges)"
USGS-334031116151201,2020,Quaternary alluvium and marine deposits
USGS-334110116091301,2020,Quaternary alluvium and marine deposits
USGS-334449116093901,2020,Quaternary alluvium and marine deposits
USGS-334510116173601,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-334527116162501,2020,Quaternary alluvium and marine deposits
USGS-334854116201601,2020,Quaternary alluvium and marine deposits
USGS-334907116224801,2020,Quaternary alluvium and marine deposits
USGS-334934116204201,2020,Quaternary alluvium and marine deposits
USGS-335008116135301,2020,Quaternary alluvium and marine deposits
USGS-335037116183801,2020,Older Quaternary alluvium and marine deposits
USGS-335344116272501,2020,Quaternary alluvium and marine deposits
USGS-335403116273901,2020,Quaternary alluvium and marine deposits
USGS-335430116484701,2020,Quaternary alluvium and marine deposits
USGS-335506116394601,2020,Quaternary alluvium and marine deposits
USGS-335523116334201,2020,Quaternary alluvium and marine deposits
USGS-335533116301801,2020,Quaternary alluvium and marine deposits
USGS-335536116314401,2020,Quaternary alluvium and marine deposits
USGS-335611116282101,2020,Quaternary alluvium and marine deposits
USGS-335650116383401,2020,Quaternary alluvium and marine deposits
USGS-335715116332201,2020,Quaternary alluvium and marine deposits
USGS-335727116524701,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-340148118030901,2020,Quaternary alluvium and marine deposits
USGS-340300117480001,2020,Quaternary alluvium and marine deposits
USGS-340400117530001,2020,Older Quaternary alluvium and marine deposits
USGS-340900117550001,2020,Older Quaternary alluvium and marine deposits
USGS-340900118170001,2020,Quaternary alluvium and marine deposits
USGS-341100118092001,2020,Older Quaternary alluvium and marine deposits
USGS-341100118130001,2020,Quaternary alluvium and marine deposits
USGS-341100118240001,2020,Quaternary alluvium and marine deposits
USGS-341400116510001,2020,Older Quaternary alluvium and marine deposits
USGS-341423116534001,2020,Quaternary alluvium and marine deposits
USGS-341500117130001,2020,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-341539117130401,2020,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-341559116495101,2020,Quaternary alluvium and marine deposits
USGS-353041120394501,2020,Quaternary alluvium and marine deposits
USGS-353800120380001,2020,Quaternary alluvium and marine deposits
USGS-353900120393401,2020,Quaternary alluvium and marine deposits
USGS-354805120453601,2020,Quaternary alluvium and marine deposits
USGS-355234119280001,2020,Quaternary alluvium and marine deposits
USGS-355400119020001,2020,Older Quaternary alluvium and marine deposits
USGS-360000120540001,2020,Quaternary alluvium and marine deposits
USGS-360200119070001,2020,Quaternary alluvium and marine deposits
USGS-360302119202101,2020,Quaternary alluvium and marine deposits
USGS-360319119080001,2020,Quaternary alluvium and marine deposits
USGS-360700118490001,2020,Quaternary alluvium and marine deposits
USGS-360700119150001,2020,Quaternary alluvium and marine deposits
USGS-360900119290001,2020,Quaternary alluvium and marine deposits
USGS-361100121070001,2020,Quaternary alluvium and marine deposits
USGS-361200119420001,2020,Quaternary alluvium and marine deposits
USGS-361207121075501,2020,Quaternary alluvium and marine deposits
USGS-361500119440001,2020,Quaternary alluvium and marine deposits
USGS-361700119150001,2020,Quaternary alluvium and marine deposits
USGS-361900121160001,2020,Quaternary alluvium and marine deposits
USGS-362100119410001,2020,Quaternary alluvium and marine deposits
USGS-362200119130001,2020,Quaternary alluvium and marine deposits
USGS-362600119210001,2020,Quaternary alluvium and marine deposits
USGS-362600120120001,2020,Quaternary alluvium and marine deposits
USGS-362959100065801,2020,Ogallala Formation
USGS-363618121381901,2020,Quaternary alluvium and marine deposits
USGS-363700121500001,2020,"Quaternary sand deposits, unit 1 (coastal)"
USGS-363955121401001,2020,Quaternary alluvium and marine deposits
USGS-364100121360001,2020,Older Quaternary alluvium and marine deposits
USGS-364500121440001,2020,Older Quaternary alluvium and marine deposits
USGS-365218121490301,2020,Quaternary alluvium and marine deposits
USGS-365425121452201,2020,Quaternary alluvium and marine deposits
USGS-365500121470001,2020,Older Quaternary alluvium and marine deposits
USGS-365700121580001,2020,Quaternary alluvium and marine deposits
USGS-365933121552601,2020,Pliocene marine rocks
USGS-370349121594801,2020,Pliocene marine rocks
USGS-371000121010001,2020,Quaternary alluvium and marine deposits
USGS-371835120331801,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-371902120251501,2020,Quaternary alluvium and marine deposits
USGS-371924120523101,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-371942120554101,2020,Quaternary alluvium and marine deposits
USGS-372110120453101,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-372149120280101,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-372205120381701,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-372209120433801,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-372227120271201,2020,Quaternary alluvium and marine deposits
USGS-372231120461201,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-372323120554401,2020,Quaternary alluvium and marine deposits
USGS-372344120415801,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-372346120401201,2020,"Quaternary sand deposits, unit 2 (inland)"
USGS-372617120530201,2020,Quaternary alluvium and marine deposits
USGS-372845120495301,2020,Quaternary alluvium and marine deposits
USGS-372933120565901,2020,Quaternary alluvium and marine deposits
USGS-373111120204301,2020,Quaternary alluvium and marine deposits
USGS-373114120595001,2020,Quaternary alluvium and marine deposits
USGS-373200121150001,2020,Quaternary alluvium and marine deposits
USGS-373211120474001,2020,Quaternary alluvium and marine deposits
USGS-373227121041801,2020,Quaternary alluvium and marine deposits
USGS-373239120314201,2020,Quaternary alluvium and marine deposits
USGS-373341120431301,2020,Quaternary alluvium and marine deposits
USGS-373341120592601,2020,Quaternary alluvium and marine deposits
USGS-373345121103201,2020,Quaternary alluvium and marine deposits
USGS-373351121032301,2020,Quaternary alluvium and marine deposits
USGS-373420120465901,2020,Quaternary alluvium and marine deposits
USGS-373519121020901,2020,Quaternary alluvium and marine deposits
USGS-373520120524801,2020,Quaternary alluvium and marine deposits
USGS-373531120533101,2020,Quaternary alluvium and marine deposits
USGS-373600121170001,2020,Quaternary alluvium and marine deposits
USGS-373645120392401,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373748121023901,2020,Quaternary alluvium and marine deposits
USGS-373753120474602,2020,Quaternary alluvium and marine deposits
USGS-373755120501501,2020,Quaternary alluvium and marine deposits
USGS-373934121045001,2020,Quaternary alluvium and marine deposits
USGS-373956120471501,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-374100121260001,2020,Quaternary alluvium and marine deposits
USGS-374148120581601,2020,Quaternary alluvium and marine deposits
USGS-374210121064001,2020,Quaternary alluvium and marine deposits
USGS-374240120432601,2020,Quaternary alluvium and marine deposits
USGS-374321121010501,2020,Quaternary alluvium and marine deposits
USGS-374500121220001,2020,Quaternary alluvium and marine deposits
USGS-374700120580001,2020,Quaternary alluvium and marine deposits
USGS-374704120491701,2020,Quaternary alluvium and marine deposits
USGS-374708120455301,2020,Quaternary alluvium and marine deposits
USGS-374800120401101,2020,Quaternary alluvium and marine deposits
USGS-374900120540002,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-374900121160001,2020,Quaternary alluvium and marine deposits
USGS-380302121203201,2020,Quaternary alluvium and marine deposits
USGS-380606121164501,2020,Quaternary alluvium and marine deposits
USGS-380800121220001,2020,Quaternary alluvium and marine deposits
USGS-380935121421601,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-380948121360901,2020,Quaternary alluvium and marine deposits
USGS-381200120490001,2020,Miocene nonmarine rocks
USGS-381200121520001,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-381300121130001,2020,Quaternary alluvium and marine deposits
USGS-381300121250001,2020,Quaternary alluvium and marine deposits
USGS-381700121190001,2020,Quaternary alluvium and marine deposits
USGS-381956121053401,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-382400121560001,2020,Older Quaternary alluvium and marine deposits
USGS-382804121254901,2020,Quaternary alluvium and marine deposits
USGS-382952121234401,2020,Quaternary alluvium and marine deposits
USGS-383046121270201,2020,Quaternary alluvium and marine deposits
USGS-383121121575301,2020,Quaternary alluvium and marine deposits
USGS-383155121452001,2020,Quaternary alluvium and marine deposits
USGS-383300121120001,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-384000121520001,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-384100121210001,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-384224121261401,2020,Quaternary alluvium and marine deposits
USGS-384413121163801,2020,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-385112092263103,2020,Holocene series
USGS-385156092263201,2020,Holocene series
USGS-385156092263202,2020,Holocene series
USGS-385219092270401,2020,Holocene series
USGS-385300121340001,2020,Quaternary alluvium and marine deposits
USGS-385307092272901,2020,Holocene series
USGS-385310092272601,2020,Holocene series
USGS-385335092264302,2020,Holocene series
USGS-390100121070001,2020,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-390100121170001,2020,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-390500121180001,2020,"Mesozoic volcanic rocks, unit 2 (Western Sierra Foothills and Western Klamath Mountains)"
USGS-390916121115901,2020,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-391145074520401,2020,Cohansey Formation
USGS-391357074575501,2020,Cohansey Formation
USGS-391611074383801,2020,Cohansey Formation
USGS-391844074451501,2020,Cohansey Formation
USGS-391854075065501,2020,Cohansey Formation
USGS-392124074534601,2020,Cohansey Formation
USGS-392200121150001,2020,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-392328074315401,2020,Cohansey Formation
USGS-392435075072801,2020,Cohansey Formation
USGS-392558075051901,2020,Cohansey Formation
USGS-392700121150001,2020,"Mesozoic gabbroic rocks, unit 2 (undivided)"
USGS-392753075204701,2020,Cohansey Formation
USGS-392820075122601,2020,Cohansey Formation
USGS-392848075281701,2020,Lower Member of the Kirkwood Formation
USGS-392920075011902,2020,Cohansey Formation
USGS-393104075122201,2020,Cohansey Formation
USGS-393129074383201,2020,Cohansey Formation
USGS-393301074591601,2020,Cohansey Formation
USGS-393313075254101,2020,Lower Member of the Kirkwood Formation
USGS-393415074563601,2020,Cohansey Formation
USGS-393442075121401,2020,Cohansey Formation
USGS-393530074523801,2020,Cohansey Formation
USGS-393532075101201,2020,Cohansey Formation
USGS-393610075250001,2020,Vincentown Formation
USGS-393712075121201,2020,Cohansey Formation
USGS-393738075221401,2020,Lower Member of the Kirkwood Formation
USGS-393744074244101,2020,Cohansey Formation
USGS-393818075132401,2020,Cohansey Formation
USGS-393940074534201,2020,Cohansey Formation
USGS-393947074464501,2020,Cohansey Formation
USGS-394015075055901,2020,Cohansey Formation
USGS-394018074324701,2020,Cohansey Formation
USGS-394024075234701,2020,Mt. Laurel Formation
USGS-394108075250401,2020,Marshalltown Formation
USGS-394117074214001,2020,Cohansey Formation
USGS-394256075101001,2020,Cohansey Formation
USGS-394342075040301,2020,Cohansey Formation
USGS-394400121340001,2020,"Tertiary pyroclastic and volcanic mudflow deposits, unit 9 (Cascade Range)"
