"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Cauliflower","Blueberries","Sorghum","Sweet Corn","Dry Beans","Apples","Christmas Trees","Squash","HUC","Strawberries","Pumpkins","Other Crops","Sod/Grass Seed","Cranberries","Peppers","Tobacco","Peaches","Cucumbers","Sunflower","Other Small Grains","Grapes","Tomatoes","Peas","Other Tree Crops","Greens","Cabbage","Eggplants","Sweet Potatoes","Herbs","Winter Wheat","Pears","Plums","Onions","Lettuce","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Triticale","Carrots","Dbl Crop Barley/Soybeans","Speltz","Dbl Crop WinWht/Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Barley/Corn","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Mint","Sugarbeets","Radishes","Nectarines","Cantaloupes","Dbl Crop Corn/Soybeans","Turnips","Pop or Orn Corn","Switchgrass","Dbl Crop Soybeans/Oats","Aquaculture","Vetch","Dbl Crop Barley/Sorghum","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Olives","Walnuts","Oranges","Rice","Sugarcane","Citrus","Celery","Flaxseed","Safflower","Rape Seed","Caneberries","Camelina","Hops","Garlic","Prunes","Gourds","Durum Wheat","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates","Apricots","Chick Peas","Almonds"
1,6,NA,1,0,21,2,109,19,0,0,2405,3198,NA,0,0,NA,26,250,2852,4418,268,0,1295,2234,448396,0,3915368,30093,1396,260,NA,NA,NA,0,0,0,0,0,0,"16020307",NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,7,NA,0,0,0,0,0,0,0,0,4,0,NA,0,0,NA,24,2,3612,416,350,10,5274,83,606079,0,1419606,72129,46,0,NA,NA,NA,0,0,0,0,0,0,"16020302",NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,8,NA,1960,0,1284,535,7,602,0,0,26851,2989,NA,12,0,NA,12414,62244,19156,31395,13464,5981,218340,60218,647215,2,1805260,528855,2372,30166,NA,NA,NA,5,3,0,3,0,0,"16020304",NA,8,1,272,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,4094,NA,NA,103,NA,NA,0,2,170,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,9,NA,3153,0,82,3,0,12,0,0,2342,213,NA,0,0,NA,201,22314,4137,2560,443,641,212246,1269,360763,23,955400,755137,439,19190,NA,NA,NA,1,2,0,0,0,0,"16020305",NA,0,0,66,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,75,NA,NA,41,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,10,NA,4678,0,4565,60683,0,7002,1,1,151208,3486,NA,2688,0,NA,300688,10454,54100,9500,2558,1061,565521,7874,270824,0,3045604,1634349,934,21451,NA,NA,NA,1,18,0,2,0,0,"16020309",NA,1,0,49602,NA,NA,NA,211,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,0,236938,NA,NA,157,NA,NA,0,1,3515,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,56662,NA,NA,NA,NA,NA,NA,NA,36,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1,11,NA,301,0,232,5,0,705,0,0,21767,4382,NA,0,0,NA,372,12943,42455,9529,4589,248,23335,1344870,570055,7502,1227245,82230,1247,1943,NA,NA,NA,1,0,0,4,0,0,"16020101",NA,0,0,1,NA,NA,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,50,NA,NA,0,NA,NA,0,28,25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,12,NA,37489,3,7227,612,0,1906,0,0,151849,22183,NA,6,3,NA,8284,184481,131823,183261,113997,36076,60996,1447369,295549,539,718534,208918,23676,141808,NA,NA,NA,8,1772,121,99,0,8,"16020102",NA,322,10,465,NA,NA,NA,511,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,18,17623,NA,NA,2793,NA,NA,137,210,802,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
1,13,NA,26658,0,10657,1007,472,5734,0,0,112583,1936,NA,0,2,NA,173225,414782,73483,102543,83591,25934,28297,418345,631711,883,1137330,446708,8922,39964,NA,NA,NA,14,104,0,1339,0,0,"16020201",NA,181,23,1,NA,NA,NA,711,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,111439,NA,NA,1,NA,NA,0,10234,675,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,621,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,14,NA,23,0,151,8,1,476,0,0,24201,6579,NA,0,0,NA,194,26301,43816,20179,12489,2010,18575,899046,469500,9860,373569,58521,1474,152,NA,NA,NA,2,0,0,36,0,0,"16020203",NA,6,0,28,NA,NA,NA,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,72,NA,NA,0,NA,NA,0,182,57,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,15,NA,1932,1,1597,1323,3,478,0,0,16148,690,NA,0,0,NA,63352,69806,119418,290051,246680,102551,103760,374503,269125,318,447577,113536,9975,78000,NA,NA,NA,19,84,0,80,0,1,"16020204",NA,4,3,23,NA,NA,NA,22,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,30722,NA,NA,9,NA,NA,3,274,105,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,16,NA,15825,0,11929,357,26,2632,0,0,90674,10663,NA,0,1,NA,5900,1811,40637,35063,24809,4607,5869,1297363,583820,1450,476479,119698,5665,6501,NA,NA,NA,61,747,0,1169,1,0,"16020202",NA,606,2,121,NA,NA,NA,388,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,8178,NA,NA,4,NA,NA,0,15699,2937,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,1,NA,43974,NA,28605,6407,1659,15934,NA,NA,325954,915,NA,4,0,NA,151031,30499,74613,57194,11478,932,413835,323989,1767211,4492,7614368,880708,8327,601,NA,NA,NA,1815,7,NA,7,NA,NA,"16030005",NA,6,1,5,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,31711,NA,NA,1,NA,NA,NA,64,5571,NA,NA,NA,NA,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,3718,NA,778,571,0,1822,NA,NA,112248,8275,NA,32,0,NA,32446,2196,31808,26990,11906,206,14505,77769,1379000,39768,3034426,193409,123,71,NA,NA,NA,18,0,NA,0,NA,NA,"16030007",NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,62,NA,NA,1,NA,NA,NA,0,271,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,3,0,0,6,NA,NA,885,9,NA,0,0,NA,111,875,6753,774,175,8,614946,53,356201,0,2904576,129962,97,13,NA,NA,NA,22,0,NA,0,NA,NA,"16030009",NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,1434,NA,3096,623,2,2823,NA,NA,249622,2101,NA,1215,0,NA,10142,4825,71368,38190,19612,2674,37886,126973,3317175,27373,5163155,387975,346,60,NA,NA,NA,40,0,NA,0,NA,NA,"16030006",NA,79,0,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,989,NA,NA,0,NA,NA,NA,0,540,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,1368,NA,314,39,213,380,NA,NA,18331,17,NA,1,0,NA,4402,22512,5789,7976,1488,107,72785,28882,159969,17,1848412,131074,878,126,NA,NA,NA,11,4,NA,0,NA,NA,"16030008",NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,454,NA,NA,0,NA,NA,NA,0,110,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,208,NA,427,0,0,934,NA,NA,57535,1717,NA,0,0,NA,1419,13090,43587,24629,10863,276,62537,65099,1789935,92572,1269847,25948,237,0,NA,NA,NA,0,0,NA,0,NA,NA,"16030001",NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1801,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,40,NA,1103,0,1,1452,NA,NA,26097,8257,NA,0,0,NA,1550,10428,41005,14867,1688,12,43534,158775,1750232,79713,1416560,17869,1005,18,NA,NA,NA,0,0,NA,0,NA,NA,"16030002",NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,18,NA,NA,0,NA,NA,NA,0,161,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,36524,NA,12346,167,65,15304,NA,NA,180618,16998,NA,0,1,NA,40889,30742,76827,35550,11511,331,45332,479870,2281996,74026,1892283,75256,13571,1478,NA,NA,NA,38,4,NA,34,NA,NA,"16030003",NA,253,0,507,NA,NA,NA,8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2888,NA,NA,0,NA,NA,NA,31,4472,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,1810,NA,8666,166,1001,12356,NA,NA,132067,91241,NA,0,0,NA,7404,8347,57358,16050,2397,24,23019,432702,709758,13593,851074,76425,5864,29,NA,NA,NA,110,2,NA,0,NA,NA,"16030004",NA,3,0,18992,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2390,NA,NA,0,NA,NA,NA,3,4703,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,NA,620,4,0,127,0,0,9909,198790,NA,0,NA,NA,1802,3148,49117,18314,2272,10,6661,195060,195405,1443,6816949,354127,87801,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040101",NA,NA,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,NA,0,0,0,1,0,0,435,28669,NA,0,NA,NA,33,624,5286,1478,418,0,248,7471,8073,5,2794128,12207,14815,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040102",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,0,1,0,1,0,0,1332,64063,NA,0,NA,NA,584,6505,30778,953,165,3,1061,129785,242659,871,2870750,363079,29281,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040103",NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,10,NA,188,552,6,1455,0,1,47986,29549,NA,5,NA,NA,2672,6590,29255,6903,761,1,41847,6665,227681,0,7356852,1228240,218661,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040105",NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,258,NA,NA,231,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,0,NA,0,0,0,0,0,0,117,2758,NA,0,NA,NA,6,1351,2175,74,9,0,54,12350,1992,0,2405544,154140,29748,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040106",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,1,NA,0,8,0,93,0,0,88900,41702,NA,0,NA,NA,7128,578,17124,5117,1484,1,5068,14493,1055837,986,5229735,357632,17384,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040107",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,492,NA,NA,1,NA,NA,NA,NA,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,47,NA,8,5297,3583,253,0,0,47393,148506,NA,20920,NA,NA,25384,2056,15743,4993,168,1,1819,14062,24725,1,4278806,475915,20442,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040109",NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,32009,NA,NA,2192,NA,NA,NA,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,3,NA,99,275,12,6,0,0,37213,8082,NA,0,NA,NA,9855,3905,7805,3526,250,32,1708103,49,58044,841,7402599,169568,4521,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040202",NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,NA,NA,3,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,6,NA,19,1924,0,41,0,0,1648,2499,NA,0,NA,NA,239,682,5749,6357,336,67,734818,2,89501,5258,6183956,47019,3724,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040203",NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,0,NA,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,0,NA,624,120,0,0,0,0,171,165,NA,0,NA,NA,300,1601,2122,3124,87,16,100923,0,49432,470,3553824,14245,1687,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040204",NA,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,754,NA,1006,2922,520,558,5,274,183661,148014,NA,50,NA,NA,59307,905,32948,9284,731,8,209794,22336,76404,10,8506189,859917,12968,6120,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040201",NA,NA,2025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3375,1667,NA,NA,241,NA,NA,NA,NA,5077,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,0,NA,12,1660,12,85,0,0,5526,5796,NA,0,NA,NA,5370,2167,3099,2185,67,8,37142,7,9634,4,3232869,24269,151,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040205",NA,NA,322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA,NA,0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,951,NA,1959,7196,27,1477,0,0,185172,42986,NA,126,NA,NA,48350,33445,54322,31038,7013,315,174440,3095,112691,0,5757152,843760,60228,87106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040108",NA,NA,180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11109,NA,NA,166,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,0,NA,203,11,0,13,0,0,5140,17147,NA,0,NA,NA,84,162,4745,464,2,0,552,4412,376509,101,2297263,180006,7759,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040104",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,14936,NA,42,2916,1893,3122,NA,NA,177977,5272,NA,105,NA,NA,21987,20263,35226,43893,11254,1251,1747642,0,87059,0,3815812,92631,8100,152686,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16050203",NA,NA,4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9790,NA,NA,119,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,30,NA,74,10,2,86,NA,NA,75158,13267,NA,42,NA,NA,1846,9698,20618,15135,1753,277,83703,788,531985,70,2127611,98080,14037,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16050302",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1660,NA,NA,757,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,77,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
