"layer","zone","Background","Corn","Soybeans","Barley","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Apples","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Cranberries","Spring Wheat","Winter Wheat","Other Crops","Christmas Trees","Sweet Corn","Other Tree Crops","Strawberries","Pumpkins","HUC","Dry Beans","Triticale","Sunflower","Camelina","Squash","Lettuce","Sorghum","Sod/Grass Seed","Tobacco","Speltz","Peaches","Other Small Grains","Misc Vegs & Fruits","Onions","Gourds","Peppers","Cucumbers","Tomatoes","Herbs","Pears","Cabbage","Eggplants","Caneberries","Durum Wheat","Grapes","Asparagus","Dbl Crop WinWht/Soybeans","Cherries","Radishes","Plums","Peas","Nectarines","Dbl Crop Barley/Soybeans","Greens","Sweet Potatoes","Watermelons","Dbl Crop WinWht/Corn","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Cotton","Mint","Carrots","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Turnips","Cantaloupes","Pop or Orn Corn","Dbl Crop Corn/Soybeans","Millet","Sugarbeets","Peanuts","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Switchgrass","Rice","Rape Seed","Walnuts","Sugarcane","Citrus","Oranges","Celery","Safflower","Vetch","Cauliflower","Garlic","Flaxseed","Mustard","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Olives","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Durum Wht/Sorghum","Almonds","Hops","Apricots","Pomegranates"
1,16,273,206,NA,9,NA,0,0,0,66,NA,4,0,45,1,19598,20806,5128,356,43,6871,5220,505201,9909,93329,18644,11122,4488,NA,9,0,0,35,1,74,4,0,0,6,"17110017",1,0,NA,NA,NA,NA,0,21,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,0,0,NA,2,NA,0,NA,NA,NA,NA,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,415474,1116,NA,87,NA,1,4,63,1109,NA,564,0,350,56,10205,84430,37306,5811,1379,73253,71084,1499391,121027,301685,60104,18745,6151,NA,127,0,2,27,0,471,1,0,48,1,"17110018",1,0,NA,NA,NA,NA,1,209,NA,NA,NA,NA,NA,0,NA,0,7,NA,NA,0,5,NA,31,NA,1,NA,NA,NA,NA,NA,196,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,1475476,55703,NA,4274,NA,266,165,69,21460,NA,46314,0,9072,659,8143,52058,54433,20114,9884,7892,93904,196727,97347,62741,89452,32633,15814,NA,12492,3,296,9866,513,517,197,0,2321,266,"17110002",144,1,NA,NA,NA,NA,2,3082,NA,NA,NA,NA,NA,0,NA,150,744,NA,NA,5,61,NA,9294,NA,3,NA,NA,NA,NA,NA,7610,NA,NA,222,NA,NA,NA,NA,NA,NA,15,529,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,2833238,18,NA,35,NA,0,2,5,278,NA,54,0,27,1,6108,26059,24414,2590,645,4138,6543,299156,8599,20871,82609,9375,6751,NA,2,0,0,13,0,289,9,0,1,0,"17110003",0,0,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,13,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,2311960,613,NA,58,NA,0,3,78,234,NA,108,0,96,8,7738,53485,57666,25913,8224,118557,22502,1610773,54553,248918,123597,8649,5075,NA,20,0,1,35,1,254,11,0,15,0,"17110020",0,0,NA,NA,NA,NA,0,138,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,3,NA,0,NA,NA,NA,NA,NA,51,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,44718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,4835196,3,NA,0,NA,0,0,0,21,NA,1,0,3,0,24284,13513,5257,1264,151,4895,29883,751698,32913,213566,21233,7303,1442,NA,0,0,0,0,0,24,0,0,0,0,"17110021",0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,35,NA,809,718,11020,0,249909,29782,NA,17,NA,8872,4,88590,71669,33494,1687,51,643751,1,1832350,NA,8422211,362708,497,134160,NA,NA,NA,293,395,NA,NA,NA,NA,435,NA,"17120005",0,5103,NA,51,NA,16,NA,11,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,0,NA,2437,11,3068,0,8472,52922,NA,0,NA,171,0,159320,7816,2596,133,4,43652,0,514343,NA,4485281,68177,9738,96048,NA,NA,NA,8,9,NA,NA,NA,NA,0,NA,"17120007",0,167,NA,0,NA,0,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,2,NA,183,2751,9242,0,109051,168005,NA,5,NA,5331,0,133138,49635,8459,611,2,202295,0,242820,NA,2822844,385355,3371,35718,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,"17120001",0,1036,NA,0,NA,0,NA,3,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,2,NA,22,290,777,20,20940,256373,NA,0,NA,2059,0,1952,24054,6362,922,144,3032,0,1567119,NA,1673593,155496,3245,76772,NA,NA,NA,4,103,NA,NA,NA,NA,0,NA,"17120002",1,378,NA,0,NA,0,NA,41,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,0,NA,0,14,434,0,7338,60964,NA,0,NA,234,0,5780,11112,2063,189,0,37793,0,184748,NA,1841715,50091,93,70071,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,"17120003",0,67,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,0,NA,19,36,1160,1,25781,82824,NA,0,NA,62,0,6005,14368,3653,91,10,63579,0,441586,NA,4151771,48096,160,5366,NA,NA,NA,0,10,NA,NA,NA,NA,0,NA,"17120004",0,628,NA,0,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,3,NA,0,280,488,0,18636,56411,NA,0,NA,459,0,165146,11088,6448,267,2,58879,0,801918,NA,1633247,152580,37342,24201,NA,NA,NA,46,0,NA,NA,NA,NA,0,NA,"17120006",0,86,NA,0,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,14,NA,0,4,592,0,18781,32196,NA,0,NA,959,0,1514,8307,6105,183,3,396156,20,48198,NA,5598581,52454,8163,3548,NA,NA,NA,4,7,NA,NA,NA,NA,0,NA,"17120009",0,15,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,1,0,NA,4,255,123,0,8883,12121,NA,0,NA,33,0,12249,3333,844,17,0,372981,0,39603,NA,8022891,56821,263,39961,NA,NA,NA,6,1,NA,NA,NA,NA,0,NA,"17120008",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1,NA,9659,21,70,NA,19560,11073,NA,150,0,3279,0,336407,20265,6492,1678,407,18330,4,1186407,15,148982,210599,470,105178,NA,NA,NA,4361,73,0,0,NA,NA,1,NA,"18010203",0,3,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,6,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,NA,NA,2,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,26,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,0,NA,1113,77,0,NA,8066,1355,NA,0,0,3947,0,79264,17188,3725,504,19,21844,0,2719992,0,794019,206611,863,280191,NA,NA,NA,607,408,0,0,NA,NA,1,NA,"18010201",0,3,NA,0,NA,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,8,NA,104,109,1037,NA,48378,14766,NA,0,0,1809,1,6789,14278,2639,202,6,5405,2,2631588,0,1094239,651670,912,160194,NA,NA,NA,45,88,0,0,NA,NA,43,NA,"18010202",0,24,NA,1,NA,3,NA,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,4,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,4,852994,162,NA,0,0,5,NA,0,4697,NA,0,0,7,0,28976,106035,25469,23614,2517,17708,102289,2232038,147848,335412,193402,12726,7755,NA,NA,NA,1,0,2,0,NA,NA,0,NA,"18010102",7,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,0,NA,0,0,340,NA,8,7494,NA,0,0,38,0,9974,72188,2776,584,514,1052,47603,1029528,95637,635371,136821,81,194,NA,NA,NA,0,0,0,0,NA,NA,0,NA,"18010103",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,52,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,304,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,0,NA,0,0,0,NA,8,12912,NA,0,0,30,0,3244,61427,758,104,26,3913,46895,1006154,79972,813507,138951,75,102,NA,NA,NA,0,0,0,0,NA,NA,0,NA,"18010104",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,101,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,12,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,7,114,1439,NA,0,0,20,NA,6,13338,NA,0,0,25,0,27692,111499,9211,6787,614,27104,199514,2288561,184951,894123,621042,10637,6225,NA,NA,NA,0,0,0,0,NA,NA,0,NA,"18010105",5,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,277,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,0,NA,0,0,8,NA,2,1260,NA,0,0,39,0,3722,86881,3282,795,64,4336,42294,1421855,52402,221387,144023,887,27,NA,NA,NA,0,0,0,0,NA,NA,0,NA,"18010106",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,142,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,9,504523,38,NA,0,0,10,NA,0,211,NA,0,0,0,0,3506,27872,1350,547,30,7339,30983,914931,61559,192184,191396,1236,460,NA,NA,NA,5,1,0,0,NA,NA,0,NA,"18010107",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,10,1014997,1,NA,0,0,308,NA,11,7132,NA,0,0,288,0,5781,204696,11246,3760,680,3057,18784,2781268,68549,252276,217342,16703,3380,NA,NA,NA,1,2,0,0,NA,NA,0,NA,"18010108",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1367,NA,NA,0,0,NA,33,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,4,NA,23,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,11,460539,0,NA,0,1,12,NA,2,85,NA,0,1,3,0,2682,36417,4320,448,49,1928,12547,681178,65174,179988,146754,1992,675,NA,NA,NA,0,0,0,0,NA,NA,0,NA,"18010109",0,2,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,12,NA,NA,NA,NA,729,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,3,NA,12,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,25,NA,26,22,1867,NA,213,9743,NA,0,0,258,110,30404,249616,99928,73172,11455,3898,71016,1137419,423128,1166926,807595,6011,1737,NA,NA,NA,0,85,0,0,NA,NA,0,NA,"18010110",0,6,NA,0,NA,0,NA,3,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,863,NA,NA,NA,NA,176547,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,22,22,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,419,NA,644,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,0,NA,4737,4870,1137,NA,112224,6902,NA,0,0,64275,0,8552,17225,6887,969,75,5019,2,985587,6,288581,231976,9,2888,NA,NA,NA,1087,168,0,0,NA,NA,2885,NA,"18010205",0,94,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,666,NA,NA,NA,NA,211,0,NA,NA,NA,NA,0,NA,NA,0,2,NA,3,NA,NA,NA,NA,NA,0,0,NA,0,77,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,0,NA,6924,4,83,NA,99693,74241,NA,0,0,27632,0,8857,48509,35718,8134,1360,56077,1203,864169,646,526669,515900,18,3089,NA,NA,NA,1803,2204,5,0,NA,NA,73,NA,"18010207",0,249,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,194,NA,NA,0,4,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,45,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1516,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,0,NA,2425,12,1305,NA,99480,31486,NA,0,0,3206,13,1522,78071,3656,700,93,5774,3207,1220672,6644,734323,142940,1286,383,NA,NA,NA,4605,646,0,0,NA,NA,1,NA,"18010208",0,260,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,0,77,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,167,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,16,63,3,NA,23,0,4,NA,341,242,NA,0,0,67,0,16729,118329,3950,1730,165,6250,48788,3607903,156781,416061,22365,6404,764,NA,NA,NA,201,9,2,0,NA,NA,2,NA,"18010209",0,11,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,0,NA,28,0,0,NA,71,0,NA,0,0,10,0,1607,30361,160,165,15,3364,17051,1772725,16476,298651,17080,622,156,NA,NA,NA,4,0,0,0,NA,NA,0,NA,"18010210",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,3490,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,3,NA,0,0,0,NA,12,137,NA,0,0,59,0,70086,144096,8877,1918,689,27252,52425,4345387,49229,1063978,87985,1289,480,NA,NA,NA,5,0,0,0,NA,NA,0,NA,"18010211",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,62,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,10105,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,0,NA,0,0,0,NA,1,46,NA,0,0,3,0,2593,97882,960,371,181,1824,17813,1972943,21101,540441,26175,30,1,NA,NA,NA,0,0,4,0,NA,NA,0,NA,"18010212",0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,41,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,161,NA,79728,5789,16597,NA,434316,235086,NA,16223,0,34467,4,230553,96153,43922,10452,4530,86707,2,2262814,1,2705088,2203504,420,67637,NA,NA,NA,105779,23938,222,0,NA,NA,1018,NA,"18010204",2,5177,NA,0,NA,363,NA,4,NA,NA,NA,NA,0,13928,NA,NA,NA,NA,3491,0,NA,NA,NA,NA,11,NA,NA,3,1,NA,402,NA,NA,NA,NA,NA,0,0,NA,0,14355,NA,NA,NA,NA,NA,NA,NA,55,286,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,149,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,21,528980,0,NA,0,0,0,NA,0,1,NA,0,0,0,0,20641,87848,11220,6477,1683,4777,8858,1650222,104219,301814,68712,16321,10196,NA,NA,NA,0,0,0,1,NA,NA,0,NA,"18010101",0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,0,NA,308,9,10,NA,12269,4536,NA,0,0,10258,1,22644,97453,9757,1660,316,4356,6036,2470472,7451,1131315,309908,1810,4723,NA,NA,NA,358,231,0,0,NA,NA,3,NA,"18010206",0,376,NA,0,NA,0,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,553,NA,87,10,385,NA,3010,3081,NA,0,269,13715,1,83357,40918,8601,2502,281,2065,21861,194197,193131,901860,366732,1479,1918,0,0,NA,0,7894,360,NA,13,0,0,0,"18020162",67,1,153,NA,2,NA,130,123,NA,NA,16,NA,NA,9,NA,0,49,5540,2,4,NA,NA,NA,15,4710,NA,NA,4,NA,4446,0,NA,NA,0,NA,58,4,8,NA,3,0,0,3,0,NA,7,1,NA,NA,NA,NA,10,53,NA,NA,2712,NA,11047,NA,NA,29,NA,2499,1,NA,0,NA,NA,NA,0,152,142,27,NA,NA,NA,NA,2421,NA,NA,0
1,2,NA,0,NA,1038,785,978,NA,56328,155576,NA,0,0,7844,0,78154,68862,7505,1339,107,26644,77,2851505,132,2738168,1662276,1405,32425,0,0,NA,2077,5970,13127,NA,0,0,0,0,"18020002",0,3375,0,NA,0,NA,0,0,NA,NA,0,NA,NA,13,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,NA,0,175,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0
