"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Dry Beans","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Radishes","Blueberries","Sorghum","Speltz","HUC","Apples","Misc Vegs & Fruits","Sweet Corn","Cranberries","Sod/Grass Seed","Aquaculture","Other Crops","Herbs","Squash","Pumpkins","Tomatoes","Pears","Cabbage","Grapes","Strawberries","Tobacco","Winter Wheat","Peaches","Peppers","Sunflower","Sugarbeets","Greens","Carrots","Dbl Crop WinWht/Corn","Vetch","Plums","Other Tree Crops","Dbl Crop WinWht/Soybeans","Millet","Onions","Cucumbers","Nectarines","Dbl Crop Barley/Soybeans","Dbl Crop Oats/Corn","Cherries","Gourds","Sweet Potatoes","Dbl Crop Barley/Corn","Cotton","Peanuts","Dbl Crop WinWht/Sorghum","Dbl Crop Soybeans/Oats","Other Small Grains","Watermelons","Asparagus","Turnips","Eggplants","Rape Seed","Cantaloupes","Switchgrass","Pop or Orn Corn","Caneberries","Hops","Flaxseed","Dbl Crop Corn/Soybeans","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Oranges","Sugarcane","Olives","Citrus","Durum Wheat","Camelina","Mint","Walnuts","Celery","Garlic","Safflower","Mustard","Lentils","Perennial Ice/Snow ","Pistachios","Lettuce","Almonds","Apricots","Pomegranates"
1,2,NA,4441,NA,196,0,NA,467,NA,7757,3571,NA,12,37,NA,NA,20498,NA,44,17417,19581,2479,22,21416,72,845776,0,4938919,882,4095,821,2,NA,NA,NA,NA,672,NA,"15040002",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,244,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,4802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,0,NA,NA,NA,NA,0,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1,3,NA,57,NA,4,0,NA,6,NA,529,106,NA,0,49,NA,NA,93,NA,150,14289,10661,3946,84,43046,1398,5519856,2,2198885,263783,3464,3235,0,NA,NA,NA,NA,5,NA,"15040004",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,80,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,0,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1,4,NA,53,NA,0,0,NA,1,NA,1718,12,NA,0,0,NA,NA,643,NA,536,15027,8177,1142,73,101,0,419403,0,2641036,115,7005,1237,0,NA,NA,NA,NA,0,NA,"15040007",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1,5,NA,5039,NA,0,0,NA,16,NA,19666,324,NA,1,0,NA,NA,143431,NA,6,18023,5793,1390,28,211916,1,120854,4,5893334,88639,36,7,396,NA,NA,NA,NA,280,NA,"15040003",0,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,638,NA,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,877,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,NA,NA,NA,0,NA,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1,6,NA,55,NA,619,0,NA,1566,NA,9198,537,NA,40,0,NA,NA,78605,NA,5865,35826,32393,3929,622,5743,13,1561620,74,6059203,2563,56743,17377,36,NA,NA,NA,NA,69,NA,"15040005",105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1322,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,85269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,0,NA,NA,NA,NA,0,NA,8466,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
1,7,NA,4074,NA,183,1,NA,189,NA,17827,166,NA,770,2,NA,NA,289060,NA,1,29772,5798,1930,190,1039,38,359710,18088,5658284,53705,289,97,32,NA,NA,NA,NA,651,NA,"15040006",27,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,57,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,740,NA,NA,NA,NA,8074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23475,0,NA,NA,NA,NA,0,NA,1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,NA,NA,NA,NA
1,1,1989535,527,NA,52,0,0,34,NA,2236,60,NA,239,0,NA,NA,18226,NA,4,98541,29520,11917,1256,89,4,329718,797,4633368,9591,9517,209,7,0,0,NA,NA,18,NA,"15050202",30,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,7,NA,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,26,NA,NA,NA,0,317,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1681,NA,NA,NA,0,NA,0,0,294,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,2,0,8,NA,2,0,0,8,NA,524,1,NA,0,0,NA,NA,102,NA,1,74991,147562,71391,10122,2818,0,243583,167,2096067,643,1863,0,7,0,0,NA,NA,1,NA,"15050302",0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,42,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,0,NA,0,0,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,3,0,2,NA,0,0,0,0,NA,392,13,NA,0,0,NA,NA,1911,NA,2,5523,1004,44,0,2762,0,9621,0,2050750,17291,11152,0,0,0,0,NA,NA,0,NA,"15050305",0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,5215,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,0,0,4374,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,4,1142694,136,NA,4,0,0,0,NA,9855,185,NA,0,0,NA,NA,1863,NA,1716,242694,237307,105860,24753,111125,0,478659,126,5172309,7588,16363,470,0,0,0,NA,NA,8,NA,"15050301",0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,722,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1590,NA,NA,NA,0,NA,2,0,440,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,5,0,79423,NA,17387,0,4,9915,NA,257928,10466,NA,0,6197,NA,NA,416227,NA,436,212838,61915,25482,4600,7254,0,27,0,3304111,1148,16788,38,963,0,1,NA,NA,2196,NA,"15050303",0,NA,NA,NA,879,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,0,NA,19,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,172708,NA,0,NA,NA,699,NA,NA,NA,NA,23366,NA,NA,NA,NA,NA,NA,8678,NA,NA,NA,2068,NA,2120,390,195647,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43,NA,NA
1,6,0,14,NA,125,0,0,0,NA,8145,27,NA,0,0,NA,NA,23829,NA,411,82341,24030,4365,680,4633,0,30467,0,3794743,44708,4491,201,0,0,0,NA,NA,11,NA,"15050304",2,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,15128,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,0,NA,0,0,16010,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,7,0,7025,NA,278,0,0,1772,NA,19459,163,NA,0,41,NA,NA,23983,NA,78,22411,4945,480,70,2869,0,37,0,3364263,39,10326,9,0,0,0,NA,NA,1573,NA,"15050306",0,NA,NA,NA,24,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,3,11830,NA,0,NA,NA,755,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,7,NA,3,0,6139,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,8,0,31616,NA,10376,240,1,6951,NA,344131,10918,NA,0,51,NA,NA,326273,NA,4992,353741,304477,220614,38124,21985,0,72566,0,7443852,457,75834,891,70,117,12,NA,NA,2845,NA,"15050100",0,NA,NA,NA,830,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,195,NA,0,NA,156,4,0,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,833,NA,NA,NA,118,100398,NA,6,NA,NA,90,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,3138,NA,NA,NA,720,NA,40,119,75094,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,203,NA,NA
1,9,0,84164,NA,5855,0,0,63,NA,51843,157,NA,13517,17,NA,NA,565290,NA,22,51566,5566,2315,556,144798,35,445651,2089,3103320,227771,1,4,3181,0,0,NA,NA,3632,NA,"15050201",2311,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,2027,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,23855,NA,NA,NA,0,5409,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,12035,NA,NA,NA,0,NA,0,0,4019,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,10,0,49,NA,2,0,0,69,NA,1835,22,NA,12,0,NA,NA,7558,NA,22,34040,8896,1122,262,4132,0,430969,118,5169632,8756,32211,95,176,0,0,NA,NA,0,NA,"15050203",0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,25,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,1135,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,0,NA,1,0,2286,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1,1,NA,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,3877,6274,2696,633,87,315,6958,2983626,0,442248,153024,59,1502,NA,0,0,NA,NA,0,NA,"15060101",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,65,0,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,2185,10359,3069,635,148,700,20742,1490443,0,256671,49248,406,2013,NA,0,0,NA,NA,0,NA,"15060102",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,2,0,0,0,0,0,NA,21,0,NA,NA,0,NA,NA,66,NA,44894,29183,15368,4870,1186,30988,0,2733407,0,3326820,9475,2685,123,NA,0,0,NA,NA,2,NA,"15060103",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,NA,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,6,8649,791,98,59,104,0,1525398,0,507519,471,23,45,NA,0,0,NA,NA,0,NA,"15060104",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,2,0,0,6,0,0,NA,201,22,NA,NA,0,NA,NA,3,NA,31493,13836,4231,981,75,697,0,1245657,0,1715659,3809,887,17,NA,0,0,NA,NA,2,NA,"15060105",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,958,1,347,8,35,2686,NA,60924,493,NA,NA,17,NA,NA,32178,NA,26837,157515,388261,390200,96918,908,0,61517,0,1745764,447,11306,78,NA,585,8,NA,NA,293,NA,"15060106",NA,NA,NA,NA,1908,NA,18,NA,NA,NA,NA,NA,2,NA,NA,NA,14,NA,NA,NA,NA,52,125,NA,NA,NA,2,NA,NA,744,NA,NA,NA,266,NA,NA,NA,NA,10473,NA,11,NA,NA,43,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,18,NA,28,16,11500,NA,NA,NA,1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,37,0,0,0,0,0,NA,1112,27,NA,NA,0,NA,NA,120,NA,132,21572,6637,2605,201,2151,18,1698577,16,4162269,301796,29,378,NA,0,0,NA,NA,0,NA,"15060201",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,20,NA,0,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,193,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,690,0,0,827,0,5,NA,9581,66,NA,NA,0,NA,NA,218,NA,11668,52848,33251,10320,1045,2660,0,1723206,0,3787195,4915,16944,3176,NA,1,0,NA,NA,7,NA,"15060203",NA,NA,NA,NA,107,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,407,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,2,NA,9,1,46,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,64,9,2,152,67,0,NA,1545,11,NA,NA,0,NA,NA,24,NA,1672,149818,79018,29090,4750,23362,1749,3600208,0,3190080,123206,6987,6512,NA,0,0,NA,NA,0,NA,"15060202",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,2,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,13,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,0,0,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,2791,478,459,NA,586,942,NA,47696,267,NA,0,55,NA,NA,20018,NA,78,60685,12941,4123,615,948,0,294964,0,3608050,161081,1952,52,NA,1,0,0,NA,2179,NA,"15070103",NA,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,2,4,39,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,3264,NA,774,NA,NA,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,8544,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA
1,2,NA,4191,24,698,NA,445,176,NA,71979,2206,NA,0,2103,NA,NA,83856,NA,36940,291297,435563,420616,61962,686,0,703620,0,5694109,28249,4907,559,NA,0,446,0,NA,3490,NA,"15070102",NA,0,NA,NA,10,NA,616,312,NA,NA,NA,NA,1840,NA,NA,NA,0,NA,0,NA,6,698,8337,NA,NA,NA,0,NA,NA,274,NA,NA,NA,4,NA,NA,NA,NA,8508,NA,6,NA,NA,5779,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,22319,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,NA,5440,308,98,NA,8,28,NA,119154,1383,NA,9095,81,NA,NA,272791,NA,2787,89492,9332,2532,1177,3209,5,1263,1,4688211,244969,3551,365,NA,0,0,0,NA,137,NA,"15070104",NA,0,NA,NA,12,NA,1582,0,NA,NA,NA,NA,13,NA,NA,NA,0,NA,0,NA,461,0,19,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,53142,NA,0,NA,NA,5675,NA,NA,NA,NA,10947,NA,NA,NA,NA,NA,NA,0,NA,NA,7090,NA,NA,NA,0,23970,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA
1,4,NA,3514,0,12992,NA,160,334,NA,181715,13478,NA,98,0,NA,NA,171188,NA,2414,78086,38473,14537,2488,1277696,726,3,49,9992077,21717,40828,3111,NA,2324,76,90,NA,130,NA,"15070201",NA,8972,NA,NA,6513,NA,681,231,NA,NA,NA,NA,1532,NA,NA,NA,149,NA,137,NA,451,8298,0,NA,NA,NA,838,NA,NA,2985,NA,NA,NA,0,NA,NA,NA,NA,17068,NA,1895,NA,NA,1403,NA,NA,NA,NA,1751,NA,NA,NA,NA,NA,NA,1,NA,NA,189,NA,NA,NA,4400,94571,NA,NA,NA,202,576,NA,NA,NA,NA,NA,52558,487,NA,NA
1,5,NA,4,0,582,NA,0,2,NA,16021,140,NA,0,0,NA,NA,43161,NA,298,14173,10370,2658,245,21549,0,0,0,2976620,3927,730,58,NA,0,0,0,NA,146,NA,"15070202",NA,0,NA,NA,21,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1455,NA,1,NA,NA,9,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,0,NA,NA,86,NA,NA,NA,3,1147,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA
1,6,NA,0,0,159,NA,0,0,NA,33,1,NA,1,0,NA,NA,690,NA,1,16443,4066,201,201,210808,0,19,0,4503027,77,993,41,NA,0,0,0,NA,0,NA,"15070203",NA,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,17,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA
1,7,NA,12287,203,12780,NA,60,560,NA,273604,5290,NA,0,195,NA,NA,271448,NA,2414,120278,44366,14770,3133,193,0,0,0,4880865,10065,71171,4115,NA,0,0,0,NA,6851,NA,"15070101",NA,0,NA,NA,13,NA,11,0,NA,NA,NA,NA,0,NA,NA,NA,28,NA,0,NA,226,11,102,NA,NA,NA,0,NA,NA,70,NA,NA,NA,0,NA,NA,NA,NA,12155,NA,1493,NA,NA,159,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,NA,0,52460,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA
1,1,12537261,0,NA,2,NA,NA,0,NA,142,0,NA,0,0,NA,NA,20,NA,0,3798,2635,121,24,10,0,34,0,1215093,0,394,1,0,NA,NA,NA,NA,2,NA,"15080102",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,28219834,0,NA,0,NA,NA,0,NA,1,0,NA,0,0,NA,NA,1,NA,0,2137,12,4,1,16,0,6585,0,360535,29,242,0,0,NA,NA,NA,NA,0,NA,"15080200",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,102215,2,NA,0,NA,NA,0,NA,14,0,NA,0,0,NA,NA,38,NA,0,216,0,0,0,3,0,15167,0,322181,86137,0,3,0,NA,NA,NA,NA,0,NA,"15080303",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,2135326,0,NA,0,NA,NA,0,NA,256,17,NA,0,7,NA,NA,10546,NA,20,9221,2208,140,60,7509,0,29480,0,5990730,76196,75610,1,0,NA,NA,NA,NA,2,NA,"15080101",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,26,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,4901204,0,NA,0,NA,NA,0,NA,9,0,NA,0,0,NA,NA,88,NA,2,647,241,160,39,200975,0,7,0,1230138,0,58,7,0,NA,NA,NA,NA,0,NA,"15080103",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,4193328,26204,NA,3373,NA,NA,1193,NA,10566,780,NA,1127,518,NA,NA,246931,NA,22,56691,9449,1916,481,378,9,248249,977,2811396,8555,14,39,785,NA,NA,NA,NA,1055,NA,"15080301",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16368,NA,NA,NA,NA,6785,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10750,NA,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,2737211,52,NA,0,NA,NA,38,NA,8,0,NA,2,0,NA,NA,989,NA,0,4313,221,199,0,0,0,33760,0,1199736,831,379,1990,39,NA,NA,NA,NA,0,NA,"15080302",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,26,NA,251,83,0,2980,0,40056,80225,NA,0,0,0,NA,132,0,19473,31723,19831,4119,998,55576,367345,541443,29719,3980046,566992,15015,24638,86,NA,NA,0,NA,0,NA,"16010101",0,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,36,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA
