"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Millet","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Turnips","Canola","Apples","Dry Beans","Tobacco","Winter Wheat","Switchgrass","Cabbage","HUC","Cranberries","Grapes","Strawberries","Peaches","Squash","Durum Wheat","Tomatoes","Peppers","Greens","Other Crops","Triticale","Carrots","Herbs","Pears","Dbl Crop Barley/Corn","Sweet Potatoes","Cucumbers","Aquaculture","Onions","Dbl Crop Triticale/Corn","Other Tree Crops","Dbl Crop WinWht/Soybeans","Sugarbeets","Watermelons","Cantaloupes","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Speltz","Walnuts","Dbl Crop WinWht/Corn","Cherries","Hops","Nectarines","Pop or Orn Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Corn/Soybeans","Eggplants","Cotton","Peanuts","Dbl Crop Soybeans/Oats","Gourds","Mint","Cauliflower","Rape Seed","Rice","Lettuce","Pecans","Dbl Crop WinWht/Cotton","Honeydew Melons","Sugarcane","Citrus","Olives","Oranges","Garlic","Vetch","Avocados","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Apricots","Dbl Crop Lettuce/Barley","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Almonds","Caneberries","Pomegranates"
1,1,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,1,0,NA,0,NA,NA,NA,0,0,NA,5120,7885,3598,616,484,324,6395,2641697,646,914638,15341,356,4183,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,"15060101",NA,0,NA,NA,NA,0,NA,NA,0,0,7,0,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,2,NA,3977,16687,4609,1123,380,62,16810,1480634,270,262810,44181,1191,3947,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,"15060102",NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,2,0,NA,NA,NA,2,0,0,2,NA,NA,55,0,NA,0,NA,NA,NA,0,116,NA,42482,32549,15582,7032,2021,34104,1,2272912,83,3674229,106996,6873,3137,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,"15060103",NA,0,NA,NA,NA,4,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,12,NA,NA,23,NA,NA,0,NA,0,NA,NA,0,879,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,3,0,NA,0,NA,NA,NA,0,0,NA,15,7699,1474,407,113,25,0,1044635,11,904335,83658,551,237,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,"15060104",NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,1,0,NA,NA,NA,0,5,0,1,NA,NA,311,12,NA,0,NA,NA,NA,0,13,NA,28572,21981,10843,3281,388,229,0,1189342,50,1749200,7676,3650,1785,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,"15060105",NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,0,NA,0,NA,NA,0,238,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,5098,34,NA,NA,NA,69,0,3,117,NA,NA,41297,1139,NA,7,NA,NA,NA,1770,37540,NA,28600,148712,290575,443395,190714,2867,0,31710,0,1588891,160397,14261,373,2049,NA,NA,NA,NA,NA,NA,24,NA,3105,NA,30,"15060106",NA,0,NA,NA,NA,261,NA,NA,1852,4,544,447,625,NA,NA,NA,NA,NA,5,21,NA,NA,NA,45,38,NA,15,NA,NA,NA,73,NA,NA,NA,NA,NA,63,NA,NA,5126,NA,NA,0,NA,3,NA,NA,2569,540,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,0,0,NA,NA,NA,15,0,0,4,NA,NA,67,0,NA,0,NA,NA,NA,0,1,NA,115,49825,16371,5610,888,599,51,1476096,2,4499424,147898,457,357,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,"15060201",NA,0,NA,NA,NA,89,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,16,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,127,138,NA,NA,NA,6,55,1,16,NA,NA,9340,109,NA,0,NA,NA,NA,43,1062,NA,15189,59578,40282,18787,2990,3048,0,1615120,2,3811107,50653,25651,3183,13,NA,NA,NA,NA,NA,NA,2,NA,21,NA,0,"15060203",NA,7,NA,NA,NA,247,NA,NA,15,0,1,17,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,3,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,17,NA,NA,444,NA,NA,7,NA,0,NA,NA,8,2333,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,16,0,NA,NA,NA,9,317,0,112,NA,NA,1440,2,NA,0,NA,NA,NA,0,30,NA,1765,153411,97225,55374,12362,1942,2522,3361874,2,3249827,257155,15342,7328,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,"15060202",NA,0,NA,NA,NA,1,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,287,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,6034,110,NA,NA,NA,2189,0,26,5,NA,NA,49449,2614,NA,2,0,NA,NA,3,11531,NA,296,44321,19828,11423,3065,13154,1,277992,0,3660192,117981,3697,191,9,NA,NA,0,NA,NA,NA,NA,NA,1524,NA,3,"15070103",NA,0,NA,0,NA,548,NA,0,1,0,1274,4,0,NA,0,NA,NA,NA,2,724,0,NA,0,3,0,NA,1201,NA,NA,NA,3712,NA,NA,NA,NA,NA,0,NA,NA,293,NA,NA,NA,0,0,NA,NA,2,34,32,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,138,0,NA,NA,NA,NA,0,0,0,NA,NA,NA
1,2,NA,4877,257,NA,NA,NA,3564,3,9,1171,NA,NA,62702,2449,NA,2,0,NA,NA,6,73348,NA,40179,288288,360805,524529,155099,6041,2,616182,1,5470510,247667,6030,580,18,NA,NA,0,NA,NA,NA,NA,NA,568,NA,1867,"15070102",NA,7,NA,0,NA,5263,NA,0,2971,0,108,4558,0,NA,0,NA,NA,NA,655,115,0,NA,0,8480,29,NA,612,NA,NA,NA,479,NA,NA,NA,NA,NA,917,NA,NA,2228,NA,NA,NA,0,1037,NA,NA,1954,88,249,0,NA,317,0,0,NA,NA,0,0,NA,NA,NA,3,0,NA,NA,NA,NA,0,18,0,NA,NA,NA
1,3,NA,14465,14,NA,NA,NA,18315,21,12,16,NA,NA,159569,1988,NA,0,0,NA,NA,56,133859,NA,3999,68984,16615,7493,3028,241074,1,2629,2,4566080,261806,5433,3865,3,NA,NA,0,NA,NA,NA,NA,NA,981,NA,14,"15070104",NA,0,NA,0,NA,11014,NA,0,6,0,200,17,0,NA,48,NA,NA,NA,3,1,0,NA,0,57,0,NA,457,NA,NA,NA,640,NA,NA,NA,NA,NA,0,NA,NA,10297,NA,NA,NA,0,20,NA,NA,8,107,21,0,NA,4,0,0,NA,NA,0,0,NA,NA,NA,25105,2,NA,NA,NA,NA,0,0,0,NA,NA,NA
1,4,NA,1337,76,NA,NA,NA,763,3,2117,30,NA,NA,167407,29251,NA,0,7,NA,NA,8669,32441,NA,1786,70980,35575,28258,6103,1414141,3,3,89,9799296,159723,45778,12187,9386,NA,NA,4,NA,NA,NA,NA,NA,262,NA,3594,"15070201",NA,9119,NA,1102,NA,30723,NA,23,25040,634,28,228,425,NA,0,NA,NA,NA,3712,0,30861,NA,76,3065,385,NA,1685,NA,NA,NA,42,NA,NA,NA,NA,NA,0,NA,NA,10938,NA,NA,NA,361,2662,NA,NA,52464,7,1443,37,NA,29664,96,37,NA,NA,18,185,NA,NA,NA,346,77,NA,NA,NA,NA,2728,2647,24065,NA,NA,NA
1,5,NA,1017,3,NA,NA,NA,321,0,130,0,NA,NA,24872,444,NA,0,0,NA,NA,14,5315,NA,376,14621,10385,4288,468,335699,0,0,8,1955401,737329,1480,115,0,NA,NA,0,NA,NA,NA,NA,NA,23,NA,0,"15070202",NA,0,NA,0,NA,733,NA,0,0,0,29,0,0,NA,0,NA,NA,NA,2,0,0,NA,0,0,0,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,7,NA,NA,NA,0,0,NA,NA,0,0,184,0,NA,3,0,0,NA,NA,0,0,NA,NA,NA,145,0,NA,NA,NA,NA,0,0,0,NA,NA,NA
1,6,NA,0,8,NA,NA,NA,2,0,0,0,NA,NA,316,41,NA,0,0,NA,NA,0,81,NA,12,9943,4764,1064,241,573824,0,23,0,3555275,589663,935,54,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,"15070203",NA,21,NA,1,NA,3,NA,0,0,0,1,0,0,NA,0,NA,NA,NA,0,0,69,NA,0,3,0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,0,NA,NA,15,0,0,0,NA,410,0,0,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,NA,4,0,0,NA,NA,NA
1,7,NA,31289,706,NA,NA,NA,15756,1,2237,783,NA,NA,293098,16272,NA,0,0,NA,NA,27,139272,NA,3141,78257,47729,33074,9125,117891,0,0,0,4301404,574089,71133,21105,648,NA,NA,0,NA,NA,NA,NA,NA,10415,NA,13,"15070101",NA,0,NA,0,NA,5367,NA,0,42,0,5855,417,30,NA,0,NA,NA,NA,677,313,0,NA,0,196,1,NA,3302,NA,NA,NA,9590,NA,NA,NA,NA,NA,3,NA,NA,7183,NA,NA,NA,0,3,NA,NA,20,6,904,0,NA,12,0,0,NA,NA,0,0,NA,NA,NA,7,0,NA,NA,NA,NA,0,0,0,NA,NA,NA
1,1,12537261,0,0,NA,NA,NA,0,0,1,0,NA,NA,138,1,NA,0,NA,NA,NA,NA,37,NA,32,3706,1537,205,16,5065,0,29,0,1188237,21458,1765,25,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,"15080102",NA,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,2,28219834,0,0,NA,NA,NA,0,0,0,0,NA,NA,1,0,NA,0,NA,NA,NA,NA,7,NA,5,2625,27,12,1,47,0,4530,1,291854,70256,184,10,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,"15080200",NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,3,102215,2,0,NA,NA,NA,0,0,0,0,NA,NA,12,1,NA,0,NA,NA,NA,NA,258,NA,0,180,10,3,0,23,19,13333,66,305547,104247,5,10,NA,NA,NA,NA,NA,NA,NA,0,NA,41,NA,NA,"15080303",NA,0,NA,NA,NA,0,NA,NA,NA,NA,12,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,4,2135326,2,0,NA,NA,NA,12,0,0,103,NA,NA,125,59,NA,0,NA,NA,NA,NA,10639,NA,90,21813,3825,435,126,43882,0,30254,1,5678409,304936,106374,400,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,"15080101",NA,0,NA,NA,NA,19,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,49,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,379,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,5,4901204,0,0,NA,NA,NA,0,0,2,0,NA,NA,33,0,NA,0,NA,NA,NA,NA,83,NA,10,541,221,2,0,108095,0,0,5,1224527,98641,191,10,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,"15080103",NA,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,6,4193328,4849,2234,NA,NA,NA,1800,2,4,54,NA,NA,17468,623,NA,11,NA,NA,NA,NA,168011,NA,1370,50514,10309,4958,1425,1071,13,223591,3189,2576619,332218,43,44,NA,NA,NA,NA,NA,NA,NA,111,NA,89,NA,NA,"15080301",NA,25,NA,NA,NA,8,NA,NA,NA,NA,2039,NA,NA,NA,5615,NA,NA,NA,NA,5790,NA,NA,NA,3,0,NA,NA,NA,NA,NA,9389,NA,NA,NA,NA,NA,26184,NA,NA,1338,NA,NA,NA,NA,NA,NA,NA,NA,14994,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA
1,7,2737221,11,0,NA,NA,NA,0,0,0,13,NA,NA,54,11,NA,0,NA,NA,NA,NA,211,NA,18,2959,1159,201,2,75,90,30001,174,1187309,17898,699,1485,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,"15080302",NA,0,NA,NA,NA,0,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,183,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,1,NA,121,42,0,0,2,1712,38,74,1873,0,0,57838,161614,NA,2,0,0,NA,17,467,NA,22369,41315,17267,6768,1658,50415,320210,538915,33979,4201510,226145,18255,77516,NA,10,NA,NA,2,0,20,4,NA,366,NA,NA,"16010101",NA,0,NA,21,NA,0,NA,NA,NA,1,169,NA,NA,NA,NA,NA,NA,NA,0,0,34,NA,10,0,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA
1,2,NA,259,12,0,0,1,84700,86743,9,2379,36,1464,212191,50574,NA,134,0,980,NA,117,19697,NA,347687,61257,15569,9033,3567,1035,204657,691540,10665,1589118,15370,7080,220663,NA,0,NA,NA,0,37,0,16,NA,7195,NA,NA,"16010201",NA,0,NA,10,NA,12,NA,NA,NA,14,160,NA,NA,NA,NA,NA,NA,NA,3,7,79,NA,94,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318,437,0,NA,5,NA,NA,0,NA,NA,NA,NA,NA,NA
1,3,NA,48,6,0,0,0,3417,914,0,1934,0,0,79572,57753,NA,2,0,3,NA,176,1499,NA,3125,10083,3955,1111,167,824,10017,474881,2199,1593822,38323,6332,68151,NA,0,NA,NA,0,0,0,2,NA,195,NA,NA,"16010102",NA,0,NA,0,NA,0,NA,NA,NA,1,311,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,22,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47,0,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA
1,4,NA,6299,33,0,7,24,5442,2021,14,803,1,6,151930,67064,NA,2,0,0,NA,145,2188,NA,12262,48919,34237,22413,9201,171,733354,541159,10161,817412,21879,7046,19014,NA,4,NA,NA,0,0,4,10,NA,16669,NA,NA,"16010203",NA,3,NA,75,NA,0,NA,NA,NA,20,519,NA,NA,NA,NA,NA,NA,NA,7,2,164,NA,0,0,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13485,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
1,5,NA,58995,561,63,6,68,90254,49402,7,8508,2,981,567904,133767,NA,26421,0,1468,NA,1746,67880,NA,25463,76822,37797,13524,3929,403,299612,426089,6040,1473034,36260,10705,43378,NA,28,NA,NA,0,846,1,753,NA,165794,NA,NA,"16010202",NA,3,NA,65,NA,6,NA,NA,NA,45,3935,NA,NA,NA,NA,NA,NA,NA,51,514,56,NA,111,0,NA,NA,NA,NA,NA,NA,274,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,58672,251,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
1,6,NA,76534,933,0,25,160,11135,32401,11,4611,1,245,409678,143426,NA,142,45,98,NA,7728,74273,NA,141590,53114,38137,28965,9838,158461,107207,149135,472,1548381,171168,5904,267698,NA,104,NA,NA,0,3,59,123,NA,125751,NA,NA,"16010204",NA,0,NA,1695,NA,0,NA,NA,NA,234,13073,NA,NA,NA,NA,NA,NA,NA,5979,8,175,NA,1,46,NA,NA,NA,NA,NA,NA,0,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11703,98,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA
1,1,NA,2240,29,NA,0,0,1065,54,4,55,0,0,37303,3207,NA,1,0,0,NA,2,3804,NA,1440,27382,9944,3134,448,117970,6510,1920822,4806,6732888,90568,633,1323,NA,74,NA,NA,NA,0,0,0,NA,268,NA,NA,"16020301",NA,0,NA,0,NA,NA,0,NA,NA,0,233,NA,NA,0,NA,NA,NA,NA,14,0,27,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,1,15,NA,0,0,44,1,0,7,0,0,92,830,NA,0,0,0,NA,1,326,NA,324,7803,2810,1482,271,280178,10,119318,1,2307354,13772,30,539,NA,2,NA,NA,NA,0,0,0,NA,12,NA,NA,"16020303",NA,0,NA,0,NA,NA,0,NA,NA,0,200,NA,NA,0,NA,NA,NA,NA,0,0,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,83,0,NA,0,0,99,7,0,10,0,0,578,324,NA,0,0,0,NA,2,38,NA,3514175,1885,414,724,780,1233783,5,107,2,57908,113795,345,104802,NA,25,NA,NA,NA,0,0,1,NA,147,NA,NA,"16020310",NA,0,NA,11,NA,NA,0,NA,NA,0,15,NA,NA,0,NA,NA,NA,NA,7,0,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,198,97,NA,0,0,123,16,2,181,0,0,10266,616,NA,2,0,0,NA,7,646,NA,88212,23348,19858,15113,5488,5963109,5239,715778,218,8521871,337677,342,43352,NA,17,NA,NA,NA,0,0,0,NA,198,NA,NA,"16020306",NA,0,NA,0,NA,NA,0,NA,NA,0,175,NA,NA,0,NA,NA,NA,NA,0,0,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,382,61,NA,0,0,777,33,0,269,0,0,29566,41179,NA,0,0,0,NA,75,5968,NA,96004,17523,14844,11881,3906,4450118,2527,327847,308,7611992,487863,730,5976,NA,5,NA,NA,NA,0,0,0,NA,2331,NA,NA,"16020308",NA,0,NA,0,NA,NA,0,NA,NA,0,616,NA,NA,0,NA,NA,NA,NA,1,0,10,NA,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,3,2,NA,0,0,2,0,0,0,0,0,2071,1060,NA,0,0,0,NA,0,139,NA,813,6181,2903,1775,214,678,1866,363384,20,3793320,231439,3552,3062,NA,2,NA,NA,NA,0,0,0,NA,0,NA,NA,"16020307",NA,0,NA,0,NA,NA,0,NA,NA,0,125,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,1,1,NA,0,0,1,0,0,0,0,0,66,41,NA,0,0,0,NA,0,85,NA,1,2662,2588,1272,223,6171,52,600466,29,1484054,9870,19,6,NA,1,NA,NA,NA,0,0,0,NA,4,NA,NA,"16020302",NA,0,NA,0,NA,NA,0,NA,NA,0,13,NA,NA,0,NA,NA,NA,NA,0,0,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,437,84,NA,2,13,958,577,148,121,4,2,57650,7610,NA,0,17,0,NA,383,4243,NA,60562,51930,33516,27592,11467,199036,71399,442976,499,2102340,343679,2110,49475,NA,34,NA,NA,NA,0,0,1,NA,5605,NA,NA,"16020304",NA,0,NA,14,NA,NA,0,NA,NA,4,503,NA,NA,0,NA,NA,NA,NA,18,2,111,NA,0,27,NA,NA,NA,NA,NA,NA,NA,37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,2993,153,NA,0,0,60,15,0,163,0,6,6259,620,NA,0,24,0,NA,6,715,NA,24759,8658,3625,2994,1449,179765,1336,98986,50,1393375,581147,375,32258,NA,4,NA,NA,NA,0,0,0,NA,311,NA,NA,"16020305",NA,0,NA,0,NA,NA,0,NA,NA,0,611,NA,NA,0,NA,NA,NA,NA,2,0,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
