"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Turnips","Sorghum","Sweet Corn","Millet","Apples","Cauliflower","Squash","Other Tree Crops","HUC","Switchgrass","Cranberries","Tobacco","Other Crops","Grapes","Pumpkins","Sunflower","Aquaculture","Dry Beans","Peppers","Peaches","Strawberries","Tomatoes","Cabbage","Herbs","Triticale","Plums","Pears","Durum Wheat","Onions","Cherries","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Speltz","Sweet Potatoes","Watermelons","Asparagus","Greens","Dbl Crop Oats/Corn","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Dbl Crop Barley/Soybeans","Carrots","Cucumbers","Nectarines","Gourds","Dbl Crop Soybeans/Oats","Eggplants","Cotton","Peanuts","Cantaloupes","Sugarbeets","Rape Seed","Hops","Garlic","Honeydew Melons","Dbl Crop Corn/Soybeans","Walnuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Dbl Crop Soybeans/Cotton","Olives","Citrus","Oranges","Sugarcane","Radishes","Avocados","Vetch","Mint","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Lettuce","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Caneberries","Apricots","Pomegranates"
1,4,0,115532,273,48,630,300804,1901,219518,0,NA,566,707629,NA,0,NA,98,4,1881,19487,NA,101983,342900,104850,59660,27271,6076,487718,927284,5223,2973946,1974669,55083,2078,NA,0,NA,101455,1,508,NA,NA,0,83,"12070201",4,NA,NA,43,NA,176,269,2,0,NA,201,NA,NA,0,1154,11610,NA,NA,NA,0,NA,2899,97,NA,2,NA,NA,94,NA,NA,394,2374,NA,NA,NA,NA,NA,NA,NA,NA,42446,3649,NA,NA,NA,NA,NA,NA,NA,NA,87338,1147,43,NA,0,0,NA,1,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,5059,39,0,55,19930,51,56194,0,NA,4,24616,NA,0,NA,1,1,46,6491,NA,18979,66866,25806,13255,7010,4419,147998,292088,662,999674,371506,7784,235,NA,0,NA,22990,2,22,NA,NA,0,0,"12070202",0,NA,NA,1,NA,3,63,0,1,NA,3,NA,NA,0,34,225,NA,NA,NA,0,NA,33,0,NA,1,NA,NA,16,NA,NA,1,26,NA,NA,NA,NA,NA,NA,NA,NA,286,23,NA,NA,NA,NA,NA,NA,NA,NA,920,4,0,NA,1,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,15546,217,1,139,23289,158,64577,0,NA,2,49778,NA,0,NA,4,0,109,7600,NA,37353,147846,47007,25047,5540,8553,291160,652854,3657,2342857,580372,13784,458,NA,0,NA,29138,45,21,NA,NA,0,1,"12070203",0,NA,NA,2,NA,1,66,0,0,NA,1,NA,NA,0,85,369,NA,NA,NA,0,NA,6,0,NA,0,NA,NA,16,NA,NA,8,28,NA,NA,NA,NA,NA,NA,NA,NA,1638,32,NA,NA,NA,NA,NA,NA,NA,NA,2728,16,6,NA,5,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,464505,513,1,332,107622,231,107319,7,NA,175,251650,NA,0,NA,1,19,419,15961,NA,17796,109488,20319,9915,4165,1936,292123,24753,41895,75210,1075527,92596,2197,NA,0,NA,66862,1,29,NA,NA,0,0,"12070204",0,NA,NA,1,NA,1,25,5,0,NA,47,NA,NA,0,316,177,NA,NA,NA,0,NA,12,0,NA,4,NA,NA,7,NA,NA,5,37,NA,NA,NA,NA,NA,NA,NA,NA,91074,0,NA,NA,NA,NA,NA,NA,NA,NA,11465,188,308,NA,36,2,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,518909,456,2,477,81349,416,51470,1,NA,30,244629,NA,0,NA,1,3,304,10286,NA,36373,232810,123726,109385,34708,20313,267889,393675,12495,673607,918667,68266,1025,NA,0,NA,61711,2,44,NA,NA,0,0,"12070205",0,NA,NA,0,NA,0,41,1,1,NA,0,NA,NA,0,126,226,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,25,NA,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,61609,18,NA,NA,NA,NA,NA,NA,NA,NA,8006,6,62,NA,5,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,31,115571,6778,0,119,2001,57,1479,33,NA,178,236080,NA,110,NA,3,2,12882,138301,NA,108900,235873,102334,79513,23071,6896,299065,88686,90337,30198,2320964,557465,32867,NA,0,NA,43908,5,6,NA,NA,5,0,"12070104",1,NA,NA,265,NA,0,111,291,45,NA,37,NA,NA,57,14,40,NA,NA,NA,1,NA,46,0,NA,2,NA,NA,1,NA,NA,0,86,NA,NA,NA,NA,NA,NA,NA,NA,156688,0,NA,NA,NA,NA,NA,NA,NA,NA,7185,9,29232,NA,89,30,NA,45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,4144,37,29,29,403649,981,1240,NA,NA,2666,10912,NA,NA,NA,17,NA,180,75557,NA,31293,210613,37463,11166,3028,11110,3647,1103,1697,4375195,866347,6374,5225,NA,NA,NA,125431,NA,420,NA,NA,NA,0,"12080002",0,NA,NA,17,415,0,80,NA,NA,4,NA,NA,NA,NA,178,32818,NA,NA,0,0,NA,29,0,NA,0,NA,NA,3,NA,NA,NA,3917,0,NA,NA,NA,NA,NA,NA,NA,2177885,3587,NA,NA,NA,NA,NA,NA,NA,NA,191,3248,47,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,634,9,62,0,21427,343,224,NA,NA,470,5768,NA,NA,NA,12,NA,911,1664,NA,4789,289730,150177,69440,25348,6824,606,34,43,4762401,96213,11284,1826,NA,NA,NA,6386,NA,831,NA,NA,NA,0,"12080005",0,NA,NA,1,5,7,2,NA,NA,1,NA,NA,NA,NA,20,1735,NA,NA,0,1,NA,103,6,NA,0,NA,NA,10,NA,NA,NA,2544,0,NA,NA,NA,NA,NA,NA,NA,217069,12931,NA,NA,NA,NA,NA,NA,NA,NA,582,2188,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,121,0,11,2,129149,19,358,NA,NA,18,2169,NA,NA,NA,11,NA,7,29796,NA,22853,60307,14138,2533,263,415,18984,43562,4230,3316255,235130,1246,608,NA,NA,NA,30532,NA,13,NA,NA,NA,0,"12080008",0,NA,NA,0,0,2,5,NA,NA,0,NA,NA,NA,NA,1,2053,NA,NA,0,0,NA,0,0,NA,0,NA,NA,8,NA,NA,NA,457,0,NA,NA,NA,NA,NA,NA,NA,53027,0,NA,NA,NA,NA,NA,NA,NA,NA,118,152,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,33602,3,31,0,83243,2060,242,NA,NA,8954,1754,NA,NA,NA,7,NA,2760,15041,NA,9885,111284,11218,2404,895,720,163,5,10,3191597,248089,1355,2880,NA,NA,NA,17568,NA,1991,NA,NA,NA,2,"12080001",12,NA,NA,0,2763,0,426,NA,NA,953,NA,NA,NA,NA,3,3579,NA,NA,3,0,NA,302,3,NA,0,NA,NA,0,NA,NA,NA,3550,2,NA,NA,NA,NA,NA,NA,NA,1309132,79254,NA,NA,NA,NA,NA,NA,NA,NA,2781,1624,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,25812,0,6724,2,92353,29602,614,NA,NA,16297,3633,NA,NA,NA,11,NA,3397,36885,NA,762,186155,53174,21374,7729,3422,7,7,0,4609976,510652,310,511,NA,NA,NA,8244,NA,2528,NA,NA,NA,0,"12080003",0,NA,NA,1,381,1,5,NA,NA,4759,NA,NA,NA,NA,1819,4589,NA,NA,0,4,NA,10666,32,NA,0,NA,NA,2,NA,NA,NA,3668,4,NA,NA,NA,NA,NA,NA,NA,1153052,121357,NA,NA,NA,NA,NA,NA,NA,NA,8840,2972,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,19036,9,74,0,130729,8947,1875,NA,NA,10975,1943,NA,NA,NA,256,NA,2436,17859,NA,32201,254052,36309,9568,2664,5757,1546,94,71,5581556,529952,2911,5166,NA,NA,NA,26824,NA,1167,NA,NA,NA,0,"12080004",0,NA,NA,37,1267,0,225,NA,NA,721,NA,NA,NA,NA,804,7486,NA,NA,0,8,NA,5676,3,NA,0,NA,NA,13,NA,NA,NA,2209,0,NA,NA,NA,NA,NA,NA,NA,2098505,124804,NA,NA,NA,NA,NA,NA,NA,NA,5962,6714,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,67,0,0,0,29206,69,30,NA,NA,36,501,NA,NA,NA,1,NA,3,3566,NA,6935,52287,34038,7198,2396,2043,5118,249,653,1360888,68546,2065,491,NA,NA,NA,8937,NA,36,NA,NA,NA,0,"12080007",0,NA,NA,0,2,0,1,NA,NA,0,NA,NA,NA,NA,12,1937,NA,NA,0,0,NA,0,0,NA,0,NA,NA,10,NA,NA,NA,85,0,NA,NA,NA,NA,NA,NA,NA,163383,14,NA,NA,NA,NA,NA,NA,NA,NA,66,110,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,7492,16,27,6,112146,9499,557,NA,NA,3872,1891,NA,NA,NA,271,NA,1013,4908,NA,13645,151703,17125,3646,1001,2667,1971,304,245,2377666,188252,7104,1907,NA,NA,NA,48164,NA,1050,NA,NA,NA,0,"12080006",0,NA,NA,2,2380,3,1337,NA,NA,603,NA,NA,NA,NA,6511,5251,NA,NA,1,11,NA,398,1,NA,1,NA,NA,2,NA,NA,NA,3255,0,NA,NA,NA,NA,NA,NA,NA,2363760,74514,NA,NA,NA,NA,NA,NA,NA,NA,1625,3510,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,618474,79652,15095,0,188,1295,76,456,20,NA,2,42479,NA,46,NA,0,0,45610,31007,NA,60505,48819,24816,8949,3434,5953,50978,53688,52965,35638,658032,378049,412605,NA,NA,NA,11924,1,0,NA,NA,0,0,"12090402",10,NA,NA,2005,0,0,19,102,8,NA,0,NA,NA,34,4,10,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,NA,0,1,30,NA,NA,NA,NA,NA,NA,NA,NA,87407,0,NA,NA,NA,NA,NA,NA,NA,NA,1995,1,25234,NA,48,15,NA,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,5510,0,1,162,180838,41,28894,0,NA,11,8885,NA,0,NA,3,0,189,2194,NA,29903,61629,9895,2912,802,289,22198,70557,743,1723622,16601,3266,947,NA,NA,NA,55610,0,129,NA,NA,0,0,"12090108",0,NA,NA,8,1,7,50,0,0,NA,2,NA,NA,0,106,2046,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,8,NA,0,55,717,NA,NA,NA,NA,NA,NA,NA,NA,25848,20,NA,NA,NA,NA,NA,NA,NA,NA,303,20,0,NA,0,1,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,1642,4,0,154,110510,256,26390,0,NA,427,22574,NA,0,NA,21,1,1307,3243,NA,4789,74462,7788,1916,571,478,24134,263171,809,5957787,60472,1454,278,NA,NA,NA,15519,0,230,NA,NA,0,0,"12090109",0,NA,NA,8,40,4,36,0,0,NA,15,NA,NA,0,105,1144,NA,NA,NA,0,NA,27,0,NA,0,NA,NA,5,NA,1,7,161,NA,NA,NA,NA,NA,NA,NA,NA,6291,74,NA,NA,NA,NA,NA,NA,NA,NA,19718,8,0,NA,0,3,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,7614,0,192,1202,117817,82,9636,0,NA,427,32542,NA,0,NA,2,0,3788,1834,NA,8396,40942,9337,3011,1128,272,4166,50676,202,1947852,3550,168,131,NA,NA,NA,38869,4,46,NA,NA,0,0,"12090110",0,NA,NA,7,0,2,4,0,0,NA,0,NA,NA,0,409,1178,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,NA,0,0,2997,NA,NA,NA,NA,NA,NA,NA,NA,24031,8,NA,NA,NA,NA,NA,NA,NA,NA,127,18,0,NA,0,7,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,1332,12,0,16,15479,29,10310,2,NA,2,12708,NA,0,NA,4,1,258,1575,NA,133372,111533,13724,5243,1203,1045,59862,1008280,1045,2173196,93747,594,381,NA,NA,NA,6277,1,8,NA,NA,0,0,"12090201",0,NA,NA,3,0,3,22,0,0,NA,3,NA,NA,0,93,182,NA,NA,NA,0,NA,22,0,NA,1,NA,NA,16,NA,0,2,14,NA,NA,NA,NA,NA,NA,NA,NA,176,28,NA,NA,NA,NA,NA,NA,NA,NA,3131,5,0,NA,0,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,291,0,2,37,5378,9,368,0,NA,13,1048,NA,0,NA,0,0,64,852,NA,560,24122,9551,3043,480,300,13452,28033,270,2553271,916,467,261,NA,NA,NA,1026,0,0,NA,NA,0,0,"12090202",0,NA,NA,2,0,0,2,0,0,NA,0,NA,NA,0,1,111,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,2,NA,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,486,6,NA,NA,NA,NA,NA,NA,NA,NA,143,1,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,1644,10,3,63,21665,102,13574,0,NA,384,30603,NA,0,NA,4,72,3854,2061,NA,16528,151367,11473,4220,1065,811,127598,646420,1238,6351746,123701,475,457,NA,NA,NA,7299,0,55,NA,NA,0,0,"12090204",0,NA,NA,6,4,1,6,0,9,NA,1,NA,NA,0,172,314,NA,NA,NA,0,NA,6,0,NA,0,NA,NA,14,NA,0,3,44,NA,NA,NA,NA,NA,NA,NA,NA,1177,25,NA,NA,NA,NA,NA,NA,NA,NA,2051,5,0,NA,0,30,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,3440,76,0,95,2448,19,3309,0,NA,8,21817,NA,0,NA,0,0,94,634,NA,102047,338764,233119,179161,84397,9070,233949,1161120,5518,1006703,141455,33657,1318,NA,NA,NA,6121,0,7,NA,NA,0,0,"12090205",0,NA,NA,1,0,0,51,0,0,NA,0,NA,NA,0,47,160,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,7,NA,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,798,3,NA,NA,NA,NA,NA,NA,NA,NA,1531,3,5,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,9503,51,0,126,21907,85,19626,0,NA,66,32317,NA,0,NA,21,20,1307,4999,NA,11307,120050,17366,5991,1961,682,86984,579758,1054,2690002,60598,580,216,NA,NA,NA,16632,1,9,NA,NA,0,0,"12090206",0,NA,NA,55,1,2,46,0,0,NA,0,NA,NA,0,211,202,NA,NA,NA,0,NA,40,0,NA,0,NA,NA,7,NA,0,4,18,NA,NA,NA,NA,NA,NA,NA,NA,846,117,NA,NA,NA,NA,NA,NA,NA,NA,323,27,1,NA,0,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,495,231404,12594,0,2550,2096,38,1401,77,NA,84,143187,NA,0,NA,1,0,20928,37203,NA,41961,64820,20077,7037,2122,3647,183720,113561,45017,35038,608950,105820,18978,NA,NA,NA,27787,0,0,NA,NA,1,0,"12090302",4,NA,NA,2065,0,0,28,1168,0,NA,15,NA,NA,95,50,2,NA,NA,NA,0,NA,14,0,NA,2,NA,NA,64,NA,0,0,135,NA,NA,NA,NA,NA,NA,NA,NA,196160,0,NA,NA,NA,NA,NA,NA,NA,NA,17498,16,82579,NA,25,37,NA,28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,474,163528,6948,0,8030,2072,26,1366,94,NA,48,228135,NA,69,NA,0,0,17983,123369,NA,32229,115254,30755,8716,3008,2719,109583,85215,46540,16777,1040491,404938,133755,NA,NA,NA,55376,0,0,NA,NA,2,0,"12090401",4,NA,NA,576,0,0,36,141,19,NA,15,NA,NA,94,898,8,NA,NA,NA,0,NA,34,0,NA,1,NA,NA,40,NA,0,0,94,NA,NA,NA,NA,NA,NA,NA,NA,154059,0,NA,NA,NA,NA,NA,NA,NA,NA,11127,67,250670,NA,45,17,NA,24,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,997,0,15,25,515695,20,2728,0,NA,715,25643,NA,0,NA,8,0,128,13368,NA,13031,77062,11619,3706,1273,278,13838,49587,800,2189884,18600,740,998,NA,NA,NA,114811,0,32,NA,NA,0,0,"12090101",0,NA,NA,74,0,1,1754,0,0,NA,0,NA,NA,0,1304,2373,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,5,NA,0,0,299,NA,NA,NA,NA,NA,NA,NA,NA,269209,2,NA,NA,NA,NA,NA,NA,NA,NA,50,213,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,4126,0,319,1,45118,7,962,0,NA,29,683,NA,0,NA,422,0,5,8354,NA,18766,66042,40191,20874,8792,400,3240,6906,777,3550279,1923,2822,136,NA,NA,NA,13447,0,236,NA,NA,0,0,"12090102",0,NA,NA,0,0,0,9,0,0,NA,0,NA,NA,0,6,456,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,3,NA,0,0,123,NA,NA,NA,NA,NA,NA,NA,NA,50279,1,NA,NA,NA,NA,NA,NA,NA,NA,382,97,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,2740,0,12,1,119603,67,246,0,NA,56,618,NA,0,NA,80,0,16,17800,NA,2088,169267,65543,16526,2736,2088,1523,543,233,6603753,25544,17313,934,NA,NA,NA,22341,0,2125,NA,NA,0,3,"12090103",0,NA,NA,1,1,2,7,0,0,NA,0,NA,NA,0,10,6850,NA,NA,NA,0,NA,0,0,NA,198,NA,NA,17,NA,0,0,650,NA,NA,NA,NA,NA,NA,NA,NA,662437,37,NA,NA,NA,NA,NA,NA,NA,NA,840,2220,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,1027,0,9,0,58863,49,211,0,NA,267,912,NA,0,NA,149,0,4,7997,NA,4416,97218,49337,17066,6130,1515,2134,1383,623,3757288,174061,634,218,NA,NA,NA,14553,0,10,NA,NA,0,0,"12090104",0,NA,NA,4,0,0,70,0,0,NA,0,NA,NA,0,4,2382,NA,NA,NA,0,NA,0,0,NA,51,NA,NA,10,NA,0,0,158,NA,NA,NA,NA,NA,NA,NA,NA,73861,4,NA,NA,NA,NA,NA,NA,NA,NA,40,388,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,37086,0,8,127,340638,29,1712,0,NA,125,16538,NA,0,NA,151,0,520,10009,NA,7991,82563,24561,10341,2594,502,2873,4842,354,2064142,54903,639,1356,NA,NA,NA,201638,0,21,NA,NA,0,0,"12090105",0,NA,NA,49,0,4,1101,0,0,NA,1,NA,NA,0,685,1140,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,13,NA,0,0,1540,NA,NA,NA,NA,NA,NA,NA,NA,675493,14,NA,NA,NA,NA,NA,NA,NA,NA,119,1565,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,24825,3,22,894,469061,487,83081,0,NA,73,46945,NA,0,NA,3,3,1563,4997,NA,53378,128665,10721,2433,569,382,37937,308720,852,4192451,165981,1284,4521,NA,NA,NA,117440,0,341,NA,NA,0,1,"12090106",1,NA,NA,27,6,10,526,0,0,NA,15,NA,NA,0,5814,3804,NA,NA,NA,0,NA,7,0,NA,0,NA,NA,6,NA,0,28,1777,NA,NA,NA,NA,NA,NA,NA,NA,102121,43,NA,NA,NA,NA,NA,NA,NA,NA,21157,57,0,NA,0,3,NA,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,6925,9,30,179,230122,598,60830,0,NA,29,95881,NA,0,NA,11,59,498,2958,NA,29402,128132,23938,9401,5027,1570,59647,327816,1402,2855876,163184,3397,874,NA,NA,NA,54905,0,570,NA,NA,0,1,"12090107",0,NA,NA,8,4,48,234,0,2,NA,19,NA,NA,0,414,6098,NA,NA,NA,0,NA,553,85,NA,4,NA,NA,12,NA,0,830,2324,NA,NA,NA,NA,NA,NA,NA,NA,7786,264,NA,NA,NA,NA,NA,NA,NA,NA,6454,459,5,NA,0,1,NA,0,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,201,0,0,92,2676,11,586,0,NA,3,801,NA,0,NA,0,0,52,212,NA,1275,22927,8858,1710,160,78,31357,58017,191,2553208,1655,469,278,NA,NA,NA,523,0,0,NA,NA,0,0,"12090203",0,NA,NA,0,0,0,2,0,0,NA,0,NA,NA,0,2,73,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,13,NA,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,208,0,NA,NA,NA,NA,NA,NA,NA,NA,329,2,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,157759,917,0,536,15269,86,28572,2,NA,29,399985,NA,0,NA,0,8,1733,5052,NA,75854,279819,93154,58339,18360,7236,985525,517959,361479,890831,2156144,181892,6418,NA,NA,NA,37324,6,29,NA,NA,0,0,"12090301",0,NA,NA,0,0,0,26,14,0,NA,7,NA,NA,0,126,266,NA,NA,NA,6,NA,4,0,NA,6,NA,NA,37,NA,0,2,64,NA,NA,NA,NA,NA,NA,NA,NA,15232,0,NA,NA,NA,NA,NA,NA,NA,NA,22449,1,1600,NA,132,2,NA,19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,3020,11,1,83,3533,138,6985,0,NA,24,10964,NA,0,NA,33,1,354,2470,NA,45164,181966,49645,14556,3881,1314,86485,1092299,559,2581804,27729,781,322,NA,NA,NA,7252,0,2,NA,NA,0,NA,"12100201",0,NA,NA,1,NA,1,23,0,4,NA,NA,NA,NA,0,154,76,NA,NA,NA,0,NA,24,NA,NA,0,NA,NA,19,NA,1,7,19,NA,NA,NA,NA,NA,NA,NA,NA,728,63,NA,NA,NA,NA,NA,0,NA,NA,286,13,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,128078,95,0,4133,19949,140,13039,0,NA,13,211943,NA,0,NA,6,0,636,1075,NA,31974,255247,87714,42867,18158,13095,743009,361889,154272,1958675,1854533,167362,4042,NA,NA,NA,49536,1,16,NA,NA,0,NA,"12100202",0,NA,NA,2,NA,0,123,10,0,NA,NA,NA,NA,0,230,266,NA,NA,NA,1,NA,2,NA,NA,7,NA,NA,151,NA,0,4,25,NA,NA,NA,NA,NA,NA,NA,NA,9037,24,NA,NA,NA,NA,NA,0,NA,NA,21925,9,291,NA,165,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,101164,207,0,3053,18436,62,22919,0,NA,29,145026,NA,0,NA,10,0,544,2487,NA,17761,198265,54503,28042,11694,6872,365742,570580,43713,1450227,706533,71807,1456,NA,NA,NA,51680,16,11,NA,NA,0,NA,"12100203",0,NA,NA,1,NA,0,54,1,0,NA,NA,NA,NA,0,145,192,NA,NA,NA,0,NA,7,NA,NA,0,NA,NA,46,NA,0,5,14,NA,NA,NA,NA,NA,NA,NA,NA,30164,24,NA,NA,NA,NA,NA,0,NA,NA,7540,4,44,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,36025,2017,0,1355,718,41,2108,2,NA,1,80688,NA,0,NA,1,0,342,401,NA,32847,102580,36073,21008,7416,1949,360178,79468,107284,595144,1241902,126743,23231,NA,NA,NA,11926,0,13,NA,NA,0,NA,"12100204",2,NA,NA,6,NA,0,5,134,0,NA,NA,NA,NA,6,16,18,NA,NA,NA,2,NA,38,NA,NA,2,NA,NA,7,NA,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,23560,0,NA,NA,NA,NA,NA,0,NA,NA,1951,0,2355,NA,66,12,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
