"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Peppers","Blueberries","Cranberries","Dry Beans","Millet","Apples","Peaches","Misc Vegs & Fruits","Other Crops","HUC","Squash","Tobacco","Dbl Crop Barley/Soybeans","Pop or Orn Corn","Grapes","Pears ","Tomatoes","Strawberries","Pumpkins","Aquaculture","Herbs","Carrots","Gourds","Cucumbers","Other Tree Crops","Cabbage","Broccoli","Eggplants","Triticale","Sweet Potatoes","Onions","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Greens","Plums","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Dbl Crop Barley/Corn","Turnips","Walnuts","Hops","Cantaloupes","Nectarines","Dbl Crop WinWht/Sorghum","Switchgrass","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Cotton","Peanuts","Dbl Crop Corn/Soybeans","Safflower","Lettuce","Radishes","Speltz","Cauliflower","Lentils","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Olives","Citrus","Oranges","Sugarcane","Vetch","Avocados","Mint","Celery","Garlic","Camelina","Other Small Grains","Flaxseed","Durum Wheat","Chick Peas","Perennial Ice/Snow","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Pomegranates","Caneberries","Apricots","Prunes"
1,11,30,8421,3,NA,NA,5,1488,37,655,4,0,0,NA,461,15171,NA,NA,3039,0,830,6914,238,506,18147,75510,44828,14551,3689,18932,49262,1348516,174968,102145,93391,21645,13410,1,1455,0,148,NA,9,1,205,28,"17110008",27,NA,NA,NA,7,1,NA,34,94,0,0,NA,NA,17,248,83,9,NA,0,NA,0,NA,NA,67,452,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,NA,NA,NA,NA,NA,NA,NA,323,NA,NA
1,12,0,819,0,NA,NA,6,43,1,24,0,1,0,NA,67,1797,NA,NA,99,0,11,68,11,1026,16388,96449,120160,105574,68723,2990,16475,684526,141400,57372,65109,13230,4566,3,296,5,27,NA,17,0,28,3,"17110013",3,NA,NA,NA,53,4,NA,51,28,0,0,NA,NA,0,13,20,17,NA,0,NA,0,NA,NA,4,37,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,131,NA,NA
1,13,311,1364,0,NA,NA,3,206,1,23,0,7,3,NA,166,3117,NA,NA,120,0,11,139,16,1625,35856,105415,131834,89568,28690,106619,16237,1753450,153667,190546,151174,19445,4188,1,559,0,19,NA,14,0,44,26,"17110014",12,NA,NA,NA,41,3,NA,159,57,0,0,NA,NA,1,30,25,2,NA,1,NA,0,NA,NA,2,15,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38681,NA,NA,NA,NA,NA,NA,NA,597,NA,NA
1,14,0,7316,0,NA,NA,0,58,0,12,0,2,1,NA,355,4895,NA,NA,121,0,100,80,5,600,27859,63325,45749,17114,3078,29707,23731,1238679,286886,139165,62378,22411,11793,0,675,0,14,NA,3,0,15,4,"17110010",2,NA,NA,NA,0,4,NA,30,95,1,0,NA,NA,0,43,32,3,NA,0,NA,0,NA,NA,0,49,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,NA,NA,NA,NA,NA,NA,NA,238,NA,NA
1,15,0,25,0,NA,NA,2,5,0,0,0,2,0,NA,12,205,NA,NA,15,0,3,1676,1,1994,5049,29051,33618,23694,7779,595,8157,244423,25678,38333,56240,10544,3921,0,119,29,0,NA,33,1,0,0,"17110016",0,NA,NA,NA,0,0,NA,25,2,0,0,NA,NA,0,13,15,0,NA,0,NA,0,NA,NA,0,3,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
1,16,273,79,0,NA,NA,0,0,0,0,0,0,0,NA,3,77,NA,NA,2,0,0,2,0,611,21096,30942,8397,1145,115,6777,2367,544958,7473,51397,10018,11184,7824,0,21,4,0,NA,0,0,0,0,"17110017",0,NA,NA,NA,0,0,NA,0,6,0,0,NA,NA,0,27,2,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
1,17,415474,77,0,NA,NA,0,5,0,3,0,0,0,NA,21,194,NA,NA,71,0,1,17,5,978,18143,92050,50935,12878,2843,80120,36619,1647286,101453,187066,47580,21134,14683,0,132,4,8,NA,5,0,4,1,"17110018",1,NA,NA,NA,4,0,NA,1,1,1,0,NA,NA,0,10,3,0,NA,0,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414,NA,NA,NA,NA,NA,NA,NA,82,NA,NA
1,18,1475476,28492,9,NA,NA,22,14551,70,330,121,15,0,NA,3035,30893,NA,NA,33608,2,4092,2069,179,360,10508,48144,57286,33368,15010,2852,57540,219145,103860,21805,126282,43286,35959,21,15283,16,588,NA,11,12,2583,377,"17110002",590,NA,NA,NA,8,0,NA,791,651,0,0,NA,NA,189,1069,447,503,NA,0,NA,0,NA,NA,26,4402,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6660,NA,NA
1,19,2833238,114,2,NA,NA,0,90,1,0,0,0,0,NA,179,1714,NA,NA,37,0,9,10,0,78,7497,34478,30732,6396,1180,2513,2222,304800,9323,6690,72104,6597,11712,0,84,1,0,NA,0,0,0,0,"17110003",0,NA,NA,NA,4,0,NA,0,32,0,0,NA,NA,0,4,0,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
1,20,2311960,1176,1,NA,NA,1,27,15,1,0,1,0,NA,489,1751,NA,NA,71,0,68,96,15,634,10771,58013,65791,40728,11223,149226,10997,1724352,43691,152381,94154,11252,9996,0,190,2,0,NA,0,16,1,0,"17110020",0,NA,NA,NA,12,3,NA,7,4,0,0,NA,NA,0,22,2,0,NA,0,NA,0,NA,NA,4,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4850,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
1,21,4835196,21,0,NA,NA,0,0,0,0,0,0,0,NA,14,53,NA,NA,4,0,1,7,0,32,25586,29176,10208,2943,290,1217,12807,890674,28616,75388,16105,11143,3147,0,17,1,0,NA,0,1,0,0,"17110021",0,NA,NA,NA,0,3,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
1,1,0,21,0,NA,295,4,5083,1137,1207,617,3044,0,0,250303,22182,NA,8,114,2,0,121,2425,0,120502,51870,51757,14741,1345,261721,108,1798357,95,8833113,267532,13002,176210,NA,0,NA,4,0,NA,8,NA,9,"17120005",NA,NA,NA,NA,1,2,NA,NA,0,NA,4,0,NA,NA,1,0,NA,NA,21614,NA,135,NA,8,10,0,0,NA,0,NA,0,4,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,NA,13,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,7,3,NA,1,0,30,150,679,504,1950,0,0,17147,9078,NA,0,8,9,0,20,687,4,136797,11809,7072,1235,360,17411,143,519658,180,4166233,274809,53728,234415,NA,0,NA,0,0,NA,0,NA,5,"17120007",NA,NA,NA,NA,0,0,NA,NA,0,NA,4,0,NA,NA,0,0,NA,NA,306,NA,1,NA,0,2,0,6,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,5,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,288,0,NA,341,40,6385,775,6431,733,5589,100,1,186021,16564,NA,21,292,413,10,321,8259,0,140917,46214,8413,1080,29,136526,5,238179,3,2288449,950555,37489,92425,NA,3,NA,0,0,NA,17,NA,14,"17120001",NA,NA,NA,NA,6,0,NA,NA,1,NA,0,0,NA,NA,0,0,NA,NA,3345,NA,7,NA,0,0,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3576,NA,5,NA,NA,0,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,53,0,NA,15,11,329,283,8321,274,270,10,0,38244,16166,NA,0,30,124,0,55,3887,0,3316,28930,7884,1928,119,1504,14,1470504,1,1598768,463450,12771,134469,NA,0,NA,0,2,NA,5,NA,12,"17120002",NA,NA,NA,NA,27,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,1867,NA,1,NA,0,8,1,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,63,NA,4,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,60,0,NA,28,4,102,353,1209,43,167,15,0,14154,4139,NA,12,67,8,1,48,810,0,4839,9133,3057,270,4,9297,39,172899,11,1526419,386254,3743,135302,NA,0,NA,0,3,NA,4,NA,1,"17120003",NA,NA,NA,NA,1,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,118,NA,4,NA,0,0,0,0,NA,3,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,75,NA,0,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,4,0,NA,11,5,125,142,402,299,71,2,0,43081,9663,NA,1,32,61,0,17,718,0,6660,12077,4315,857,23,35468,1,388098,0,3960875,325559,23010,32057,NA,0,NA,0,0,NA,0,NA,7,"17120004",NA,NA,NA,NA,13,0,NA,NA,0,NA,0,0,NA,NA,0,1,NA,NA,2107,NA,0,NA,0,0,1,0,NA,1,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,1,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,6,0,NA,0,2,45,105,1609,1103,303,0,0,17444,20992,NA,0,10,15,0,11,1422,0,185236,8691,6629,1751,124,28949,216,720231,39,1672755,161659,55914,80104,NA,0,NA,0,0,NA,3,NA,0,"17120006",NA,NA,NA,NA,0,0,NA,NA,0,NA,14,0,NA,NA,0,0,NA,NA,2093,NA,0,NA,0,0,0,0,NA,1,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,52,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,296,284,NA,20,1,1381,417,664,795,140,60,3,35749,9573,NA,15,43,27,2,84,13967,13,2230,8414,7345,2067,295,215338,12,33855,141,4352524,1427807,17668,40236,NA,0,NA,3,1,NA,8,NA,18,"17120009",NA,NA,NA,NA,0,0,NA,NA,0,NA,0,1,NA,NA,0,0,NA,NA,4238,NA,30,NA,0,3,3,1,NA,5,NA,4,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,53,NA,10,NA,NA,44,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,1,5,10,NA,0,56,177,53,1677,308,122,3,0,14394,1778,NA,0,8,2,0,22,1042,0,12093,12975,6083,212,1,11431,51,34965,32,7542696,798823,44742,86181,NA,0,NA,0,0,NA,0,NA,0,"17120008",NA,NA,NA,NA,28,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,338,NA,0,NA,0,0,2,0,NA,0,NA,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,44,NA,28,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,310,0,NA,1,1,1653,14594,6037,147,39,2,NA,11964,5368,NA,2,138,0,0,907,936,1,342727,21812,7911,3958,865,8950,121,1185671,41,124528,186469,3509,152511,NA,0,NA,40,NA,2,0,0,24,"18010203",0,NA,NA,NA,1,17,0,0,0,NA,2,12,NA,NA,2,NA,NA,NA,164,NA,1893,NA,0,4,NA,0,0,22,NA,0,2,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,2,NA,0,NA,0,NA,0,0,NA,NA,1,0,152,NA,11,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0
1,2,0,24,0,NA,0,1,254,610,1486,368,41,0,NA,7917,1819,NA,5,42,3,0,24,852,0,82656,16084,8101,3201,419,6015,74,2871276,307,743891,40498,6887,346703,NA,0,NA,3,NA,3,0,0,2,"18010201",0,NA,NA,NA,2,5,0,0,1,NA,6,4,NA,NA,7,NA,NA,NA,185,NA,14,NA,0,6,NA,0,0,4,NA,1,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,1,0,5,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0
1,3,0,16,0,NA,46,0,505,1212,1546,1841,275,0,NA,14956,23477,NA,2,43,4,0,51,1393,0,7811,17417,7137,2046,152,5338,70,2642076,100,1504320,115461,10590,275819,NA,0,NA,0,NA,0,3,0,18,"18010202",0,NA,NA,NA,1,2,0,0,0,NA,1,0,NA,NA,0,NA,NA,NA,525,NA,13,NA,0,15,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,45,NA,20,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0
1,4,852994,0,0,NA,0,0,3,3,39,0,4,0,NA,690,3508,NA,0,0,0,3,0,19,0,28066,187349,39236,33732,6475,17826,22608,2270883,141112,318286,131678,4563,33837,NA,0,NA,0,NA,65,1,0,0,"18010102",0,NA,NA,NA,46,0,159,0,0,NA,0,0,NA,NA,31,NA,NA,NA,34,NA,0,NA,0,0,NA,0,0,0,NA,0,46,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,1,NA,0,5,NA,NA,NA,NA,22,0,NA,NA,345
1,5,0,0,0,NA,0,0,7,5,18,13,5,0,NA,143,6586,NA,0,0,0,0,0,4,6,9581,100781,6712,3286,1087,631,4345,965322,52211,585198,303553,295,600,NA,0,NA,0,NA,0,0,0,0,"18010103",0,NA,NA,NA,135,0,0,0,0,NA,0,0,NA,NA,1,NA,NA,NA,30,NA,0,NA,0,0,NA,5,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0
1,6,0,0,0,NA,0,0,1,7,27,22,11,0,NA,306,8220,NA,0,0,0,4,0,22,2,2418,84654,6191,1921,178,1916,6294,1026118,45765,910603,72938,262,216,NA,0,NA,0,NA,0,0,0,0,"18010104",0,NA,NA,NA,23,0,0,0,0,NA,0,0,NA,NA,1,NA,NA,NA,40,NA,0,NA,0,0,NA,6,0,0,NA,0,24,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,0
1,7,114,11,0,NA,0,0,0,6,19,0,6,0,NA,2179,19563,NA,0,0,0,5,0,61,0,26930,158335,20355,12496,2639,25126,31271,2545098,136122,1020642,369144,2368,29699,NA,0,NA,0,NA,53,3,0,0,"18010105",0,NA,NA,NA,50,0,149,5,0,NA,0,0,NA,NA,15,NA,NA,NA,222,NA,10,NA,0,0,NA,3,0,0,NA,0,46,0,NA,0,NA,NA,NA,0,NA,10,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,1,NA,0,NA,NA,NA,18,NA,0,5,NA,NA,NA,NA,73,0,NA,NA,337
1,8,0,0,0,NA,0,0,0,0,14,0,4,0,NA,56,1530,NA,0,0,0,0,0,26,0,4960,84990,10513,4365,983,3774,4153,1511748,27407,259204,67843,380,658,NA,52,NA,0,NA,5,0,0,0,"18010106",0,NA,NA,NA,655,0,3,0,0,NA,0,0,NA,NA,8,NA,NA,NA,3,NA,0,NA,0,0,NA,4,1,0,NA,0,3,0,NA,0,NA,NA,NA,0,NA,1,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,1,0,NA,3,NA,NA,NA,2,NA,0,2,NA,NA,NA,NA,9,0,NA,NA,47
1,9,504523,0,0,NA,0,0,0,1,10,0,6,0,NA,249,194,NA,0,0,0,0,0,87,0,5102,45040,4796,2230,344,6943,5017,985790,45415,199206,127466,780,4614,NA,0,NA,0,NA,74,0,0,0,"18010107",0,NA,NA,NA,33,0,75,0,0,NA,0,0,NA,NA,5,NA,NA,NA,2,NA,2,NA,0,0,NA,0,0,0,NA,0,6,0,NA,0,NA,NA,NA,0,NA,3,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,1,0,NA,0,NA,NA,NA,3,NA,0,1,NA,NA,NA,NA,19,0,NA,NA,144
1,10,1014997,0,0,NA,0,0,22,2,19,0,24,0,NA,106,1615,NA,0,0,0,6,0,302,0,5663,188332,17877,8189,1934,3541,2492,2878186,31049,358769,61942,13528,11227,NA,0,NA,0,NA,1090,0,0,45,"18010108",0,NA,NA,NA,9340,0,115,0,0,NA,1,0,NA,NA,0,NA,NA,NA,61,NA,0,NA,0,0,NA,0,8,0,NA,0,33,0,NA,0,NA,NA,NA,0,NA,2,NA,NA,0,0,0,NA,NA,0,NA,0,NA,4,NA,169,0,NA,NA,0,2,0,NA,7,NA,NA,NA,1,NA,0,4,NA,NA,NA,NA,256,0,NA,NA,730
1,11,460539,0,0,NA,0,0,3,6,31,45,4,0,NA,105,522,NA,0,0,1,0,0,12,3,2871,34371,4952,1460,525,563,2210,740740,41484,267822,27749,1725,1836,NA,0,NA,0,NA,332,2,1,0,"18010109",0,NA,NA,NA,5348,0,3,0,0,NA,0,0,NA,NA,0,NA,NA,NA,46,NA,5,NA,0,2,NA,13,1,0,NA,0,39,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,5,0,0,NA,NA,0,NA,3,NA,70,NA,36,0,NA,NA,0,1,3,NA,0,NA,NA,NA,3,NA,0,11,NA,NA,NA,NA,29,0,NA,NA,34
1,12,0,69,3,NA,64,0,219,19,1166,5810,804,0,NA,2051,19714,NA,0,3,16,161,0,833,7,34974,205924,104964,107370,34110,4842,14770,1256356,265634,1495056,437773,12564,8335,NA,0,NA,32,NA,12930,26,3,87,"18010110",6,NA,NA,NA,230604,5757,120,0,4,NA,0,0,NA,NA,64,NA,NA,NA,536,NA,4,NA,4,119,NA,868,10,2,NA,0,1233,0,NA,0,NA,NA,NA,3,NA,12,NA,NA,86,1,0,NA,NA,0,NA,80,NA,565,NA,2131,3,NA,NA,0,4,3,NA,6,NA,NA,NA,7,NA,1,169,NA,NA,NA,NA,1696,1,NA,NA,2492
1,13,0,0,25,NA,0,0,260,888,9869,30103,6818,0,NA,122237,17702,NA,0,144,0,5,12,2242,6,5996,18217,9699,4426,612,7344,127,945358,211,385636,155500,664,13705,NA,0,NA,0,NA,0,0,26,82,"18010205",0,NA,NA,NA,149,0,0,0,0,NA,81,0,NA,NA,4,NA,NA,NA,8545,NA,48,NA,0,3,NA,1,0,0,NA,0,3,0,NA,1,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,291,NA,29,NA,NA,NA,0,NA,2,12,NA,NA,NA,NA,20,0,NA,NA,14
1,14,0,0,99,NA,0,0,1471,3961,5918,930,283,0,NA,111995,106677,NA,0,2,0,11,0,1096,1,9601,36378,38539,28155,4158,57155,419,826852,957,662953,370437,800,7273,NA,0,NA,0,NA,0,0,2,44,"18010207",0,NA,NA,NA,157,0,0,0,0,NA,0,0,NA,NA,2,NA,NA,NA,6705,NA,20,NA,0,0,NA,1,0,0,NA,0,4,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,258,NA,0,NA,NA,NA,0,NA,1706,1,NA,NA,NA,NA,0,0,NA,NA,3
1,15,0,0,14,NA,0,0,744,2141,1833,1,55,0,NA,106761,22676,NA,0,0,0,21,0,223,0,2915,99983,11072,5736,1657,10196,895,1163495,3117,796841,106844,1157,1596,NA,0,NA,0,NA,0,0,2,2,"18010208",0,NA,NA,NA,40,0,0,0,0,NA,0,0,NA,NA,1,NA,NA,NA,2738,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,42,NA,0,NA,NA,NA,0,NA,157,0,NA,NA,NA,NA,0,0,NA,NA,1
1,16,63,1,0,NA,0,0,0,5,10,2,11,0,NA,329,514,NA,0,0,0,1,0,62,0,20876,209476,15565,5274,1202,6973,9508,3224179,132294,619851,150711,3293,6713,NA,15,NA,0,NA,21,0,0,0,"18010209",0,NA,NA,NA,31,0,6,0,0,NA,0,0,NA,NA,11,NA,NA,NA,60,NA,1,NA,0,0,NA,0,0,0,NA,0,5,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,2,0,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,3,9,NA,NA,NA,NA,18,0,NA,NA,100
1,17,0,0,1,NA,0,0,10,14,29,0,23,0,NA,251,267,NA,0,0,0,8,0,217,0,2671,68641,3891,2897,988,8875,1239,1478601,6179,529534,54441,705,305,NA,0,NA,0,NA,0,0,0,0,"18010210",0,NA,NA,NA,15,0,0,0,0,NA,0,0,NA,NA,3,NA,NA,NA,421,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,1,NA,1,NA,NA,NA,0,NA,1811,0,NA,NA,NA,NA,0,0,NA,NA,0
1,18,0,0,1,NA,0,0,16,28,98,3,36,0,NA,857,780,NA,0,1,0,23,0,258,0,79402,211444,26312,9485,4016,41026,7341,4020308,33539,1302742,115974,1488,2085,NA,6,NA,0,NA,8,0,0,0,"18010211",0,NA,NA,NA,169,0,1,0,0,NA,0,0,NA,NA,40,NA,NA,NA,910,NA,0,NA,0,0,NA,0,0,2,NA,0,1,0,NA,0,NA,NA,NA,0,NA,1,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,1,1,NA,2,NA,NA,NA,0,NA,5511,64,NA,NA,NA,NA,42,0,NA,NA,67
1,19,0,0,0,NA,0,0,1,0,6,0,1,0,NA,142,361,NA,0,0,0,0,0,8,0,2979,167611,7513,2390,704,1042,2124,1825264,9822,630223,31446,103,107,NA,17,NA,0,NA,0,0,0,0,"18010212",0,NA,NA,NA,507,0,0,0,0,NA,0,0,NA,NA,20,NA,NA,NA,2,NA,0,NA,0,0,NA,9,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,8
1,20,0,80,14,NA,52,15,29069,72271,76242,13339,7605,3,NA,469733,124074,NA,18,22848,14,11,889,189402,5,207843,96149,58351,25598,9130,15107,223,2152392,146,3967088,904294,5722,220330,NA,0,NA,24,NA,6,3,0,465,"18010204",0,NA,NA,NA,244,6,0,0,6,NA,2881,4,NA,NA,2,NA,NA,NA,15820,NA,5087,NA,0,30,NA,7,0,12,NA,0,2,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,9,NA,0,NA,0,NA,0,0,NA,NA,1,0,7225,NA,3087,NA,NA,NA,0,NA,0,4,NA,NA,NA,NA,8,0,NA,NA,349
