"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Canola","Other Crops","Apples","Pumpkins","HUC","Peppers","Cranberries","Squash","Winter Wheat","Grapes","Tobacco","Tomatoes","Herbs","Peaches","Cabbage","Strawberries","Durum Wheat","Other Tree Crops","Greens","Gourds","Triticale","Switchgrass","Aquaculture","Millet","Speltz","Onions","Hops","Cherries","Pears","Dbl Crop WinWht/Corn","Dry Beans","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Watermelons","Plums","Dbl Crop Triticale/Corn","Dbl Crop Barley/Soybeans","Cucumbers","Nectarines","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Cotton","Peanuts","Cantaloupes","Dbl Crop Soybeans/Oats","Eggplants","Turnips","Dbl Crop Oats/Corn","Other Small Grains","Carrots","Walnuts","Radishes","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Dbl Crop Corn/Soybeans","Asparagus","Caneberries","Olives","Sugarcane","Oranges","Citrus","Avocados","Pomegranates","Cauliflower","Mint","Safflower","Vetch","Flaxseed","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Dbl Crop Soybeans/Cotton","Pistachios","Lettuce","Apricots","Garlic","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Celery","Almonds"
1,2,NA,142,NA,NA,0,183,5,27,0,16,NA,NA,70,8429,NA,1,2,0,5,300,3152,125,150,19155,37948,12005,6538,1969,120662,1034,3081814,28769,388346,124821,3516,4866,0,198,0,63,22,0,"17090004",11,NA,0,76,104,NA,NA,1,0,0,0,NA,3256,0,NA,8,NA,NA,NA,0,1,38,136,152,NA,220,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,NA,0,NA,0,NA,4945,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1,3,NA,19304,NA,NA,3,9959,80,5439,443,5517,NA,NA,2885,25225,NA,259,102,8,2267,32219,331157,4873,7383,40597,103667,166682,94206,33631,2046,14694,198413,112925,69870,442311,45379,42425,197,8397,116,3029,1261,78,"17090007",147,NA,2916,16771,5754,NA,NA,161,0,1,284,NA,124673,379,NA,80,NA,NA,NA,111,259,31536,6213,28,NA,18616,NA,NA,NA,NA,946,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,4,442,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,4386,NA,38,NA,212,NA,0,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA
1,4,NA,6626,NA,NA,0,2540,262,2592,22,3403,NA,NA,3188,46455,NA,40,7,2,1466,35737,335931,1266,2622,6505,81401,45172,16105,5830,518,24698,661579,277849,202374,306035,23681,25384,12,6465,533,959,669,1,"17090008",35,NA,184,13391,4725,NA,NA,29,0,0,50,NA,60878,48,NA,928,NA,NA,NA,45,35,816,3452,14,NA,1763,NA,NA,NA,NA,130,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,2,282,3640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,196,NA,310,NA,47,NA,0,NA,NA,NA,NA,NA,1199,NA,NA,NA,NA,NA
1,5,NA,40,NA,NA,0,207,1,19,0,24,NA,NA,149,4413,NA,0,0,0,0,175,3151,22,81,69432,23259,10080,4144,949,15173,1015,3279978,19474,379902,113586,2607,4266,1,55,0,43,6,0,"17090001",7,NA,0,111,27,NA,NA,0,0,0,0,NA,1021,0,NA,4,NA,NA,NA,0,0,24,80,144,NA,33,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,94,NA,0,NA,1,NA,33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1,6,NA,615,NA,NA,0,38,3,16,0,31,NA,NA,18,8543,NA,1,0,0,14,473,7265,72,130,12337,39332,15698,7048,2692,316,913,1277869,39816,258423,231153,4235,8313,0,167,0,22,3,0,"17090002",27,NA,0,426,56,NA,NA,0,0,0,2,NA,1498,2,NA,1,NA,NA,NA,0,4,73,13,3,NA,158,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74,NA,0,NA,14,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1,7,NA,3806,NA,NA,0,4219,0,427,7,224,NA,NA,930,2752,NA,13,0,0,134,4202,74776,711,4597,22530,22544,14529,4666,1622,26197,1015,1594611,15689,250284,103957,8235,8866,5,1293,0,376,95,1,"17090005",26,NA,65,4260,288,NA,NA,6,0,0,9,NA,9698,97,NA,9,NA,NA,NA,0,40,420,164,57,NA,4887,NA,NA,NA,NA,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,0,21,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2113,NA,0,NA,8,NA,2438,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
1,8,NA,2340,NA,NA,0,1826,12,242,1,767,NA,NA,182,6842,NA,49,0,0,335,4009,104727,271,3607,23497,45997,20033,6571,1879,2933,1588,1895895,40821,453544,334707,9002,15546,9,998,65,922,32,24,"17090006",12,NA,3,2669,357,NA,NA,10,0,3,7,NA,9365,431,NA,34,NA,NA,NA,1,10,319,138,36,NA,1944,NA,NA,NA,NA,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,NA,NA,0,27,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,693,NA,1,NA,15,NA,0,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
1,9,NA,8342,NA,NA,0,6752,50,3571,70,2631,NA,NA,2563,16860,NA,293,6,2,1572,17885,295822,3115,10718,6381,70664,66770,33777,11296,895,2871,960043,52903,264564,421360,29283,26097,884,11309,2,4117,426,37,"17090009",274,NA,1004,12373,7572,NA,NA,374,0,60,610,NA,116400,769,NA,145,NA,NA,NA,2,3714,15619,1233,7,NA,17888,NA,NA,NA,NA,453,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,NA,NA,4,354,3071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,861,NA,154,NA,47,NA,0,NA,NA,NA,NA,NA,884,NA,NA,NA,NA,NA
1,10,NA,464,NA,NA,0,109,6,110,0,24,NA,NA,60,2084,NA,15,0,0,18,434,1341,135,614,15073,46408,31430,13721,5699,1979,6055,2125711,45435,205911,197149,3170,5181,34,279,0,11,26,0,"17090011",28,NA,0,325,214,NA,NA,6,0,0,0,NA,2793,3,NA,6,NA,NA,NA,0,4,150,183,70,NA,98,NA,NA,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,46,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,NA,0,NA,25,NA,0,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
1,11,NA,8514,NA,NA,0,6622,124,2793,22,6382,NA,NA,1604,16901,NA,31,101,5,1225,48804,145729,2649,1621,10486,114648,190089,121338,38147,1414,15325,504091,248010,156674,236527,18879,24792,54,12231,33,906,267,26,"17090010",24,NA,26,40386,2969,NA,NA,87,3,0,679,NA,50460,184,NA,241,NA,NA,NA,2,41,1942,1667,4,NA,2105,NA,NA,NA,NA,116,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,804,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,225,NA,424,NA,142,NA,0,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
1,12,NA,6987,NA,NA,0,2096,5,2632,1,406,NA,NA,1449,1812,NA,14,3382,1,10,2316,18777,720,408,50029,85664,176809,172898,82425,2798,16274,199549,118190,37081,87069,11967,64226,324,222,1,480,251,10,"17090012",18,NA,114,1623,466,NA,NA,7,0,0,12,NA,5664,24,NA,4,NA,NA,NA,2,149,264,82,4,NA,1892,NA,NA,NA,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,16,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,312,NA,18,NA,21,NA,0,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
1,1,549366,4273,NA,NA,NA,5,0,2,0,5,NA,NA,47,25263,NA,0,0,NA,0,30,81,7,51,9363,124389,17511,5743,2491,7413,70897,1278146,717196,251759,115597,16062,80711,NA,47,NA,0,1,0,"17100203",1,0,0,19,10,NA,NA,0,0,0,0,NA,144,0,NA,0,NA,NA,NA,NA,0,0,2,1,NA,5,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4,18,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,3,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,2,351044,36,NA,NA,NA,8,0,2,0,4,NA,NA,36,10288,NA,2,1,NA,0,85,279,9,108,16294,103335,21530,8554,3831,3543,21667,1068259,454311,302846,97691,17276,41747,NA,74,NA,0,7,0,"17100204",0,0,3,74,42,NA,NA,0,0,0,0,NA,193,0,NA,0,NA,NA,NA,NA,0,7,4,0,NA,4,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,4,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,3,0,286,NA,NA,NA,13,93,0,0,0,NA,NA,1538,3161,NA,0,0,NA,1,0,75,211,11,4291,81777,11871,1590,384,1114,498,1546244,17291,443217,91942,3331,2194,NA,9,NA,62,19,0,"17100309",0,0,0,39,4288,NA,NA,0,0,0,0,NA,14,0,NA,5,NA,NA,NA,NA,2,0,26,333,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,4,0,2,NA,NA,NA,1,0,0,0,0,NA,NA,340,755,NA,0,0,NA,0,2,87,13,20,3253,85193,9709,1623,636,1993,317,1558390,11422,1109076,60212,3224,2516,NA,28,NA,8,0,0,"17100311",1,0,0,3,63,NA,NA,0,0,0,0,NA,84,0,NA,0,NA,NA,NA,NA,0,23,7,10,NA,2,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,5,313,18,NA,NA,NA,23,0,5,0,4,NA,NA,3,1699,NA,0,0,NA,0,90,418,8,22,12965,85901,9052,5072,1469,4450,13367,1340118,472464,176562,72548,5632,27818,NA,48,NA,6,22,0,"17100206",1,0,0,37,53,NA,NA,0,0,0,0,NA,426,0,NA,0,NA,NA,NA,NA,1,41,15,0,NA,2,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,6,1139,147,NA,NA,NA,84,17,31,0,27,NA,NA,497,22263,NA,0,0,NA,1,667,4291,83,253,44780,158976,16189,5607,1846,4674,10429,2464290,546803,515530,480751,14130,53688,NA,305,NA,70,40,0,"17100303",12,0,1,153,297,NA,NA,72,0,0,7,NA,3554,2,NA,8,NA,NA,NA,NA,1,141,160,1,NA,144,NA,NA,NA,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,6,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,72,NA,0,NA,101,NA,0,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
1,7,22,98,NA,NA,NA,0,0,0,0,0,NA,NA,229,657,NA,6,0,NA,0,14,179,5,38,7233,132981,16500,4144,1234,2743,3472,1803381,350623,362685,246856,5020,104316,NA,11,NA,0,0,0,"17100305",0,0,0,14,1,NA,NA,0,0,0,0,NA,89,0,NA,0,NA,NA,NA,NA,0,21,2,1,NA,0,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,2,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,8,816760,7,NA,NA,NA,15,0,3,0,0,NA,NA,11,205,NA,1,0,NA,0,4,130,2,40,5751,48494,10838,2486,565,10528,986,777883,183870,127940,99161,6106,73363,NA,22,NA,2,11,0,"17100306",0,0,0,9,0,NA,NA,0,0,0,0,NA,54,0,NA,0,NA,NA,NA,NA,3,10,2,0,NA,7,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,9,0,910,NA,NA,NA,1022,706,73,2,63,NA,NA,6750,17131,NA,0,6,NA,10,26,337,1721,6,8147,122069,94522,54667,20909,1066,558,1184833,37836,644649,282567,4613,3228,NA,21,NA,406,121,0,"17100308",0,0,0,737,10498,NA,NA,0,89,0,0,NA,34,0,NA,135,NA,NA,NA,NA,6,0,221,38399,NA,0,NA,NA,NA,NA,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,10,889081,376,NA,NA,NA,8,49,0,0,0,NA,NA,99,108,NA,0,5,NA,0,14,48,0,368,16687,144060,40665,6584,1278,4352,25020,1631394,31873,472100,177757,103320,99879,NA,61,NA,0,1,1,"17100106",0,1771,0,0,6,NA,NA,0,0,9,0,NA,1,8,NA,0,NA,NA,NA,NA,0,0,2,1,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,11,482605,6,NA,NA,NA,15,0,6,0,1,NA,NA,6,145,NA,0,0,NA,0,5,119,3,42,23550,98553,26345,11347,5327,42694,3364,1199365,266633,198537,78285,13689,103589,NA,8,NA,0,7,0,"17100304",0,0,8,6,0,NA,NA,0,0,0,0,NA,70,0,NA,1,NA,NA,NA,NA,0,15,0,0,NA,14,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,3,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,12,90,5,NA,NA,NA,8,0,1,0,1,NA,NA,118,1306,NA,0,0,NA,0,13,98,212,62,12193,114151,13653,3985,1392,3392,417,2025601,72758,252180,96981,2306,9506,NA,8,NA,16,7,0,"17100310",0,0,0,7,106,NA,NA,0,0,0,0,NA,55,0,NA,1,NA,NA,NA,NA,0,19,1,28,NA,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,13,440641,16,NA,NA,NA,2,1,1,0,5,NA,NA,4,2553,NA,0,0,NA,0,98,362,23,200,4900,81350,11386,2947,753,9010,15384,1243430,411042,112699,46377,8922,23564,NA,39,NA,0,1,0,"17100205",0,0,0,12,7,NA,NA,0,0,0,0,NA,338,0,NA,1,NA,NA,NA,NA,0,7,4,0,NA,0,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,8,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,7,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,14,256295,1,NA,NA,NA,0,0,0,0,0,NA,NA,0,14,NA,0,0,NA,0,2,7,2,11,26280,11531,2012,302,61,21166,1115,179401,63494,26313,3680,6998,35386,NA,2,NA,0,0,0,"17100207",0,0,0,1,0,NA,NA,0,0,0,0,NA,10,0,NA,0,NA,NA,NA,NA,0,6,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,15,0,43,NA,NA,NA,2,8,21,6,16,NA,NA,2390,55587,NA,0,0,NA,2,284,1103,367,170,9814,155256,39641,18914,8658,3701,1536,3496006,66480,770107,540988,4031,6096,NA,96,NA,22,6,0,"17100302",21,0,0,94,88,NA,NA,1,1,0,8,NA,1428,0,NA,8,NA,NA,NA,NA,2,66,97,56,NA,28,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,6,NA,0,NA,5,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,16,0,10,NA,NA,NA,2,2,20,0,6,NA,NA,138,14633,NA,0,0,NA,0,112,603,25,139,23877,39088,10476,4701,1258,5254,830,3186611,21123,401583,238255,1755,2244,NA,44,NA,10,1,0,"17100301",5,0,0,21,31,NA,NA,2,0,0,0,NA,498,1,NA,1,NA,NA,NA,NA,0,21,70,22,NA,5,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,15,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
1,17,0,18,NA,NA,NA,50,13,1,0,0,NA,NA,615,8001,NA,0,0,NA,0,5,5,531,1,20995,61380,13670,4602,644,10444,305,3242206,5256,1010188,259385,1940,3373,NA,7,NA,9,37,0,"17100307",0,0,0,63,586,NA,NA,0,130,0,0,NA,16,0,NA,8,NA,NA,NA,NA,2,0,135,3462,NA,0,NA,NA,NA,NA,142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,18,896202,211,NA,NA,NA,0,15,0,1,0,NA,NA,6,35,NA,0,25,NA,0,34,60,0,77,60036,78011,13423,3096,799,68876,27339,2595273,37779,398691,100669,36164,7164,NA,49,NA,0,1,0,"17100101",0,10,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,17414,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,19,571862,84,NA,NA,NA,0,6,0,0,0,NA,NA,58,11,NA,0,5,NA,0,5,61,0,98,37197,67195,14304,2183,339,59794,28516,2560702,22636,386568,86887,68096,12504,NA,14,NA,0,7,0,"17100102",0,213,0,0,2,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,3899,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,20,0,10712,NA,NA,NA,61,194,0,0,1,NA,NA,92,345,NA,0,32,NA,0,269,60,0,1846,25129,111617,38661,10010,2767,3417,29062,1274119,49237,505132,161592,83387,46621,NA,273,NA,112,1,0,"17100104",0,32,0,4,0,NA,NA,0,0,658,0,NA,0,18,NA,0,NA,NA,NA,NA,0,0,2,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,21,265716,184,NA,NA,NA,0,5,0,0,0,NA,NA,42,13,NA,0,4,NA,0,52,72,0,62,11216,43726,28696,11489,4164,3056,13337,907987,11547,231434,51740,70226,33043,NA,23,NA,0,5,0,"17100105",0,1820,0,0,2,NA,NA,0,0,1,0,NA,0,1,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,22,0,3318,NA,NA,NA,17,187,0,13,117,NA,NA,83,6806,NA,0,27,NA,0,194,490,0,23692,19377,147619,64030,22563,8768,11917,135642,1881563,206584,526365,513318,82024,78947,NA,2641,NA,1,354,157,"17100103",0,1,0,7,95,NA,NA,0,0,47,0,NA,9,27,NA,0,NA,NA,NA,NA,1,0,1,6,NA,213,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,38,0,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,23,409706,3,NA,NA,NA,0,0,0,0,4,NA,NA,11,381,NA,0,0,NA,0,19,122,3,129,3040,61017,8866,5812,1604,4768,3412,1071198,162203,444526,42721,1675,8649,NA,17,NA,0,0,0,"17100312",0,0,0,23,0,NA,NA,0,0,0,0,NA,86,0,NA,0,NA,NA,NA,NA,0,13,1,1,NA,0,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,3,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,24,518053,56,NA,NA,NA,0,0,0,0,0,NA,NA,0,29,NA,0,0,NA,0,0,2,1,5,1932,19300,11397,3531,1071,2716,720,164987,27749,84138,42929,14753,17734,NA,0,NA,0,0,0,"17100201",0,0,0,2,0,NA,NA,0,0,0,0,NA,2,0,NA,0,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,25,5744,135,NA,NA,NA,3,2,2,0,57,NA,NA,22,5257,NA,10,0,NA,3,225,358,17,41,4087,103073,10647,1341,315,485,42562,1347628,451815,297318,159334,9780,19172,NA,41,NA,3,0,0,"17100202",1,0,0,30,4,NA,NA,1,0,0,1,NA,305,2,NA,3,NA,NA,NA,NA,0,5,6,0,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,36,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,1,1158,29436,NA,NA,NA,2,16992,113,2142,83,NA,NA,933,28648,NA,198,28161,819,172,2140,2991,3,822,25493,56066,44924,20931,6657,2700,65138,575712,133741,100187,57408,19498,33940,2539,13769,NA,1963,557,2121,"17110007",NA,3,385,1368,50,NA,NA,NA,NA,5160,927,NA,1883,6432,NA,10,NA,NA,NA,NA,35,NA,0,1,0,5841,NA,NA,NA,NA,NA,NA,NA,1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,75,NA,NA,NA,NA,NA,NA,2189,NA,NA,NA,NA,NA,NA,515,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1169502,142,NA,NA,NA,0,1,0,0,0,NA,NA,31,185,NA,0,8,15,0,189,5,1,57,104213,24710,10572,2088,330,508072,41655,2996642,73955,660834,80938,7731,2035,0,375,NA,0,12,0,"17110005",NA,0,0,0,48,NA,NA,NA,NA,1,0,NA,0,4,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,99453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,798,NA,NA,NA,10,77,0,92,0,NA,NA,60,1497,NA,8,81,23,3,31,300,1,1219,136842,198617,336975,213546,72726,5541,27548,434595,232693,47603,12439,13523,9031,87,524,NA,4,3,4,"17110012",NA,0,0,1,7,NA,NA,NA,NA,101,18,NA,205,56,NA,0,NA,NA,NA,NA,5,NA,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
