"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Speltz","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Herbs","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Blueberries","Other Crops","Radishes","Apples","Christmas Trees","Mustard","HUC","Misc Vegs & Fruits","Carrots","Pumpkins","Sorghum","Sweet Corn","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Grapes","Peppers","Cabbage","Other Small Grains","Dry Beans","Squash","Dbl Crop WinWht/Corn","Tobacco","Winter Wheat","Durum Wheat","Peaches","Eggplants","Sunflower","Other Tree Crops","Millet","Cranberries","Pears","Dbl Crop Oats/Corn","Onions","Dbl Crop WinWht/Soybeans","Greens","Dbl Crop Barley/Soybeans","Plums","Cherries","Strawberries","Sweet Potatoes","Dbl Crop Barley/Corn","Watermelons","Cotton","Dbl Crop WinWht/Sorghum","Sugarbeets","Cucumbers","Asparagus","Cantaloupes","Nectarines","Switchgrass","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Garlic","Flaxseed","Dbl Crop Corn/Soybeans","Walnuts","Caneberries","Peanuts","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Olives","Sugarcane","Oranges","Citrus","Turnips","Camelina","Vetch","Mint","Celery","Gourds","Lentils","Safflower","Perennial Ice/Snow ","Lettuce","Pistachios","Honeydew Melons","Almonds","Dbl Crop Lettuce/Cotton","Chick Peas","Apricots","Pomegranates"
1,6,NA,0,NA,0,0,0,0,0,NA,683,1064,NA,0,NA,0,NA,20,825,3321,3199,434,10,2333,2053,413289,0,3952023,30388,2901,69,0,NA,NA,NA,0,NA,0,0,NA,"16020307",NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,0,NA,0,0,0,0,0,NA,2,1,NA,0,NA,0,NA,3,2,2279,430,972,3,2903,18,604754,2,1452383,43882,0,6,0,NA,NA,NA,0,NA,0,0,NA,"16020302",NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,2798,NA,373,292,2,217,0,NA,39920,13009,NA,0,NA,0,NA,5832,64173,23844,35072,16792,7225,213505,98713,603443,11,1923823,386718,580,32621,346,NA,NA,NA,0,NA,1,4,NA,"16020304",NA,NA,9,107,8,NA,180,NA,NA,NA,0,NA,NA,0,2,NA,NA,6381,0,33,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,6,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,159,NA,468,6,11,4,0,NA,6332,973,NA,0,NA,0,NA,202,17990,3944,2893,829,749,222240,944,301087,1,1114032,647820,50,19828,107,NA,NA,NA,0,NA,0,0,NA,"16020305",NA,NA,0,9,0,NA,8,NA,NA,NA,0,NA,NA,0,0,NA,NA,90,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,653,NA,6337,14671,0,588,6,NA,189273,8887,NA,6092,NA,0,NA,362263,14718,67821,10003,4145,2423,558211,8892,238567,0,3342538,1293951,1273,24621,7167,NA,NA,NA,0,NA,0,3,NA,"16020309",NA,NA,0,14,1,NA,70274,NA,NA,NA,0,NA,NA,3,0,NA,NA,249376,1,3,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23697,1,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,84,NA,326,10,0,10,0,NA,27896,19877,NA,0,NA,0,NA,83,14707,38274,9885,6632,805,19524,1279769,513084,11650,1351303,55185,2880,4075,0,NA,NA,NA,0,NA,0,0,NA,"16020101",NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,12,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,30530,NA,6644,175,0,374,0,NA,158360,46113,NA,0,NA,47,NA,7719,199485,131298,187576,128981,42396,53008,1398219,278202,859,797012,144187,21824,148246,1048,NA,NA,NA,1,NA,110,65,NA,"16020102",NA,NA,569,28,590,NA,255,NA,NA,NA,10,NA,NA,16,23,NA,NA,12927,0,239,NA,NA,NA,NA,NA,NA,NA,4172,NA,NA,NA,NA,128,NA,NA,NA,17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,0,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,37510,NA,3611,1409,0,214,0,NA,138960,10537,NA,0,NA,0,NA,179389,407649,74457,107801,91742,30720,30814,420699,602133,936,1244284,288749,7317,48500,1262,NA,NA,NA,0,NA,1543,3,NA,"16020201",NA,NA,23,16,88,NA,222,NA,NA,NA,0,NA,NA,0,0,NA,NA,127644,0,2299,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,7089,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360,0,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,41,NA,42,1,0,48,0,NA,25337,4597,NA,0,NA,0,NA,58,27172,44348,22081,14233,2660,17585,881687,450305,11100,420248,43224,2498,99,11,NA,NA,NA,0,NA,0,0,NA,"16020203",NA,NA,0,1,0,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,122,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,18,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,5788,NA,183,268,0,27,0,NA,12353,2710,NA,0,NA,0,NA,33849,73611,121754,290237,261148,115401,99491,371553,261938,799,473392,60003,6417,94231,16,NA,NA,NA,0,NA,26,0,NA,"16020204",NA,NA,23,2,134,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,55562,0,17,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,71,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,872,0,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,13964,NA,4349,434,0,511,0,NA,107098,23652,NA,0,NA,0,NA,2901,1755,40438,39599,28350,5800,4867,1311116,550069,1199,511854,89001,4960,8027,512,NA,NA,NA,0,NA,1200,0,NA,"16020202",NA,NA,2,9,11,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,8656,0,1024,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,10329,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,57555,NA,19296,10110,0,1271,24,NA,357441,31910,NA,NA,NA,NA,NA,185240,28273,68264,59841,10766,1062,426160,305444,1727396,3886,7895952,567381,6111,1137,7090,NA,NA,NA,NA,NA,151,NA,NA,"16030005",NA,NA,41,3873,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25321,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,11826,NA,390,102,0,1171,0,NA,120989,4939,NA,NA,NA,NA,NA,39424,4845,35040,27733,12448,169,16704,83656,1246255,31805,3225859,107692,18,62,117,NA,NA,NA,NA,NA,4,NA,NA,"16030007",NA,NA,3,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,87,NA,0,20,0,0,0,NA,591,70,NA,NA,NA,NA,NA,107,2378,8377,1099,1404,16,616167,50,352238,1,2947544,85294,17,2,8,NA,NA,NA,NA,NA,0,NA,NA,"16030009",NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,24768,NA,97,0,989,192,0,NA,202614,4431,NA,NA,NA,NA,NA,18287,4010,74161,42158,24275,3583,40453,127553,3237074,30815,5355293,279062,73,33,243,NA,NA,NA,NA,NA,0,NA,NA,"16030006",NA,NA,2,1,0,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,303,NA,256,0,0,585,0,NA,26602,1208,NA,NA,NA,NA,NA,3665,22683,4798,5752,1629,24,78363,28507,143424,6,1913196,71838,413,881,1304,NA,NA,NA,NA,NA,0,NA,NA,"16030008",NA,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,1507,NA,4,0,0,510,0,NA,61492,4842,NA,NA,NA,NA,NA,748,14623,39210,25580,12984,589,68891,60318,1713797,104192,1335699,17429,171,18,15,NA,NA,NA,NA,NA,13,NA,NA,"16030001",NA,NA,0,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,80,NA,77,9,0,422,0,NA,32541,3468,NA,NA,NA,NA,NA,276,12207,38861,16436,2743,42,32016,149482,1649498,67701,1556179,10973,1327,5,22,NA,NA,NA,NA,NA,0,NA,NA,"16030002",NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,42611,NA,3331,50,0,4443,0,NA,216545,22877,NA,NA,NA,NA,NA,10925,30430,72982,37786,13261,516,38562,479883,2141654,78270,2083079,28562,15491,1452,3038,NA,NA,NA,NA,NA,3,NA,NA,"16030003",NA,NA,20,868,0,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3114,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,3397,NA,3555,856,151,4620,0,NA,159331,133016,NA,NA,NA,NA,NA,10852,5388,57123,15847,2875,49,19328,422869,697679,21101,892880,19380,2498,37,1802,NA,NA,NA,NA,NA,0,NA,NA,"16030004",NA,NA,1,141,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,NA,0,0,0,0,NA,NA,7866,112801,NA,0,0,0,NA,2086,3650,60576,21621,2062,11,13623,178941,156109,835,7011870,257510,111908,501,0,NA,NA,NA,0,NA,0,NA,NA,"16040101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,NA,0,0,0,0,NA,NA,1383,10248,NA,0,0,0,NA,154,590,5131,3187,744,0,486,10607,7325,30,2807444,4200,22406,8,0,NA,NA,NA,0,NA,0,NA,NA,"16040102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,0,0,0,0,NA,NA,1196,23886,NA,0,0,0,NA,51,6387,40681,1034,175,0,1707,127626,213947,396,3048001,239034,38005,121,0,NA,NA,NA,0,NA,0,NA,NA,"16040103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,NA,1,27,0,1571,NA,NA,53870,10189,NA,93,15,0,NA,7448,8599,21432,7797,2667,1,67768,6443,212507,0,7595388,961082,249292,165,347,NA,NA,NA,20,NA,0,NA,NA,"16040105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,0,NA,0,0,0,0,NA,NA,479,1642,NA,0,0,0,NA,147,1655,2873,125,7,0,713,13120,3936,0,2467043,85306,33114,157,10,NA,NA,NA,0,NA,0,NA,NA,"16040106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,0,NA,0,869,0,319,NA,NA,103067,11328,NA,2,24,0,NA,4899,602,17521,5138,1548,1,11221,10536,1041676,1016,5332840,278212,22675,351,887,NA,NA,NA,0,NA,0,NA,NA,"16040107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,0,NA,2,2304,0,729,NA,NA,71047,68762,NA,7838,19345,0,NA,35227,2502,15139,5848,159,0,1279,10915,21858,0,4400992,396443,42353,53,2399,NA,NA,NA,0,NA,0,NA,NA,"16040109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,10,NA,0,27,4,4,NA,NA,50124,1829,NA,0,4,0,NA,10166,2757,4458,3933,328,362,1703350,139,57283,1530,7462887,109773,5047,1767,918,NA,NA,NA,0,NA,0,NA,NA,"16040202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,0,NA,0,0,16,0,NA,NA,4362,582,NA,0,0,0,NA,113,1083,3447,5236,1232,264,738712,3,86030,12367,6210324,13189,5685,2092,26,NA,NA,NA,0,NA,0,NA,NA,"16040203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,0,NA,0,0,133,0,NA,NA,209,74,NA,0,0,0,NA,0,1721,2665,2031,134,6,95055,14,36135,1059,3586326,2015,458,2458,0,NA,NA,NA,0,NA,1,NA,NA,"16040204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,657,NA,1493,567,0,945,NA,NA,194075,54822,NA,1480,5990,1016,NA,74651,861,26516,12902,956,5,200740,15510,67101,19,8776408,670580,19531,17911,1121,NA,NA,NA,1,NA,0,NA,NA,"16040201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,2,NA,7,5,37,0,NA,NA,13228,1401,NA,0,4,0,NA,2288,1364,1509,1633,26,4,30655,32,9822,33,3262350,4692,518,1534,92,NA,NA,NA,0,NA,0,NA,NA,"16040205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,19182,NA,176,546,0,205,NA,NA,125076,30973,NA,345,878,0,NA,88797,34040,59059,30603,11764,1000,187441,2618,90841,20,5936337,676896,67614,73101,469,NA,NA,NA,1050,NA,0,NA,NA,"16040108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,NA,24758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,0,NA,0,0,0,0,NA,NA,6367,13728,NA,0,0,0,NA,239,173,4250,480,10,0,1246,3505,364850,187,2322470,168526,8573,20,0,NA,NA,NA,0,NA,0,NA,NA,"16040104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,16775,NA,0,6306,339,1564,NA,NA,163425,12097,NA,13,12,0,NA,41554,15321,37077,45243,15240,3108,1763596,0,85066,0,3815595,40874,8840,181572,334,NA,NA,NA,3200,NA,NA,NA,NA,"16050203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,654,NA,113,444,0,496,NA,NA,77308,23968,NA,9,0,0,NA,16487,9990,22023,15162,1373,181,86215,1011,501159,1,2177853,34708,14615,12414,3,NA,NA,NA,10,NA,NA,NA,NA,"16050302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,0,0,0,0,NA,NA,11,156,NA,0,0,0,NA,0,564181,29230,39808,6848,1305,17347,39,549497,17,248934,352,7,1105,0,NA,NA,NA,0,NA,NA,NA,NA,"16050101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,56,NA,124,47,0,12,NA,NA,6384,68,NA,0,0,0,NA,431,504479,5196,8773,2596,1432,180082,0,22050,111,3243044,1993,4884,4531,0,NA,NA,NA,71,NA,NA,NA,NA,"16050103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
