"layer","zone","Background","Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Sunflower","Sorghum","Soybeans","Canola","HUC","Apples","Other Crops","Millet","Cranberries","Squash","Tobacco","Cucumbers","Herbs","Grapes","Winter Wheat","Dry Beans","Tomatoes","Peaches","Pears","Strawberries","Other Tree Crops","Cauliflower","Cabbage","Aquaculture","Other Small Grains","Hops","Triticale","Onions","Greens","Dbl Crop WinWht/Corn","Speltz","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Cherries","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Watermelons","Asparagus","Peppers","Nectarines","Cotton","Peanuts","Sugarbeets","Lettuce","Dbl Crop Barley/Corn","Dbl Crop Corn/Soybeans","Turnips","Eggplants","Pop or Orn Corn","Switchgrass","Cantaloupes","Dbl Crop Soybeans/Oats","Dbl Crop Oats/Corn","Carrots","Walnuts","Dbl Crop WinWht/Cotton","Pecans","Caneberries","Rice","Oranges","Olives","Citrus","Sugarcane","Avocados","Vetch","Flaxseed","Camelina","Celery","Gourds","Mint","Durum Wheat","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Garlic","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Apricots","Pomegranates"
1,17,0,10408,4830,83,94,74870,NA,NA,36,53151,NA,0,NA,1,3,4105,2375,NA,51743,296837,7563,2962,675,752,84811,370129,43,3811833,188948,501,6061,NA,49,NA,NA,34,105337,4,4489,"12090106",NA,0,403,NA,NA,NA,NA,19,0,572429,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,3292,0,NA,5,NA,0,NA,NA,NA,1863,NA,0,NA,NA,NA,117502,121,NA,NA,NA,NA,1,NA,NA,0,NA,NA,3,NA,NA,3344,11345,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,4141,92,43,370,63674,NA,NA,24,90086,NA,0,NA,0,64,950,1706,NA,25719,269252,20413,8745,4915,1811,100048,336147,73,2618817,196919,3331,874,NA,45,NA,NA,27,46123,6,3,"12090107",NA,0,117,NA,NA,NA,NA,24,0,274141,0,NA,5,NA,NA,NA,NA,NA,0,NA,NA,3174,0,NA,198,NA,0,NA,NA,NA,1418,NA,0,NA,NA,NA,10004,1154,NA,NA,NA,NA,0,NA,NA,0,NA,NA,6,NA,NA,576,3730,NA,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,49,3,1,0,421,NA,NA,4,447,NA,0,NA,0,0,88,268,NA,1194,24605,6773,2036,384,181,130759,122567,14,2392761,599,639,160,NA,1,NA,NA,4,341,0,0,"12090203",NA,0,0,NA,NA,NA,NA,0,0,1309,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,7,0,NA,0,NA,0,NA,NA,NA,93,NA,0,NA,NA,NA,167,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,120,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,145092,0,771,190,28099,NA,NA,42,300902,NA,1,NA,8,8,1599,3574,NA,76161,392644,82353,51632,13485,10067,1097450,513059,241739,1398074,1641310,210362,5482,NA,21,NA,NA,87,47558,971,0,"12090301",NA,0,24,NA,NA,NA,NA,26,0,19415,0,NA,0,NA,NA,NA,NA,NA,13,NA,NA,143,0,NA,2,NA,2,NA,NA,NA,31,NA,33,NA,NA,NA,24852,2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,198,NA,NA,0,12061,NA,647,0,20,16,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1177,2,64,8,12584,NA,NA,13,9879,NA,0,NA,8,0,659,1921,NA,43747,212595,38626,12577,2956,1927,135752,1346254,144,2242411,45620,738,296,NA,10,NA,NA,80,7038,1,0,"12100201",NA,0,29,NA,NA,NA,0,0,NA,4524,0,NA,9,NA,NA,NA,NA,0,0,NA,NA,10,0,0,0,NA,0,NA,NA,NA,225,NA,0,NA,NA,NA,781,6,0,NA,NA,NA,2,NA,NA,0,NA,NA,5,0,NA,11,104,NA,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,124432,1,2581,614,14192,NA,NA,17,182837,NA,0,NA,38,1,412,2415,NA,32409,361871,68105,32261,13934,17979,825203,348815,75005,2264128,1487682,199351,4700,NA,29,NA,NA,756,68964,348,5,"12100202",NA,4,0,NA,NA,NA,0,57,NA,11359,0,NA,0,NA,NA,NA,NA,0,13,NA,NA,66,0,0,6,NA,4,NA,NA,NA,5,NA,16,NA,NA,NA,8818,45,0,NA,NA,NA,1,NA,NA,0,NA,NA,54,0,NA,3,4016,NA,89,0,3,58,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,100704,0,1367,148,25152,NA,NA,5,112924,NA,0,NA,93,0,407,2158,NA,16822,313699,43148,23543,8641,9639,407050,574185,13572,1572373,486560,79844,1714,NA,127,NA,NA,334,66306,169,0,"12100203",NA,4,7,NA,NA,NA,0,17,NA,16131,0,NA,4,NA,NA,NA,NA,0,0,NA,NA,51,0,0,0,NA,4,NA,NA,NA,8,NA,3,NA,NA,NA,32038,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,64,0,NA,1,1985,NA,30,0,0,39,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,32248,0,458,10,2923,NA,NA,0,69124,NA,0,NA,3,0,431,2247,NA,29920,148461,31247,19181,6178,4005,471900,60994,4149,692566,1120862,138677,23400,NA,8,NA,NA,30,11199,3295,0,"12100204",NA,0,0,NA,NA,NA,0,17,NA,1141,6,NA,0,NA,NA,NA,NA,0,747,NA,NA,32,5,0,1,NA,43,NA,NA,NA,15,NA,34,NA,NA,NA,21722,6,0,NA,NA,NA,0,NA,NA,2,NA,NA,8,0,NA,0,321,NA,1582,4,17,158,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,7784,0,4858,36,5705,NA,NA,1,13452,NA,0,NA,72,0,9,1056,NA,24209,272119,261861,173733,101749,8525,55108,120628,1484,261329,95621,34743,292,NA,0,NA,NA,811,10899,60,0,"12100301",NA,0,0,NA,NA,NA,2,4,NA,1006,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,17,0,0,0,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA,1280,0,0,NA,NA,NA,2,NA,NA,0,NA,NA,1,0,NA,0,116,NA,1,0,0,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,82010,0,7884,116,23294,NA,NA,0,235199,NA,0,NA,51,1,1054,3291,NA,11664,153080,57916,11224,1965,12534,306644,8934,6390,1652211,1413543,128900,19557,NA,64,NA,NA,242,66111,1252,0,"12100303",NA,0,314,NA,NA,NA,0,473,NA,6075,0,NA,0,NA,NA,NA,NA,0,17,NA,NA,197,3,0,0,NA,25,NA,NA,NA,26,NA,26,NA,NA,NA,57868,90,0,NA,NA,NA,3,NA,NA,1,NA,NA,11,0,NA,0,1611,NA,551,0,8,383,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,81473,0,10666,192,22626,NA,NA,12,78195,NA,0,NA,54,0,460,6077,NA,4550,187157,70248,43266,13226,7243,172897,352695,2655,840784,434561,30259,715,NA,1,NA,NA,701,73890,348,0,"12100304",NA,0,0,NA,NA,NA,4,68,NA,14504,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,44,0,0,0,NA,0,NA,NA,NA,16,NA,1,NA,NA,NA,7287,49,0,NA,NA,NA,2,NA,NA,0,NA,NA,1,0,NA,2,706,NA,15,0,0,242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,159143,290689,0,6,3,740,NA,NA,2,73394,NA,0,NA,0,0,2991,16019,NA,30377,97683,21501,16169,4263,3855,75835,54218,1603,219594,841620,85606,147659,NA,0,NA,NA,0,109258,31782,0,"12100402",NA,0,0,NA,NA,NA,0,15,NA,315,0,NA,0,NA,NA,NA,NA,0,3260,NA,NA,12,0,0,16,NA,14,NA,NA,NA,38,NA,5,NA,NA,NA,264179,0,0,NA,NA,NA,0,NA,NA,3,NA,NA,4,0,NA,0,261,NA,23373,1,109,53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,177675,2676,0,3,0,36,NA,NA,0,5033,NA,0,NA,0,0,100,392,NA,6865,6994,1333,243,40,1820,6151,3022,136,15776,28373,42040,90247,NA,0,NA,NA,0,16050,374,0,"12100404",NA,0,0,NA,NA,NA,0,0,NA,24,0,NA,0,NA,NA,NA,NA,0,369,NA,NA,0,0,0,1,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,15184,0,0,NA,NA,NA,0,NA,NA,3,NA,NA,0,0,NA,0,4,NA,283,0,17,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,16592,17780,0,69,8,778,NA,NA,0,49431,NA,0,NA,5,0,120,1388,NA,6203,94926,20132,3811,550,3908,205179,9163,671,1550334,771730,47061,42246,NA,0,NA,NA,21,57204,346,0,"12100406",NA,0,33,NA,NA,NA,0,279,NA,319,3,NA,0,NA,NA,NA,NA,0,14,NA,NA,38,3,0,5,NA,1,NA,NA,NA,18,NA,4,NA,NA,NA,85500,0,2,NA,NA,NA,0,NA,NA,1,NA,NA,4,0,NA,0,97,NA,519,4,1,21,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,3838,128451,0,1352,7,507,NA,NA,4,106058,NA,0,NA,10,0,268,2669,NA,6065,92557,32756,14545,3131,3394,57131,1055,228,658735,393369,29317,42401,NA,0,NA,NA,26,377256,508,0,"12100407",NA,0,40,NA,NA,NA,0,2123,NA,559,14,NA,0,NA,NA,NA,NA,0,1,NA,NA,434,38,0,3,NA,1,NA,NA,NA,4,NA,24,NA,NA,NA,504989,0,1,NA,NA,NA,0,NA,NA,3,NA,NA,9,1,NA,1,248,NA,210,8,2,101,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,1177910,267470,0,12,3,576,NA,NA,2,145392,NA,0,NA,0,0,20603,103979,NA,70938,105640,21964,9721,3931,9779,52879,60509,6108,147356,629345,63309,251457,NA,0,NA,NA,0,73309,22373,0,"12100401",NA,0,0,NA,NA,NA,0,18,NA,693,0,NA,0,NA,NA,NA,NA,0,14261,NA,NA,32,0,0,12,NA,264,NA,NA,NA,28,NA,7,NA,NA,NA,627270,0,0,NA,NA,NA,0,NA,NA,9,NA,NA,23,0,NA,0,973,NA,62276,0,623,13,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,871060,4741,0,0,0,161,NA,NA,0,5572,NA,0,NA,0,0,167,2501,NA,57148,28169,7795,3767,1587,11266,2492,792,144,33422,144005,39791,255499,NA,0,NA,NA,0,7901,1349,0,"12100403",NA,0,0,NA,NA,NA,0,2,NA,45,0,NA,0,NA,NA,NA,NA,0,728,NA,NA,0,0,0,1,NA,6,NA,NA,NA,0,NA,0,NA,NA,NA,12869,0,0,NA,NA,NA,0,NA,NA,6,NA,NA,0,0,NA,0,9,NA,2155,0,61,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,928001,15216,0,12,15,494,NA,NA,0,21931,NA,0,NA,1,0,119,1988,NA,19038,61704,30687,16973,5079,20595,62343,6255,386,512692,295128,86211,318679,NA,0,NA,NA,9,97126,806,0,"12100405",NA,0,0,NA,NA,NA,0,19,NA,97,37,NA,0,NA,NA,NA,NA,1,4,NA,NA,1,0,0,0,NA,0,NA,NA,NA,13,NA,0,NA,NA,NA,137997,0,4,NA,NA,NA,0,NA,NA,24,NA,NA,0,11,NA,2,31,NA,1127,3,50,13,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,9,38204,0,11,82,909,NA,NA,19,132762,NA,2,NA,0,1,396,2472,NA,18185,135739,18497,6538,2322,1772,473906,152233,7329,379023,1097131,95482,26642,NA,0,NA,NA,4,1746,841,0,"12100101",NA,0,0,NA,NA,NA,0,11,NA,527,0,NA,0,NA,NA,NA,NA,0,72,NA,NA,10,0,0,0,NA,1,NA,NA,NA,10,NA,18,NA,NA,NA,19222,0,0,NA,NA,NA,0,NA,NA,1,NA,NA,335,0,NA,1,1570,NA,4060,0,10,34,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,61483,2,30534,229,38992,NA,NA,186,52147,NA,0,NA,73,0,587,3234,NA,34710,313045,140815,108157,37446,12994,146510,1263155,1654,1366638,142560,44486,1128,NA,2,NA,NA,733,34625,186,0,"12100302",NA,0,10,NA,NA,NA,21,874,NA,6855,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,138,0,8,5,NA,0,NA,NA,NA,154,NA,1,NA,NA,NA,34764,79,0,NA,NA,NA,8,NA,NA,0,NA,NA,0,0,NA,26,400,NA,10,0,2,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,188847,0,14,0,623,NA,NA,11,333898,NA,2,NA,0,1,9341,324986,NA,45951,167641,15306,5017,1066,1636,591525,255215,17929,339028,971089,126129,8915,NA,0,NA,NA,1,40118,35889,0,"12100102",NA,0,0,NA,NA,NA,0,426,NA,617,0,NA,0,NA,NA,NA,NA,0,686,NA,NA,18,0,0,0,NA,9,NA,NA,NA,21,NA,17,NA,NA,NA,318354,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,513,0,NA,0,7152,NA,224149,0,6,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,97,9,66,13,891,NA,NA,0,1239,NA,0,0,0,0,54,563,NA,993,30249,4640,1257,274,1592,158088,650288,26,1485776,4750,4873,155,NA,3,NA,NA,2,1421,1,0,"12110101",NA,0,7,NA,NA,NA,3,9,NA,868,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,7,0,0,1,NA,0,NA,NA,NA,99,NA,4,NA,NA,NA,786,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,10,0,NA,4,891,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,99,2,32,4,1633,NA,NA,0,150,NA,0,0,0,0,32,606,NA,519,11868,2427,695,112,1673,85580,228825,22,2300735,2592,2800,112,NA,1,NA,NA,0,613,0,0,"12110102",NA,0,0,NA,NA,NA,0,3,NA,559,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,4,0,0,0,NA,0,NA,NA,NA,290,NA,0,NA,NA,NA,225,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,2,13,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,7192,3,14996,3993,30960,NA,NA,0,9617,NA,0,0,172,0,185,44877,NA,6173,198745,41450,7095,956,40884,9582,18330,269,4104061,550282,131729,13723,NA,6,NA,NA,77,39904,3,0,"12110103",NA,0,101,NA,NA,NA,1177,233,NA,90930,0,NA,22,NA,NA,NA,NA,311,2,NA,NA,47,0,5241,16,NA,0,NA,NA,NA,25,NA,374,NA,NA,NA,31288,25,0,NA,NA,NA,2,NA,NA,4,NA,NA,6,0,NA,4,2633,NA,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,512,1,623,185,8841,NA,NA,265,1648,NA,0,0,76,0,318,5763,NA,4679,129734,58027,7457,902,5890,4116,5873,75,3967930,208772,45287,4945,NA,1,NA,NA,3,5634,0,0,"12110104",NA,0,1,NA,NA,NA,19,3,NA,12441,0,NA,0,NA,NA,NA,NA,4,0,NA,NA,218,14,228,15,NA,0,NA,NA,NA,69,NA,23,NA,NA,NA,4264,2,0,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,NA,2,35,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,892,0,1109,42,4921,NA,NA,0,11421,NA,0,0,34,0,1680,1067,NA,8991,120095,215678,32095,1383,43417,3194,2329,146,7744489,1265768,87823,34658,NA,0,NA,NA,8,9192,58,0,"12110105",NA,0,6,NA,NA,NA,3,328,NA,776,0,NA,1,NA,NA,NA,NA,0,0,NA,NA,643,3,0,1,NA,3,NA,NA,NA,4,NA,20,NA,NA,NA,14430,23,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,80,NA,2,0,47,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,112470,49,61931,7490,186306,NA,NA,6,48603,NA,0,0,66,6,236,70476,NA,4100,253837,33928,11692,3238,3419,79829,1185504,803,4098462,124653,65547,1243,NA,5,NA,NA,572,129932,253,0,"12110106",NA,2,105,NA,NA,NA,1255,935,NA,92078,0,NA,2,NA,NA,NA,NA,4,0,NA,NA,47,0,1198,2196,NA,0,NA,NA,NA,240,NA,1888,NA,NA,NA,147332,3684,0,NA,NA,NA,0,NA,NA,5,NA,NA,0,0,NA,1061,190,NA,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,71463,11,16322,174,50331,NA,NA,6,62246,NA,0,0,6,0,125,16447,NA,5173,163863,8217,2840,742,2628,64923,773134,599,1686652,85051,21070,596,NA,1,NA,NA,49,75890,42,6,"12110107",NA,0,31,NA,NA,NA,38,78,NA,21577,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,36,0,174,827,NA,0,NA,NA,NA,184,NA,38,NA,NA,NA,53758,84,0,NA,NA,NA,16,NA,NA,0,NA,NA,1,0,NA,403,388,NA,8,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,12809,0,36665,87,53551,NA,NA,0,25593,NA,0,0,16,0,5623,7378,NA,88712,65081,67563,10918,895,14894,1404,171,76,2490578,496028,25600,18493,NA,0,NA,NA,94,60961,75,0,"12110108",NA,0,6,NA,NA,NA,4,897,NA,6636,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,92,0,236,42,NA,0,NA,NA,NA,2,NA,1958,NA,NA,NA,15554,5105,0,NA,NA,NA,7,NA,NA,0,NA,NA,0,0,NA,0,140,NA,1,0,45,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,26841,0,22525,900,45168,NA,NA,3,101434,NA,0,0,196,0,602,6197,NA,3359,100548,43707,5095,533,5223,21363,27327,1309,1571579,336535,22090,2178,NA,1,NA,NA,143,65117,61,0,"12110109",NA,0,2,NA,NA,NA,4,1003,NA,6110,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,14,0,5,2,NA,0,NA,NA,NA,20,NA,420,NA,NA,NA,33713,5972,0,NA,NA,NA,35,NA,NA,0,NA,NA,0,0,NA,1,103,NA,7,0,7,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,31406,0,10694,1206,90067,NA,NA,0,134308,NA,0,0,255,0,1367,5162,NA,8138,137389,82580,14600,1646,26634,116288,4017,952,2174746,1006552,49052,4413,NA,0,NA,NA,232,67582,379,0,"12110110",NA,0,11,NA,NA,NA,0,564,NA,4810,0,NA,52,NA,NA,NA,NA,0,0,NA,NA,942,0,0,2,NA,9,NA,NA,NA,30,NA,7,NA,NA,NA,31491,6520,0,NA,NA,NA,49,NA,NA,1,NA,NA,1,0,NA,0,1438,NA,22,0,1,420,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,61969,0,3413,111,3120,NA,NA,8,246846,NA,0,2,322,0,238,4712,NA,67972,105512,92775,23810,3285,13443,30650,1450,343,2016519,691272,55895,55141,NA,3,NA,NA,132,142880,300,0,"12110111",NA,0,29,NA,NA,NA,0,711,NA,1012,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,3339,41,0,1,NA,7,NA,NA,NA,2,NA,21,NA,NA,NA,108228,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,2,0,NA,0,321,NA,521,2,0,61,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,181544,3294,0,15,37,13,NA,NA,0,19342,NA,0,0,2,0,41,1136,NA,6765,10177,9124,11847,4073,19918,10697,202,151,24516,11043,3708,50847,NA,0,NA,NA,16,54193,47,0,"12110201",NA,0,0,NA,NA,NA,0,105,NA,6,170,NA,0,NA,NA,NA,NA,0,3,NA,NA,1,24,0,0,NA,0,NA,NA,NA,7,NA,13,NA,NA,NA,79145,0,39,NA,NA,NA,0,NA,NA,0,NA,NA,0,77,NA,0,10,NA,54,11,0,10,1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,1054,13069,0,616,1,1893,NA,NA,9,51721,NA,1,0,9881,0,131,19285,NA,2497,152739,48820,22147,6387,8490,13676,1701,416,2400901,500300,23222,6577,NA,0,NA,NA,146,266545,322,0,"12110204",NA,0,39,NA,NA,NA,0,236,NA,846,2,NA,0,NA,NA,NA,NA,0,0,NA,NA,2770,50,0,1,NA,0,NA,NA,NA,0,NA,21,NA,NA,NA,106209,0,1,NA,NA,NA,0,NA,NA,6,NA,NA,8,0,NA,0,65,NA,70,0,0,212,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,282859,58695,0,2626,51,2610,NA,NA,6,115790,NA,2,1,20462,0,587,16038,NA,9333,184178,39746,8117,851,78493,25897,36675,345,2694177,913849,61707,87604,NA,2,NA,NA,5022,871852,2034,0,"12110205",NA,0,124,NA,NA,NA,0,2469,NA,1059,30,NA,0,NA,NA,NA,NA,1,0,NA,NA,1455,192,0,5,NA,1,NA,NA,NA,2,NA,48,NA,NA,NA,603592,8,0,NA,NA,NA,0,NA,NA,11,NA,NA,5,2,NA,0,140,NA,434,1,1,207,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,1242,0,6179,1,804,NA,NA,0,41337,NA,0,0,7432,0,63,3025,NA,3776,102704,13322,3972,541,8743,16740,16114,41,1202983,1242269,7637,1654,NA,0,NA,NA,78,19856,379,0,"12110206",NA,0,285,NA,NA,NA,0,507,NA,855,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,20,7,0,0,NA,2,NA,NA,NA,0,NA,11,NA,NA,NA,5923,0,0,NA,NA,NA,1,NA,NA,2,NA,NA,0,0,NA,0,117,NA,99,2,0,33,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,596866,11204,0,340,12,260,NA,NA,1,17047,NA,0,1,3,0,333,2514,NA,25567,59900,53577,99124,42728,23835,2607,237,29,45293,18935,6823,43215,NA,0,NA,NA,90,201288,104,0,"12110202",NA,0,0,NA,NA,NA,0,172,NA,93,123,NA,0,NA,NA,NA,NA,1,12,NA,NA,32,79,0,6,NA,0,NA,NA,NA,0,NA,113,NA,NA,NA,195759,0,12,NA,NA,NA,0,NA,NA,3,NA,NA,0,8,NA,0,2,NA,438,3,0,15,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,458047,454,0,5,1,95,NA,NA,0,2338,NA,0,0,0,0,7,1513,NA,2956,14828,5903,7096,2020,16128,2755,295,5,166856,60866,14656,118084,NA,0,NA,NA,0,7077,114,0,"12110203",NA,0,0,NA,NA,NA,0,11,NA,10,2,NA,0,NA,NA,NA,NA,0,9,NA,NA,0,2,0,0,NA,1,NA,NA,NA,4,NA,0,NA,NA,NA,18264,0,2,NA,NA,NA,0,NA,NA,8,NA,NA,0,0,NA,0,0,NA,32,0,0,1,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,1513322,10139,0,632,4,1971,NA,NA,5,47498,NA,5,0,319,0,692,4007,NA,6145,284465,37506,4765,355,192232,163606,194606,628,3343656,4602358,76805,162106,NA,0,NA,NA,643,75020,470,0,"12110207",NA,0,7,NA,NA,NA,0,1715,NA,1458,6,NA,1,NA,NA,NA,NA,0,0,NA,NA,32,93,2,2,NA,5,NA,NA,NA,1,NA,84,NA,NA,NA,26256,0,5,NA,NA,NA,0,NA,NA,10,NA,NA,1,2,NA,3,71,NA,1104,8,0,324,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
