"layer","zone","Background","Corn","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Soybeans","Buckwheat","Christmas Trees","Canola","Millet","Peas","HUC","Sweet Corn","Sorghum","Other Crops","Misc Vegs & Fruits","Sod/Grass Seed","Apples","Dry Beans","Pumpkins","Other Tree Crops","Cranberries","Squash","Dbl Crop Corn/Soybeans","Sunflower","Tobacco","Peppers","Turnips","Durum Wheat","Cucumbers","Tomatoes","Peaches","Grapes","Pears","Eggplants","Onions","Greens","Cabbage","Herbs","Carrots","Asparagus","Strawberries","Speltz","Cherries","Triticale","Nectarines","Plums","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Caneberries","Garlic","Lettuce","Dbl Crop Soybeans/Oats","Other Small Grains","Dbl Crop Oats/Corn","Dbl Crop Barley/Soybeans","Vetch","Sweet Potatoes","Dbl Crop WinWht/Corn","Cotton","Dbl Crop Barley/Corn","Watermelons","Cantaloupes","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Sorghum","Radishes","Switchgrass","Sugarbeets","Peanuts","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Rape Seed","Flaxseed","Rice","Olives","Oranges","Citrus","Sugarcane","Walnuts","Celery","Cauliflower","Mint","Camelina","Gourds","Safflower","Mustard","Lentils","Perennial Ice/Snow ","Pistachios","Dbl Crop Lettuce/Cotton","Apricots","Honeydew Melons","Dbl Crop Durum Wht/Sorghum","Almonds","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Chick Peas","Hops","Pomegranates"
1,21,4077277,19,25144,66740,74612,130,3226,47216,7786,20,1,84021,327601,41512,21208,3064,290,210,3572,3622454,10,1423778,201354,9812,7594,NA,0,0,0,0,1035,NA,220,"17020001",3,NA,0,0,27,275,26,0,NA,NA,0,NA,0,NA,0,0,1,0,0,1,7,1,NA,0,0,NA,0,0,0,0,0,8,77,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA
1,1,NA,257,393,7324,3860,0,1249,20302,149024,1787,NA,1693,52211,124630,97704,30045,8173,67615,753,2318089,82,2894548,303256,20638,4811,NA,0,0,NA,NA,11,NA,25,"17030001",4803,NA,8,6,78,26482,87,81,NA,NA,0,NA,0,NA,2,0,NA,23,0,213,1399,550,NA,104,NA,NA,420,0,13,NA,0,7834,68,NA,42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,50,NA,NA,0,0,NA,4556,NA,NA,1,NA,NA,NA,NA,NA,NA,62,NA
1,2,NA,208246,2303,36101,107370,268,185,158500,21660,20702,NA,119881,20319,257291,224425,77380,11478,1920,331,817352,1506,4598576,559119,78308,51674,NA,119,37,NA,NA,80,NA,832,"17030003",5094,NA,68,10,1557,356347,5032,1869,NA,NA,1090,NA,40,NA,3227,1,NA,798,107,5960,369231,22676,NA,3427,NA,NA,28627,246,5664,NA,3,64670,1856,NA,405,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,108,NA,NA,NA,3,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,14294,NA,NA,1,2,NA,4,NA,NA,667,NA,NA,NA,NA,NA,NA,93494,NA
1,3,NA,38,21,105,286,0,105,3096,908,5,NA,285,19428,46714,35919,5736,1171,50605,485,2137199,82,748238,64506,6998,4023,NA,0,0,NA,NA,0,NA,0,"17030002",39,NA,0,0,0,41598,4,13,NA,NA,0,NA,2,NA,6,0,NA,0,0,145,592,1122,NA,1,NA,NA,14,0,1,NA,0,3713,1,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,5181,NA,NA,3,NA,NA,NA,NA,NA,NA,16,NA
1,1,NA,1078,123353,96636,177680,148,8165,206568,16358,114326,410,88035,67593,122320,42814,21907,2170,896,123070,533440,4033,2138159,829141,98489,2696,NA,NA,0,NA,0,0,NA,381,"17040208",0,16,1,NA,461,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,2,0,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,NA,NA,NA,NA,2211,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2367,767,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,749,7,6,0,48,3506,0,0,0,211,13519,24414,5831,1168,58,12729,27438,2378347,3184,1543844,447739,55052,33891,NA,NA,0,NA,0,0,NA,0,"17040103",0,0,0,NA,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,19216,40853,38705,72652,0,6406,165598,22133,11126,0,94936,1587,53130,5210,507,8,384,25744,381556,0,2315221,945312,2198,68,NA,NA,0,NA,0,0,NA,2,"17040210",9,0,4,NA,389,0,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,0,0,NA,NA,6,NA,NA,0,0,NA,NA,NA,NA,5509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,33922,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,38,60895,52648,2922,0,41,39610,4442,3074,0,3127,59388,19006,2811,184,12,6273,77453,1265508,311,916368,142365,11986,1508,NA,NA,0,NA,0,3,NA,15,"17040104",0,0,0,NA,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,0,3074,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,25157,313128,94053,16223,0,499,199974,17017,74315,0,18056,15644,57284,17236,2569,34,230,5339,14809,6,466633,178475,47981,948,NA,NA,0,NA,0,4549,NA,24,"17040201",0,0,0,NA,59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,81,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,4,28093,7459,1864,0,8,12062,416,10798,0,547,66269,13203,2813,338,3,1671,26213,1706534,231,1147214,36909,9664,78846,NA,NA,0,NA,0,523,NA,850,"17040202",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,537,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,1896,45437,66233,24029,0,364,36381,4410,10018,0,22957,8287,19949,5465,1557,23,63,111065,255649,41,1005246,269541,2975,99214,NA,NA,0,NA,0,8,NA,73,"17040205",0,0,0,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,33631,184800,349014,372897,0,3483,317260,25431,360459,0,124948,141887,153086,46110,15843,2424,550986,18607,83502,275,2622849,534211,118386,1203,NA,NA,0,NA,0,164,NA,237,"17040206",0,0,0,NA,816,0,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,3935,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,145548,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,1578,120,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,10151,127954,46891,76514,2,692,110799,9814,51891,56,30555,61492,63655,21445,5515,390,369,92584,609655,130,1864204,415060,18301,35212,NA,NA,0,NA,0,15,NA,298,"17040207",0,0,0,NA,30,0,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1322,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,7,673,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,93468,190779,202018,274500,1,5881,300676,24507,231001,0,197578,82315,149025,34252,8412,309,1547183,9273,121128,46,5113842,715235,3174,399,NA,NA,1,NA,0,0,NA,1645,"17040209",32,1,147,NA,247,0,40919,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,NA,NA,0,0,NA,NA,611,NA,NA,0,4,NA,NA,NA,NA,3447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,360,NA,NA,NA,NA,NA,NA,298148,NA,NA,NA,NA,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,15461,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,531532,266024,40827,161716,1664,22293,576333,13191,127507,0,179591,28983,248535,64719,25320,4795,96,1460,25354,0,3657002,958155,3867,82,NA,NA,0,NA,79,0,NA,25118,"17040212",17554,116,579,NA,4,7,206689,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,6,18,NA,NA,717,NA,NA,265,130,NA,NA,NA,NA,3781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,NA,93,NA,NA,NA,NA,NA,NA,140292,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,1680,45494,131051,6311,0,1770,156809,9615,123636,0,28469,20187,44518,8201,504,0,5351,566,470512,128,2411184,127657,15910,44497,NA,NA,0,NA,0,60,NA,26,"17040214",13,0,0,NA,34,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,5743,81997,64112,1903,0,1573,209184,7142,10816,0,21904,83,37654,6053,829,10,17139,23,217758,4,2588336,66181,205,949,NA,NA,0,NA,0,34,NA,1,"17040215",55,0,0,NA,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,578,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,3,50,29,40,0,39,1600,29,2,0,440,16,6560,5621,2987,42,81238,3,267027,0,1366898,14823,158,798,NA,NA,0,NA,0,0,NA,0,"17040216",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,293,22240,3464,14318,0,5647,65967,7057,251,0,7845,375,9207,9381,10111,116,147878,0,477232,35,1882277,108520,235,503,NA,NA,0,NA,0,0,NA,0,"17040217",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,358,54506,14561,2551,2,6349,97317,12025,4934,0,38335,6654,36879,32609,9490,382,317473,155,793347,841,5298003,220843,7564,23566,NA,NA,0,NA,0,1,NA,0,"17040218",0,0,3,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,81623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,85894,17554,5532,7463,24,2089,114954,1365,6957,0,23415,7710,43733,22899,5861,709,40552,318,982752,6,2207961,453646,16007,17592,NA,NA,0,NA,5,0,NA,15,"17040219",187,0,1,NA,0,0,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,7,NA,NA,9,1,NA,NA,NA,NA,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,6153,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,50469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,44,54154,12115,372,51,2530,365563,15351,24,0,7631,4381,17583,3145,380,5,629,122,134894,0,1239422,92875,18274,4475,NA,NA,0,NA,0,0,NA,892,"17040220",10,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,51393,65791,7986,12213,11,3613,177429,3030,7755,0,33515,2932,49843,14398,2202,369,52635,528,245686,0,2551519,177684,17349,5884,NA,NA,0,NA,10,0,NA,14,"17040221",802,0,0,NA,0,0,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,0,NA,NA,8,NA,NA,4,10,NA,NA,NA,NA,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,11320,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,16672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,41611,44447,12263,79679,0,4383,60384,2454,53700,0,32772,3160,30865,4577,680,21,42,6996,211104,0,2146165,306847,1137,4,NA,NA,0,NA,0,0,NA,19,"17040211",0,0,8,NA,4,3,16858,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,18,NA,NA,0,0,NA,NA,NA,NA,2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,44239,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,NA,0,41721,87,141,0,1824,133589,1066,30,0,9825,5434,26078,5646,802,44,385,53159,1057311,1068,841615,342007,10197,32778,NA,NA,0,NA,0,0,NA,0,"17040105",0,0,0,NA,477,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,4,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,855,345420,191621,19251,0,432,181724,21466,145009,0,18986,4212,62011,12424,1279,195,4144,71055,961494,1732,618430,421777,52418,36071,NA,NA,0,NA,0,2115,NA,580,"17040204",0,0,0,NA,975,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28155,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,0,786,96,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,NA,38129,17994,971,7853,42,1220,34985,2896,4524,0,21571,14053,23582,7210,2178,67,7,12132,132808,0,5832857,129128,5635,46,NA,NA,0,NA,0,0,NA,1041,"17040213",2581,1230,0,NA,0,0,10677,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,NA,5,NA,NA,17,0,NA,NA,NA,NA,2539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,27,NA,NA,NA,NA,NA,NA,3858,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,NA,2591,251572,90931,11939,0,1239,132027,4360,84012,0,3463,16802,35716,10487,1381,43,45073,12813,894132,117,1385866,188497,55107,8070,NA,NA,0,NA,0,1249,NA,909,"17040203",1,0,0,NA,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,290,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,NA,0,16,0,0,0,0,210,0,0,0,0,4292,2848,226,5,0,11533,6420,937778,4204,568148,239080,16023,6024,NA,NA,0,NA,0,0,NA,0,"17040102",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,26,NA,0,53,9,0,0,1,114,0,0,0,2,200459,12326,1069,125,20,40432,2499,2304784,8306,1915762,349753,40721,40537,NA,NA,0,NA,0,0,NA,0,"17040101",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,6424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,9184,522,4355,15230,1437,328,47613,42879,498,354,27957,77440,22656,7704,1465,78,6702,0,1174876,0,1774853,513738,554,2332,NA,NA,0,NA,NA,0,NA,242,"17050201",111,14,161,2,6,40,4046,2,0,NA,0,NA,0,NA,0,8,0,NA,NA,3,1,0,NA,6310,4,0,136,1,1,NA,NA,76,292,0,19,0,NA,NA,0,25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,40,NA,5314,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA
1,2,0,169,136,1278,711,6,73,12421,26303,11,3,744,4465,22601,5914,1027,3,276,0,903521,0,2088797,78519,461,16211,NA,NA,0,NA,NA,0,NA,6,"17050202",0,0,6,0,2,32,17,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,46,0,0,87,0,0,NA,NA,6,75,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,0,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
1,3,0,2914,5863,39427,39127,15,2316,152106,254418,21449,3,9927,19163,54408,15645,3252,49,33198,0,1737823,0,2381535,120043,2902,12408,NA,NA,0,NA,NA,28,NA,42,"17050203",4,0,18,4,203,18,825,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,2,1,0,NA,440,0,0,2123,24,0,NA,NA,18,1219,0,5,0,NA,NA,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,44,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1034,0,NA,50,801,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
1,4,0,91870,6353,18104,68104,21433,285,141005,14478,32948,0,108872,40751,86536,25600,14478,3440,431,4,49795,0,4555042,651624,2872,4105,NA,NA,0,NA,NA,0,NA,1138,"17050101",1604,0,930,0,32,0,7728,0,0,NA,0,NA,0,NA,0,0,508,NA,NA,19,0,0,NA,12,0,0,10641,19,0,NA,NA,0,4989,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,23159,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2455,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
1,5,0,0,72,37,0,2,1,351,3,0,0,0,1229,1931,1826,53,0,39776,94,1043596,0,1061230,241,165,204,NA,NA,0,NA,NA,0,NA,0,"17050111",0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,35768,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
1,6,0,49,13,3,58,0,10,486,20,0,0,124,15978,4257,4344,626,24,4087,362,939873,0,814451,2143,53,13,NA,NA,0,NA,NA,0,NA,0,"17050112",0,0,0,0,1,1,1,1,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,15,0,0,NA,NA,0,2,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
1,7,0,93,743,358,2718,20,1532,23048,436,1103,0,3034,23390,9219,2325,327,2,14728,19,1529446,0,2105431,10743,6453,687,NA,NA,0,NA,NA,0,NA,0,"17050113",1,2,0,0,0,0,19,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,9,0,0,7,0,0,NA,NA,0,18,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,23649,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
1,8,0,195150,10026,11791,155496,6,1600,248536,5777,14908,521,133590,47810,333692,203042,43935,4730,3026,3,37384,0,1569696,540963,7829,7072,NA,NA,84,NA,NA,0,NA,11028,"17050114",12986,93,3474,18,1647,3626,65670,101,0,NA,0,NA,0,NA,23,3381,0,NA,NA,1835,640,75,NA,34138,0,0,43993,4867,0,NA,NA,964,3924,35,163,295,NA,NA,0,362,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,412,NA,46464,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,0,3,0,9,NA,NA,612,NA,NA,NA,NA,NA,NA,5262,NA
