"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Peas","Blueberries","Radishes","HUC","Apples","Sorghum","Millet","Misc Vegs & Fruits","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Pumpkins","Tobacco","Dry Beans","Other Crops","Triticale","Peppers","Squash","Sunflower","Grapes","Sweet Potatoes","Cucumbers","Herbs","Strawberries","Peaches","Other Tree Crops","Cranberries","Dbl Crop WinWht/Soybeans","Onions","Dbl Crop WinWht/Corn","Pears","Speltz","Dbl Crop Oats/Corn","Plums","Nectarines","Greens","Asparagus","Cantaloupes","Dbl Crop Barley/Soybeans","Cotton","Vetch","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Rape Seed","Watermelons","Carrots","Lettuce","Dbl Crop Corn/Soybeans","Cabbage","Turnips","Eggplants","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Switchgrass","Cherries","Peanuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Celery","Olives","Sugarcane","Citrus","Oranges","Honeydew Melons","Cauliflower","Camelina","Walnuts","Mint","Gourds","Flaxseed","Durum Wheat","Dbl Crop Soybeans/Cotton","Other Small Grains","Safflower","Lentils","Perennial Ice/Snow ","Pistachios","Caneberries","Apricots","Almonds","Dbl Crop Lettuce/Cantaloupe","Garlic","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Pomegranates"
1,11,474,123517,27480,0,0,563,143,0,0,NA,17,222050,NA,NA,0,0,366375,NA,24200,122686,27151,9281,2507,3491,144696,66846,16470,84481,866568,391509,123466,NA,0,NA,NA,"12090401",NA,50049,0,NA,NA,19482,312,NA,NA,NA,NA,0,0,NA,246,0,0,NA,0,0,NA,0,0,NA,367,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,166194,NA,0,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,373,0,194434,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,1813,0,901,0,516555,2,1010,6149,NA,660,12545,NA,NA,0,0,24732,NA,9701,191420,9081,4341,1310,128,26701,47193,71,2122898,4273,279,10,NA,0,NA,NA,"12090101",NA,59405,3,NA,NA,354,0,NA,NA,NA,NA,0,2314,NA,0,1799,0,NA,0,6,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,284554,NA,134,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,539,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,697,0,373,0,35226,0,115,0,NA,0,34,NA,NA,0,0,6672,NA,16937,110908,32476,21437,8180,1117,7527,5823,12,3542737,23,1192,0,NA,9,NA,NA,"12090102",NA,7062,0,NA,NA,0,0,NA,NA,NA,NA,0,6,NA,0,18,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,46651,NA,833,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,110,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,533,0,0,0,150450,0,35,0,NA,19,74,NA,NA,0,0,10039,NA,1508,186567,34738,7682,888,1998,1346,510,12,6777847,292,1565,185,NA,0,NA,NA,"12090103",NA,15559,0,NA,NA,0,0,NA,NA,NA,NA,0,12,NA,0,15,0,NA,0,0,NA,0,0,NA,0,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,543864,NA,813,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,448,10036,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,14,0,0,0,48171,0,24,0,NA,22,178,NA,NA,0,0,3776,NA,4718,111312,44939,15269,5880,1034,5929,3982,55,3899047,42298,118,25,NA,0,NA,NA,"12090104",NA,8892,0,NA,NA,3,0,NA,NA,NA,NA,0,237,NA,0,3,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,76704,NA,11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,401,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,18965,0,276,0,397300,0,691,73,NA,427,9599,NA,NA,0,0,11032,NA,5735,175131,19763,11516,2576,331,8077,6805,22,2082185,491,304,865,NA,0,NA,NA,"12090105",NA,135410,0,NA,NA,838,0,NA,NA,NA,NA,0,387,NA,0,54,0,NA,0,490,NA,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,656541,NA,699,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,1359,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,24831,0,3910,0,505715,14,46252,6820,NA,2,36481,NA,NA,0,0,144284,NA,45067,301601,10268,2319,616,255,60823,279210,2,3986546,172519,232,3566,NA,412,NA,NA,"12090106",NA,75987,2,NA,NA,2373,0,NA,NA,NA,NA,0,516,NA,0,0,3,NA,0,15,NA,1,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71117,NA,818,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10036,427,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,4368,0,58,2,215815,173,31060,1943,NA,5,66339,NA,NA,0,0,104736,NA,26780,270749,23134,7212,4463,1305,59619,296963,12,2702589,221237,3614,7,NA,2,NA,NA,"12090107",NA,33474,9,NA,NA,1674,0,NA,NA,NA,NA,2,1446,NA,0,0,4,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5713,NA,1742,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2543,132,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,7,0,0,0,1948,0,92,1,NA,2,293,NA,NA,0,0,540,NA,746,36498,7544,2330,321,29,116824,85222,0,2432246,138,625,0,NA,0,NA,NA,"12090203",NA,260,0,NA,NA,94,0,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,176,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,131680,162,0,1862,16119,2,28939,0,NA,34,246122,NA,NA,0,2,9147,NA,80622,390016,85881,52482,13721,5129,1067625,466100,198381,1510293,1760562,174631,3050,NA,24,NA,NA,"12090301",NA,39704,2,NA,NA,440,68,NA,NA,NA,NA,0,0,NA,0,7,0,NA,0,0,NA,1,0,NA,65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26914,NA,204,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9656,0,644,NA,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1849,0,6,61,2741,7,8875,NA,NA,0,7123,NA,NA,0,0,10013,NA,42844,218990,41639,12684,3027,1648,92546,1189684,8,2449293,36000,481,30,NA,0,NA,NA,"12100201",NA,2155,0,NA,NA,7,0,NA,NA,NA,NA,NA,134,NA,0,79,NA,NA,19,0,NA,2,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,NA,2,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,8,7,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,120225,16,39,3396,14519,100,10350,NA,NA,0,150194,NA,NA,0,1,13214,NA,36078,360226,71391,32531,13429,17981,835387,326115,65018,2254149,1581310,184124,1626,NA,2,NA,NA,"12100202",NA,50273,0,NA,NA,196,1,NA,NA,NA,NA,NA,0,NA,0,551,NA,NA,34,0,NA,12,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9822,NA,4,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,17,1433,0,0,NA,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,94627,24,0,2947,15962,7,24469,NA,NA,2,72940,NA,NA,0,0,19008,NA,19952,319829,44347,24455,8949,8193,390259,537451,10329,1631597,529413,64486,345,NA,3,NA,NA,"12100203",NA,58261,2,NA,NA,149,0,NA,NA,NA,NA,NA,1,NA,0,68,NA,NA,7,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31283,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1714,0,0,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,24141,3108,0,1839,823,0,2278,NA,NA,0,67830,NA,NA,0,16,803,NA,32547,147133,33163,18590,6583,2181,430349,41417,2948,747248,1146558,135297,17372,NA,0,NA,NA,"12100204",NA,11674,1,NA,NA,136,186,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,7,NA,0,NA,NA,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24932,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,136,0,343,NA,0,9,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,6000,3,39,500,1645,237,6531,NA,NA,0,8352,NA,NA,0,0,2955,NA,24245,271701,254789,179085,104563,7480,55167,108710,2017,282667,98602,29725,245,NA,0,NA,NA,"12100301",NA,12297,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,650,NA,NA,0,1,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,70,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,77016,290,37,14423,2595,719,18724,NA,NA,0,197253,NA,NA,0,0,15820,NA,11849,152594,60392,10353,1953,12360,297076,6007,7070,1661677,1475714,121216,18772,NA,166,NA,NA,"12100303",NA,59470,407,NA,NA,861,228,NA,NA,NA,NA,NA,60,NA,0,38,NA,NA,0,16,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48025,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,9,55,0,9,NA,0,16,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,68410,4,53,10739,21063,976,23038,NA,NA,0,54514,NA,NA,0,0,23771,NA,4606,186205,71151,44830,13337,8020,170508,312915,1534,891794,465783,23120,613,NA,14,NA,NA,"12100304",NA,50726,0,NA,NA,1064,0,NA,NA,NA,NA,NA,13,NA,0,1120,NA,NA,5,4,NA,19,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7792,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,71,77,1,0,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,159143,315050,52263,0,0,71,6663,179,NA,NA,0,53027,NA,NA,0,0,17463,NA,32782,97322,23093,16426,4358,2347,88268,45149,3575,190314,910925,78971,142474,NA,0,NA,NA,"12100402",NA,105114,0,NA,NA,1465,3542,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,6,NA,0,NA,NA,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207498,NA,0,NA,NA,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,0,64,0,18022,NA,27,6,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,177675,1532,261,0,0,0,0,0,NA,NA,0,4735,NA,NA,0,0,8,NA,8134,6904,1417,261,35,1234,6720,3388,1,19220,28250,38770,89324,NA,0,NA,NA,"12100404",NA,17469,0,NA,NA,0,447,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15489,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,16592,22513,39,0,466,100,8,582,NA,NA,0,47268,NA,NA,0,0,597,NA,5943,95775,20039,3634,539,3260,166597,3151,596,1552145,826111,40452,39955,NA,0,NA,NA,"12100406",NA,55125,0,NA,NA,185,955,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,0,2,NA,0,NA,NA,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84551,NA,0,NA,NA,0,0,NA,0,11,NA,NA,NA,NA,NA,NA,0,8,0,113,NA,0,4,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,3838,177332,1774,0,3764,1265,0,168,NA,NA,0,92568,NA,NA,5,0,4683,NA,4928,94188,34090,14006,3220,2572,44629,163,107,649920,435030,18387,42524,NA,14,NA,NA,"12100407",NA,384958,0,NA,NA,721,61,NA,NA,NA,NA,NA,293,NA,0,1,NA,NA,0,6,NA,0,NA,NA,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449782,NA,0,NA,NA,12,1,NA,33,2,NA,NA,NA,NA,NA,NA,0,2,0,25,NA,0,38,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,1177910,389753,50771,0,0,558,766,0,NA,NA,0,112621,NA,NA,0,0,50260,NA,74710,107633,23044,9764,3901,9538,66333,58267,4009,130347,707658,51313,253067,NA,0,NA,NA,"12100401",NA,103100,0,NA,NA,37931,13688,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471832,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,24,0,41784,NA,510,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,871060,5395,4256,0,0,6,215,1,NA,NA,0,4107,NA,NA,0,0,1834,NA,63719,27706,8545,3887,1408,5808,2557,729,24,30021,156299,42714,242521,NA,0,NA,NA,"12100403",NA,7935,0,NA,NA,27,1057,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11947,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,0,1436,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,928001,15229,544,0,0,0,0,8,NA,NA,0,14026,NA,NA,0,0,66,NA,17825,61767,31332,17574,4274,18540,38258,4848,20,507745,305205,85362,349343,NA,0,NA,NA,"12100405",NA,114324,0,NA,NA,5,123,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128097,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,71,NA,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,9,39908,1067,0,74,892,4,214,NA,NA,16,109320,NA,NA,0,40,3133,NA,19289,135409,19562,6596,2291,1775,481807,129810,8565,391715,1137802,84193,25252,NA,0,NA,NA,"12100101",NA,1749,0,NA,NA,297,97,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11463,NA,0,NA,NA,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,843,0,4968,NA,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,68933,0,354,14439,16914,1120,18356,NA,NA,83,37741,NA,NA,9,0,31472,NA,34965,317497,146711,107225,39432,12469,112727,1188804,1680,1479514,143515,48067,475,NA,0,NA,NA,"12100302",NA,31122,0,NA,NA,26,0,NA,NA,NA,NA,NA,5,NA,1,316,NA,NA,585,12,NA,29,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25003,NA,1,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,35,44,1,0,NA,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,211325,33907,0,0,485,173,313,NA,NA,10,319791,NA,NA,0,1,295509,NA,46222,168269,16452,5228,1024,1165,627282,209727,14895,343297,1015245,124568,10270,NA,0,NA,NA,"12100102",NA,31593,0,NA,NA,11694,863,NA,NA,NA,NA,NA,0,NA,0,3,NA,NA,0,0,NA,0,NA,NA,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306510,NA,4,NA,NA,12,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1360,23,234911,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,620,0,26,0,197,112,603,NA,NA,0,1856,NA,0,0,NA,897,NA,911,28336,4874,866,325,254,112323,624756,0,1565627,2773,2234,8,NA,0,NA,NA,"12110101",NA,1243,NA,NA,NA,2,0,NA,NA,NA,0,0,22,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,4,1,NA,NA,174,NA,NA,NA,NA,NA,NA,93,NA,8,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,864,1,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,50,0,1,60,62,41,1544,NA,NA,0,142,NA,0,0,NA,581,NA,456,20398,1355,692,60,1774,58460,187644,0,2366267,996,941,0,NA,0,NA,NA,"12110102",NA,631,NA,NA,NA,28,0,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,37,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,8,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,7289,0,0,17924,94336,3016,41027,NA,NA,2,4861,NA,0,16,NA,42643,NA,5975,205012,42413,7425,1019,26069,2840,15447,646,4173553,564215,87117,5293,NA,0,NA,NA,"12110103",NA,30111,NA,NA,NA,0,0,NA,NA,NA,9,0,65,NA,0,487,NA,NA,354,115,NA,13,NA,NA,NA,18,13,NA,NA,649,NA,NA,NA,NA,NA,NA,25214,NA,5,NA,NA,0,0,NA,0,42,NA,NA,NA,NA,NA,NA,0,2259,215,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,163,0,240,593,13243,45,14260,NA,NA,0,1060,NA,0,0,NA,3611,NA,8320,140737,58856,6546,846,7699,1281,5462,2,3963392,225946,26492,1493,NA,0,NA,NA,"12110104",NA,1667,NA,NA,NA,59,0,NA,NA,NA,0,0,0,NA,0,6,NA,NA,0,0,NA,0,NA,NA,NA,2,0,NA,NA,4,NA,NA,NA,NA,NA,NA,2806,NA,0,NA,NA,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,17,45,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,909,0,0,1492,470,441,5696,NA,NA,0,13129,NA,0,4,NA,5295,NA,11616,122700,207585,37796,1442,49860,1106,1444,727,7862988,1187177,56811,24413,NA,5,NA,NA,"12110105",NA,7226,NA,NA,NA,0,0,NA,NA,NA,10,0,24,NA,0,4,NA,NA,0,7,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,5668,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,0,0,NA,820,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,115865,0,0,39587,106583,6752,171845,NA,NA,12,37059,NA,0,884,NA,124398,NA,4390,278028,37759,11050,3230,3111,43839,1157083,970,4151192,128596,61541,692,NA,0,NA,NA,"12110106",NA,117786,NA,NA,NA,0,0,NA,NA,NA,51,0,318,NA,0,1877,NA,NA,1497,368,NA,0,NA,NA,NA,983,1343,NA,NA,68,NA,NA,NA,NA,NA,NA,120171,NA,1436,NA,NA,0,0,NA,0,11,NA,NA,NA,NA,NA,NA,3431,63,3005,0,NA,7,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,76798,0,0,6703,32329,40,49956,NA,NA,10,42836,NA,0,19,NA,50146,NA,4351,173846,9563,2557,806,1077,48163,728591,323,1747632,96370,21409,279,NA,0,NA,NA,"12110107",NA,43963,NA,NA,NA,7,0,NA,NA,NA,0,1,1,NA,0,16,NA,NA,21,5,NA,0,NA,NA,NA,2,109,NA,NA,0,NA,NA,NA,NA,NA,NA,48036,NA,2,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,128,152,0,NA,2,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,15023,0,2,46242,8250,2107,36084,NA,NA,1,13191,NA,0,719,NA,24229,NA,75219,63935,67163,12878,986,15722,1187,82,182,2512555,510819,19010,11102,NA,0,NA,NA,"12110108",NA,50868,NA,NA,NA,22,0,NA,NA,NA,705,0,1,NA,1,353,NA,NA,300,28,NA,0,NA,NA,NA,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,20622,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,4373,13,1,0,NA,14,0,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,27259,0,23,25869,12860,3299,45373,NA,NA,3,40741,NA,0,226,NA,69148,NA,3764,97160,48290,5079,539,6369,17763,28353,1288,1574134,350870,29701,2165,NA,0,NA,NA,"12110109",NA,34749,NA,NA,NA,12,0,NA,NA,NA,217,0,13,NA,5,56,NA,NA,1,209,NA,0,NA,NA,NA,148,0,NA,NA,0,NA,NA,NA,NA,NA,NA,29236,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,2514,1,2,0,NA,45,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,23308,0,185,7951,4690,17658,83299,NA,NA,1,88824,NA,0,6,NA,36499,NA,7524,134818,85633,15223,1670,17870,71069,1279,1088,2246743,1049138,48060,4919,NA,1,NA,NA,"12110110",NA,45130,NA,NA,NA,85,0,NA,NA,NA,49,0,2,NA,0,26,NA,NA,0,251,NA,0,NA,NA,NA,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,22066,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,761,157,0,0,NA,45,0,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,91522,16,0,4130,1049,333,2712,NA,NA,0,203183,NA,0,3,NA,13393,NA,66802,108342,91201,24044,3348,7357,27026,209,245,2019856,760276,34770,56865,NA,114,NA,NA,"12110111",NA,124490,NA,NA,NA,223,0,NA,NA,NA,0,0,5117,NA,0,7,NA,NA,0,193,NA,0,NA,NA,NA,33,0,NA,NA,0,NA,NA,NA,NA,NA,NA,90468,NA,0,NA,NA,9,1,NA,0,0,NA,NA,NA,NA,NA,NA,0,5,0,0,NA,0,7,8,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,181544,4182,18,0,13,42,4,0,NA,NA,0,15363,NA,0,0,NA,88,NA,7363,10223,9334,11896,4149,20812,4345,51,1,31749,13520,3499,48288,NA,0,NA,NA,"12110201",NA,62152,NA,NA,NA,94,113,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,19,0,NA,NA,0,NA,NA,NA,NA,NA,NA,74798,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
