"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Millet","Alfalfa","Other Hay/Non Alfalfa","Dry Beans","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Blueberries","Christmas Trees","Broccoli","Sweet Corn","Canola","Other Crops","Apples","Pumpkins","HUC","Sod/Grass Seed","Squash","Triticale","Winter Wheat","Cantaloupes","Sorghum","Sunflower","Tobacco","Strawberries","Cranberries","Misc Vegs & Fruits","Nectarines","Durum Wheat","Speltz","Tomatoes","Peaches","Peppers","Asparagus","Onions","Grapes","Other Tree Crops","Cabbage","Eggplants","Greens","Lettuce","Cherries","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Herbs","Plums","Dbl Crop Barley/Corn","Radishes","Dbl Crop Barley/Soybeans","Switchgrass","Pop or Orn Corn","Dbl Crop Oats/Corn","Turnips","Watermelons","Carrots","Dbl Crop WinWht/Corn","Dbl Crop WinWht/Sorghum","Cotton","Sugarbeets","Dbl Crop Soybeans/Oats","Dbl Crop Barley/Sorghum","Dbl Crop Corn/Soybeans","Vetch","Gourds","Peanuts","Forest","Wetlands","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Safflower","Walnuts","Sugarcane","Citrus","Oranges","Flaxseed","Camelina","Mint","Celery","Prunes","Cauliflower","Garlic","Mustard","Lentils","Rape Seed","Perennial Ice/Snow ","Other Small Grains","Honeydew Melons","Pistachios","Olives","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Pomegranates","Dbl Crop Durum Wht/Sorghum","Apricots","Caneberries","Hops","Pears","Cucumbers","Almonds"
1,4,0,630,NA,5,0,NA,15,3,2748,99,1,NA,NA,NA,515,22858,20972,21219,2677,142,3265,13303,1069018,18,2343119,47204,1279,256,NA,NA,NA,NA,NA,NA,5,0,"13030101",NA,0,3,65,NA,5,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,88,NA,28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,33,NA,NA,0,73,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,15477109,165,NA,6,0,NA,254,270,11182,7,117,NA,NA,NA,118231,0,11535,1867,690,37,4451,0,41647,46,4376087,255082,4,166,NA,NA,NA,NA,NA,NA,0,415,"13030201",NA,3,17,0,NA,3502,NA,NA,NA,NA,NA,NA,4877,NA,NA,NA,2810,NA,123,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7,NA,550,NA,NA,0,6949,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,6788604,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,38948,41,5,3,4,1804,4,76,0,1126979,0,867,0,NA,NA,NA,NA,0,NA,NA,NA,"13040212",NA,NA,0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,14179160,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,21,2,14,13,5,3,7043,663,35519,0,2998113,1,2362,0,NA,NA,NA,NA,0,NA,NA,NA,"13040205",NA,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,5,0,27,4,0,4,4644,0,30537,0,3678767,64465,0,0,NA,NA,NA,NA,0,NA,NA,NA,"13040206",NA,NA,0,17,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,0,NA,0,0,0,0,NA,1,NA,NA,NA,NA,NA,2,83,81,1,0,0,21449,0,19686,0,2464352,8087,15,2,NA,NA,NA,NA,0,NA,NA,NA,"13040207",NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,4961021,2,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,35,2,51,6,8,2,1841,0,240,0,2072503,92,57,0,NA,NA,NA,NA,0,NA,NA,NA,"13040208",NA,NA,0,52,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,89,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,6,0,22,2,0,1,554,0,778,0,2910187,34672,1,1,NA,NA,NA,NA,0,NA,NA,NA,"13040209",NA,NA,0,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,1,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,48,0,30,20,15,2,4091,0,474,0,2538966,61,14,0,NA,NA,NA,NA,0,NA,NA,NA,"13040210",NA,NA,0,81,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,158,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,1,NA,0,0,2,0,NA,0,NA,NA,NA,NA,NA,24,0,75,4,1,0,128,0,1072,0,2303181,10842,36,2,NA,NA,NA,NA,0,NA,NA,NA,"13040211",NA,NA,0,186,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,1,NA,0,0,0,2550,NA,0,NA,NA,NA,NA,NA,1085,14,494,432,554,177,86,9046,2742,0,7566317,297,58,0,NA,NA,NA,NA,15,NA,NA,NA,"13040301",NA,NA,2,10511,NA,715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9699,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,0,NA,0,0,0,4,NA,0,NA,NA,NA,NA,NA,11,52311,142,117,39,6,178,6289,2747,3,2447453,188,1203,0,NA,NA,NA,NA,0,NA,NA,NA,"13040302",NA,NA,0,175,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,51,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,0,NA,1,0,0,5,NA,0,NA,NA,NA,NA,NA,474,1,707,574,190,8,17,15983,29310,0,2050598,215,7,0,NA,NA,NA,NA,0,NA,NA,NA,"13040303",NA,NA,0,283,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,6301409,0,NA,0,0,0,0,NA,2,NA,NA,NA,NA,NA,5,107,3,6,0,0,17732,84,94,0,1742468,0,1,0,NA,NA,NA,NA,0,NA,NA,NA,"13040203",NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,58,103,45,17,17,2,156255,3,19794,0,2951548,39776,0,0,NA,NA,NA,NA,0,NA,NA,NA,"13040204",NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,0,NA,0,0,0,0,NA,2,NA,NA,NA,NA,NA,114,0,686,48,3,0,8371,26,7501,0,3659729,817811,17,0,NA,NA,NA,NA,0,NA,NA,NA,"13040202",NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,3780761,3923,NA,0,7063,0,0,NA,19226,NA,NA,NA,NA,NA,2617,920,27204,158323,81785,23665,101090,0,71,0,4471130,35610,4,1,NA,NA,NA,NA,0,NA,NA,NA,"13040100",NA,NA,0,952,NA,516,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,160475,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1104,NA,54973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,4282906,0,NA,0,0,0,170,NA,1390,NA,NA,NA,NA,NA,13191,93,231,1443,237,0,15507,328,21386,0,6197250,18730,25526,319,NA,NA,NA,NA,0,NA,NA,NA,"13040201",NA,NA,0,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,43056,NA,64,0,NA,1470,NA,65112,20364,3147,NA,NA,NA,105578,2097,134985,7555,1683,179,27577,11871,836840,44,925280,4784957,32,386,NA,NA,NA,NA,NA,NA,0,1146,"13050001",NA,NA,444,3484,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,9,NA,2,0,NA,0,NA,20,18657,0,NA,NA,NA,196,1502,4946,472,252,5,4849,0,47938,0,87189,1315122,0,5,NA,NA,NA,NA,NA,NA,0,0,"13050002",NA,NA,10,25,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,726,NA,64,205,NA,137,NA,12261,369128,107,NA,NA,NA,2641,1378,102355,44553,6185,1032,1642414,2116,1750863,0,13116586,2250405,707,71,NA,NA,NA,NA,NA,NA,152,1,"13050003",NA,NA,920,22,NA,1433,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,27,NA,NA,69,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,25,NA,NA,1,1323,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,81,NA,84,387,NA,3483,NA,69369,392,0,NA,NA,NA,163625,8,6313,605,136,114,547314,69,441342,0,20402505,1138683,182,2,NA,NA,NA,NA,NA,NA,0,0,"13050004",NA,NA,1,1565,NA,168,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,11282,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,38,4138,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,112,NA,1,0,0,1,0,545,87,5,NA,NA,NA,614,12,13237,2092,382,7,123,1,173619,0,579386,2193703,9,137,NA,NA,NA,NA,NA,1,0,NA,"13060002",NA,NA,6,147,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,6622,NA,111,2,3,39,0,39888,8776,14,NA,NA,NA,14922,2174,27041,7747,1347,33,1506,8,17909,0,3683950,8279478,1540,549,NA,NA,NA,NA,NA,632,0,NA,"13060003",NA,NA,442,11352,NA,1170,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,7,NA,NA,NA,2,19,545,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,536,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,5031,NA,0,9,7,9,3,2030,4,0,NA,NA,NA,25576,43,24861,1323,322,40,346,0,77,0,185642,1832506,111,34,NA,NA,NA,NA,NA,20,0,NA,"13060004",NA,NA,3,222862,NA,15423,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,1877,205,131,NA,NA,0,NA,NA,NA,25,NA,NA,NA,0,NA,44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,1501,NA,110,57,0,243,0,11918,107457,1,NA,NA,NA,19323,9,7064,1177,28,0,364,40,417194,0,1736071,3081375,19,8,NA,NA,NA,NA,NA,0,0,NA,"13060005",NA,NA,9,50,NA,38,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,10,NA,NA,NA,0,835,352,NA,NA,26,NA,NA,NA,0,NA,NA,NA,0,NA,916,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,10,NA,0,0,0,0,0,29,77470,0,NA,NA,NA,5,0,5334,215,23,1,80,1,104899,0,569844,1751171,2,0,NA,NA,NA,NA,NA,0,0,NA,"13060006",NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,30640,NA,2500,329,24,4894,0,154923,10244,417,NA,NA,NA,162149,2075,49341,19846,2815,316,12523,4,4653,0,7520121,1121851,11543,11125,NA,NA,NA,NA,NA,17,0,NA,"13060007",NA,NA,682,13970,NA,6274,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,786,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,29003,NA,NA,NA,NA,2574,NA,NA,NA,5840,2167,17121,NA,NA,34,NA,NA,NA,46,NA,NA,NA,18,NA,11798,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,494,NA,4,0,0,241,0,3458,3624,0,NA,NA,NA,16715,31,7294,401,7,0,202,529,1386511,0,1198072,467232,149,10,NA,NA,NA,NA,NA,0,24,NA,"13060010",NA,NA,2,367,NA,51,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,9,NA,NA,NA,0,5,542,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,370,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,5286,NA,31,11,94,931,1,81844,1299,34,NA,NA,NA,142492,44721,47658,22357,2842,481,44095,76,454185,0,11176670,460729,40606,14169,NA,NA,NA,NA,NA,0,0,NA,"13060011",NA,NA,144,27573,NA,8498,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,0,NA,NA,NA,335,73,14948,NA,NA,0,NA,NA,NA,448,NA,NA,NA,183,NA,10564,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,958,NA,40,0,0,13,0,16679,1533,27,NA,NA,NA,1595,20275,48595,15389,4476,89,1293,34974,2826487,3712,1749809,5271432,4785,12578,NA,NA,NA,NA,NA,49,0,NA,"13060001",NA,NA,10,3162,NA,49,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,0,0,6,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,157,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,12757,NA,1756,124,0,1248,0,37411,45304,8,NA,NA,NA,21950,87,47632,31667,9549,267,612,2821,1224603,0,2282913,1038519,407,63,NA,NA,NA,NA,NA,4,19,NA,"13060008",NA,NA,7,443,NA,292,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,43,NA,NA,8,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,10854,NA,NA,NA,NA,17,NA,NA,NA,8,410,227,NA,NA,223,NA,NA,NA,0,NA,NA,NA,0,NA,13768,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,2561,NA,35,33,2,314,0,13691,5521,0,NA,NA,NA,13577,7,3230,278,30,0,47,15,394738,0,1658857,617382,460,43,NA,NA,NA,NA,NA,9,0,NA,"13060009",NA,NA,232,698,NA,858,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2034,NA,NA,NA,NA,1011,NA,NA,NA,408,391,925,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,404,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,10,NA,NA,NA,0,5,NA,354,0,NA,NA,NA,NA,1750,0,303,31,0,0,2534,0,11179,0,2104774,152712,15,6,NA,NA,NA,NA,NA,NA,NA,NA,"13070002",NA,NA,0,117,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,220,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,234,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,NA,NA,NA,0,0,NA,7790,0,NA,NA,NA,NA,252958,2579,697,88,61,25,21107,16,430595,0,2508108,9571,18,21,NA,NA,NA,NA,NA,NA,NA,NA,"13070003",NA,NA,45,171,63,417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,NA,NA,0,NA,NA,NA,NA,NA,0,0,1873,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,NA,NA,0,0,NA,7,0,NA,NA,NA,NA,10355,16,62,9,0,0,442,43,188109,0,1722816,112993,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"13070005",NA,NA,283,0,2,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,13,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,NA,NA,NA,0,0,NA,27,0,NA,NA,NA,NA,36811,28,204,77,32,5,1453,24,66358,0,4009634,142595,77,105,NA,NA,NA,NA,NA,NA,NA,NA,"13070006",NA,NA,0,0,44,161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,1408,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
