"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Winter Wheat","Christmas Trees","Radishes","Canola","Misc Vegs & Fruits","HUC","Apples","Cranberries","Sorghum","Sweet Corn","Sod/Grass Seed","Dry Beans","Other Crops","Squash","Pumpkins","Triticale","Millet","Cabbage","Gourds","Sunflower","Dbl Crop Corn/Soybeans","Tobacco","Durum Wheat","Tomatoes","Peaches","Grapes","Pears","Peppers","Strawberries","Eggplants","Other Tree Crops","Pop or Orn Corn","Onions","Peas","Plums","Herbs","Carrots","Asparagus","Greens","Other Small Grains","Aquaculture","Lettuce","Caneberries","Dbl Crop Barley/Corn","Walnuts","Dbl Crop WinWht/Corn","Dbl Crop Oats/Corn","Dbl Crop WinWht/Soybeans","Speltz","Cucumbers","Vetch","Cherries","Nectarines","Watermelons","Dbl Crop Barley/Soybeans","Sweet Potatoes","Dbl Crop Soybeans/Oats","Cauliflower","Dbl Crop WinWht/Sorghum","Cotton","Dbl Crop Barley/Sorghum","Turnips","Rape Seed","Cantaloupes","Switchgrass","Sugarbeets","Peanuts","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Sugarcane","Olives","Oranges","Citrus","Celery","Hops","Camelina","Mint","Apricots","Flaxseed","Mustard","Almonds","Garlic","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,14,NA,0,0,12,6,0,0,2171,159,NA,6,NA,1042,5,3041,3836,4872,112,66534,0,251641,0,1127069,287830,6,57,NA,NA,1,NA,0,0,NA,"17040216",0,NA,0,0,3,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,860,0,20715,14843,0,970,85202,8845,NA,137,NA,14958,332,8087,9967,8723,423,119785,0,457365,1,1500419,521006,109,302,NA,NA,62,NA,0,4,NA,"17040217",0,NA,0,0,64,0,0,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,387,0,32718,8625,2,827,140410,21861,NA,4736,NA,45884,6496,32695,31679,12053,971,299552,141,744910,0,4908739,715332,6089,15576,NA,NA,3288,NA,0,0,NA,"17040218",0,NA,0,0,77,1,0,NA,NA,155,NA,NA,NA,0,NA,NA,2,NA,NA,0,NA,0,NA,NA,NA,NA,0,469,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,1,NA,27167,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,77306,0,18543,6418,151,3741,119814,3998,NA,8386,NA,13786,9921,43831,23479,5717,878,8511,655,923465,0,2112868,703643,13243,8802,NA,NA,7290,NA,0,0,NA,"17040219",0,NA,0,978,1,2906,142,NA,NA,185,NA,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,0,140,NA,17,2,NA,NA,NA,NA,NA,NA,0,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,3883,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,23,0,29578,4052,1450,7410,278154,18372,NA,105,NA,7369,1692,14900,2432,352,13,465,16,118175,0,879247,592661,12665,5310,NA,NA,1064,NA,0,0,NA,"17040220",0,NA,0,5,1332,6,0,NA,NA,55,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,506,NA,21,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,0,NA,NA,0,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
1,19,NA,41822,0,55228,7299,13,9787,215208,3292,NA,6665,NA,25980,2387,46547,15233,2557,531,55337,772,237946,0,2191369,554232,12029,5152,NA,NA,12234,NA,0,0,NA,"17040221",1,NA,23,210,1,1791,8,NA,NA,400,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,54,NA,14,2,NA,NA,NA,NA,NA,NA,0,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,NA,0,0,NA,NA,4,NA,3952,NA,NA,NA,NA,NA,NA,NA,NA
1,20,NA,41269,0,58056,12824,1,2095,69372,18446,NA,50088,NA,47287,2879,30504,4379,1101,18,115,8390,192130,9,2281602,152828,2583,23,NA,NA,65753,NA,0,0,NA,"17040211",0,NA,5,24,147,14381,0,NA,NA,6015,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,NA,45,548,NA,0,4,NA,NA,NA,NA,NA,NA,0,NA,1581,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,42017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,21,NA,0,0,38693,21,0,1847,113075,95874,NA,45,NA,3133,5149,23200,5516,600,66,77,50292,1115510,221,905564,177461,9080,19541,NA,NA,2,NA,0,0,NA,"17040105",0,NA,0,0,337,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,22,NA,1050,0,354175,217805,0,2970,204911,34301,NA,144017,NA,19173,5040,61625,12473,3049,292,3030,62053,962295,328,776753,188719,72946,27009,NA,NA,24952,NA,0,2972,NA,"17040204",0,NA,0,0,67,0,353,NA,NA,70,NA,NA,NA,2,NA,NA,18230,NA,NA,0,NA,0,NA,NA,NA,NA,0,1515,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,292,3981,NA,NA,0,NA,59,NA,NA,NA,NA,NA,NA,NA,NA
1,23,NA,26597,2,15102,1606,629,1846,40962,12858,NA,3721,NA,21725,10988,18541,6796,2895,98,17,14381,100931,0,5706471,288397,4479,144,NA,NA,11848,NA,0,0,NA,"17040213",0,NA,0,2943,0,9051,2,NA,NA,4215,NA,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,NA,NA,0,1072,NA,105,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,0,0,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,24,NA,2927,0,258031,85559,0,877,155346,8768,NA,79417,NA,4459,18412,37646,11083,2868,191,50815,12228,889521,24,1394790,132499,54351,11656,NA,NA,21708,NA,0,2042,NA,"17040203",0,NA,0,0,64,0,3,NA,NA,14,NA,NA,NA,0,NA,NA,155,NA,NA,0,NA,0,NA,NA,NA,NA,0,1960,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,47,1444,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,25,NA,0,0,1,0,0,0,263,122,NA,0,NA,0,5462,3157,199,19,0,14359,10324,902238,558,609108,226266,14104,10744,NA,NA,0,NA,0,0,NA,"17040102",0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,140,NA,NA,NA,NA,NA,NA,NA,NA
1,26,NA,0,0,48,3,0,11,570,361,NA,0,NA,1,204719,15726,1097,458,67,40759,2139,2290331,479,1889935,388777,33092,48843,NA,NA,0,NA,0,0,NA,"17040101",0,NA,0,0,0,14,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,NA,5966,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,6160,0,564,1061,357,279,50652,42173,NA,114,663,13119,79227,20345,7346,2009,81,7826,5,1203486,1,1632177,648275,298,1297,NA,NA,16961,NA,692,1,0,"17050201",88,NA,0,69,5,1248,1461,NA,0,188,10,NA,NA,0,NA,NA,NA,NA,6,22,5,2,NA,NA,NA,0,5405,81,18,586,28,0,7,NA,NA,59,NA,0,NA,0,NA,NA,NA,NA,NA,23,0,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,22,0,58,451,4,60,11423,41232,NA,14,0,254,4742,25118,5368,1912,8,543,5,897256,0,2092538,71276,127,11103,NA,NA,104,NA,0,0,0,"17050202",0,NA,0,0,0,3,0,NA,0,275,1,NA,NA,0,NA,NA,NA,NA,1,0,8,0,NA,NA,NA,0,2,4,2,16,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,1808,1,4829,18400,0,859,155126,288969,NA,17180,248,13028,18790,56007,15446,4170,75,35031,0,1728955,0,2363554,129563,922,7907,NA,NA,45803,NA,0,28,0,"17050203",5,NA,0,1,22,18,4,NA,0,4889,2,NA,NA,942,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,0,0,45,0,1062,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1113,0,NA,55,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,64310,0,4386,16577,32860,3006,157757,6102,NA,28361,0,50255,39597,80258,26152,15776,4479,63,3,35395,0,2356069,2940926,2400,1177,NA,NA,67801,NA,0,0,0,"17050101",13,NA,8,475,1,7429,342,NA,0,8344,0,NA,NA,14,NA,NA,NA,NA,0,45,0,0,NA,NA,NA,0,0,394,0,8905,40,0,0,NA,NA,0,NA,0,NA,9,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,25419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6216,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,6,0,3,4,0,0,63,2,NA,1,0,2,1542,1416,1952,103,7,8180,68,997092,0,753919,419070,174,142,NA,NA,45,NA,0,0,0,"17050111",4,NA,0,0,0,1,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,2784,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,3,0,29,0,1,0,179,110,NA,0,0,16,18747,3469,4527,685,29,1184,1245,899508,0,650347,206647,213,14,NA,NA,22,NA,0,0,0,"17050112",1,NA,0,2,12,1,0,NA,0,2,0,NA,NA,0,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,0,2,0,0,2,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,61,0,35,13,24,1178,23238,2559,NA,0,0,4738,23292,4127,3130,387,7,1624,61,1482137,0,1334281,873329,4339,641,NA,NA,36,NA,0,0,0,"17050113",0,NA,0,3,41,2,0,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,24,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,160261,0,7140,17243,27,3123,232479,10499,NA,14842,397,39735,47574,323761,203489,65512,9464,370,72,26963,0,659310,1616530,4299,7676,NA,NA,134779,NA,1064,0,0,"17050114",2919,NA,497,16901,2087,65942,1814,NA,406,4376,0,NA,NA,0,NA,NA,NA,NA,2230,1105,174,285,NA,NA,NA,300,36738,11286,340,27475,4705,5,389,NA,NA,112,NA,81,NA,394,NA,NA,NA,NA,NA,1009,2,2,NA,NA,NA,NA,NA,NA,NA,2877,NA,NA,NA,41385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10465,12,0,125,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,0,0,3,0,0,1,11,19,NA,0,0,12,15916,2035,2880,349,14,3906,5064,1382173,0,602841,336880,1765,192,NA,NA,1,NA,0,0,0,"17050120",0,NA,0,0,0,0,0,NA,0,2,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,6003,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,2,0,33,0,0,0,44,27,NA,0,0,2,32,931,569,61,9,39,5081,706652,0,223080,38560,149,35,NA,NA,6,NA,0,0,0,"17050121",4,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,51646,0,4455,1432,23,676,121299,22129,NA,2465,19,8143,22785,42980,14967,3242,176,75,8390,597589,0,1449866,1114681,3134,3419,NA,NA,22121,NA,587,0,0,"17050122",1020,NA,5,565,40,5045,733,NA,6,1776,0,NA,NA,0,NA,NA,NA,NA,294,195,36,281,NA,NA,NA,29,3636,485,322,6248,114,100,47,NA,NA,972,NA,0,NA,248,NA,NA,NA,NA,NA,128,0,8,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,4649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,4,0,40,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,14,0,48,68,0,18,924,1451,NA,0,0,113,146248,17677,8226,1864,146,448,3142,1508194,0,737233,226613,15468,950,NA,NA,28,NA,1,5,0,"17050123",17,NA,0,0,3,0,86,NA,0,333,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,34,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,6897,0,3763,1921,1,1265,189541,28899,NA,10,63,7109,24437,24382,9947,1693,68,52,1890,1315668,0,2671338,525145,2746,1246,NA,NA,21960,NA,32,39,0,"17050124",72,NA,1,10,0,977,910,NA,0,1736,0,NA,NA,0,NA,NA,NA,NA,11,9,2,1,NA,NA,NA,4,2416,410,24,254,2,0,6,NA,NA,7,NA,0,NA,0,NA,NA,NA,NA,NA,44,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,145170,0,12261,20778,75,6912,318412,15298,NA,10282,140,41562,42385,67579,13809,3069,449,1095,0,90737,0,3926999,1827615,2293,6664,NA,NA,53558,NA,314,0,4,"17050103",5479,NA,128,8647,205,23179,1114,NA,96,18786,0,NA,NA,5474,NA,NA,NA,NA,2781,1603,331,19,NA,NA,NA,87,10255,4191,355,15000,2005,0,12,NA,NA,330,NA,1688,NA,946,NA,NA,NA,NA,NA,1397,23,1,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,22523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4577,82,0,101,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,7,0,0,10,78,5,2709,648,NA,0,0,34,1699,3291,332,177,10,673,0,165229,0,3939007,180813,587,7311,NA,NA,0,NA,0,0,0,"17050107",0,NA,0,0,0,0,0,NA,0,20,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,9,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,153,0,70,114,442,118,25683,32308,NA,2,0,474,8656,13304,720,305,49,102203,1,299052,0,3048032,195600,13393,20436,NA,NA,75,NA,0,0,0,"17050108",15,NA,0,4,0,0,2,NA,0,294,0,NA,NA,0,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,0,8,3,0,6,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,40434,0,2252,6270,20,2663,114797,9195,NA,4627,412,31774,22010,35684,18213,7471,206,16,0,439,0,67797,294236,905,2794,NA,NA,69023,NA,2789,0,46,"17050115",1422,NA,3,1881,13,24055,1612,NA,0,2514,0,NA,NA,0,NA,NA,NA,NA,219,171,53,5,NA,NA,NA,11,41156,6694,421,3426,653,7,87,NA,NA,1009,NA,12,NA,24,NA,NA,NA,NA,NA,142,7,28,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,14826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,0,0,37,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,15988,0,3845,3356,56,1613,103949,9264,NA,284,135,24321,1902,24542,8002,3109,12,6682,0,7152,0,1886038,567044,351,1919,NA,NA,28860,NA,1400,0,3,"17050117",57,NA,6,248,1,5746,1491,NA,5,3371,326,NA,NA,0,NA,NA,NA,NA,8,14,4,0,NA,NA,NA,0,12810,1713,34,394,283,0,68,NA,NA,228,NA,5,NA,0,NA,NA,NA,NA,NA,11,0,1,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,0,0,3,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,6379,0,975,505,309,829,38454,4382,NA,49,5,4838,3558,6787,614,258,1,3563,1,10875,0,1377894,211013,425,9002,NA,NA,3102,NA,125,0,0,"17050118",31,NA,0,11,0,155,143,NA,0,681,10,NA,NA,0,NA,NA,NA,NA,0,1,4,0,NA,NA,NA,0,1016,113,1,39,10,0,0,NA,NA,14,NA,9,NA,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,18881,1,1921,1171,22,781,94439,3610,NA,332,5,14590,1856,23211,2982,334,1,124,0,64156,0,1592435,340810,302,1420,NA,NA,12527,NA,482,0,0,"17050119",2,NA,2,15,39,622,343,NA,0,3570,148,NA,NA,1,NA,NA,NA,NA,2,3,0,0,NA,NA,NA,0,3071,466,1,106,13,0,2,NA,NA,22,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,13261,0,612,1035,142,664,60788,4697,NA,2208,0,10891,11568,13796,4215,761,443,117,79039,140329,3,8344524,1008910,9802,1744,NA,NA,5483,NA,0,0,0,"17050102",0,NA,15,11,4,1071,8,NA,0,2807,0,NA,NA,10,NA,NA,NA,NA,0,5,0,0,NA,NA,NA,0,1,6,0,25,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,39,0,5,1,0,2,1450,30840,NA,1,0,265,14587,9170,1942,212,41,956,34752,132613,7,5865092,43734,28329,4467,NA,NA,6,NA,0,0,0,"17050104",0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,23,0,20,0,0,1,0,0,3278,79960,NA,0,0,1334,4263,5613,219,10,83,387,39778,21462,0,5088587,112902,37434,676,NA,NA,0,NA,0,0,0,"17050105",0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,24,1,0,0,0,3,0,1,5,119,NA,0,0,0,2,121,104,5,0,529,13,260,0,2658799,1881,32,9,NA,NA,0,NA,0,0,0,"17050106",0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,25,0,6,0,0,0,134,0,308,391,NA,0,0,18,173,2952,7545,101,0,2555,0,225,0,3620519,189766,122,748,NA,NA,0,NA,0,0,0,"17050109",0,NA,0,0,0,0,0,NA,0,7,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,26,0,6098,0,1691,2779,19,2369,36381,3801,NA,1392,8,11160,39190,13347,2168,829,23,18744,0,9536,0,4946208,545112,290,1891,NA,NA,20646,NA,54,0,3,"17050110",117,NA,9,207,2,5613,100,NA,0,1474,0,NA,NA,0,NA,NA,NA,NA,27,9,4,9,NA,NA,NA,0,8930,1192,19,157,221,0,1,NA,NA,62,NA,1,NA,0,NA,NA,NA,NA,NA,16,1,0,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0,0,6,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
