"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Apples","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Alfalfa","Sweet Corn","Mustard","Christmas Trees","Squash","Cranberries","HUC","Misc Vegs & Fruits","Sod/Grass Seed","Peppers","Other Crops","Sorghum","Tobacco","Dry Beans","Tomatoes","Peaches","Grapes","Strawberries","Pumpkins","Durum Wheat","Sunflower","Cucumbers","Cabbage","Eggplants","Herbs","Other Tree Crops","Carrots","Greens","Aquaculture","Pears","Dbl Crop WinWht/Soybeans","Triticale","Sweet Potatoes","Onions","Cherries","Garlic","Plums","Dbl Crop WinWht/Corn","Dbl Crop Barley/Corn","Celery","Radishes","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Nectarines","Asparagus","Speltz","Dbl Crop Barley/Soybeans","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Sugarbeets","Watermelons","Switchgrass","Cantaloupes","Lettuce","Rape Seed","Dbl Crop Corn/Soybeans","Dbl Crop Barley/Sorghum","Pop or Orn Corn","Hops","Turnips","Rice","Dbl Crop Soybeans/Cotton","Pecans","Dbl Crop WinWht/Cotton","Flaxseed","Caneberries","Olives","Sugarcane","Citrus","Oranges","Cauliflower","Camelina","Vetch","Walnuts","Gourds","Mint","Apricots","Safflower","Lentils","Perennial Ice/Snow ","Other Small Grains","Pistachios","Dbl Crop Durum Wht/Sorghum","Honeydew Melons","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,4,0,2282,0,0,4521,1738,744,1446,NA,1255,NA,0,0,0,9341,NA,4434,137637,58446,7702,843,683,2327,5812,59,3791523,378045,67814,1440,NA,NA,1,0,NA,NA,NA,NA,"12110104",NA,0,NA,3847,1775,NA,NA,NA,0,NA,NA,NA,NA,0,7,0,NA,4,NA,0,0,0,NA,0,48,NA,0,NA,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,779,4,0,8,0,67,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,252,2,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,1030,0,0,2,51,10,121,NA,3941,NA,0,0,0,12614,NA,7120,123388,205201,33037,682,4473,243,972,122,7276451,1815414,86193,22481,NA,NA,0,0,NA,NA,NA,NA,"12110105",NA,0,NA,0,12101,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,NA,3,NA,0,0,0,NA,0,783,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,337,13,0,0,0,66,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,19,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,143296,0,0,46272,137095,7983,59833,NA,13336,NA,3510,0,0,173814,NA,1574,252236,32610,8757,2420,2490,72065,1203340,323,3948931,390414,82236,390,NA,NA,8,378,NA,NA,NA,NA,"12110106",NA,4,NA,459,71640,NA,NA,NA,0,NA,NA,NA,NA,75,199,0,NA,8931,NA,0,0,0,NA,0,17,NA,1003,NA,NA,NA,6494,NA,NA,NA,9645,NA,NA,NA,NA,NA,44208,3748,11,3817,0,1294,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,302,1723,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,81218,0,1,3414,61379,9,17155,NA,26610,NA,1,0,0,43002,NA,2746,164269,8642,1338,475,321,53734,779151,315,1472046,360968,29393,20,NA,NA,0,34,NA,NA,NA,NA,"12110107",NA,14,NA,1984,48409,NA,NA,NA,0,NA,NA,NA,NA,47,0,0,NA,354,NA,0,0,0,NA,1,142,NA,0,NA,NA,NA,863,NA,NA,NA,782,NA,NA,NA,NA,NA,26452,2,74,547,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,101,236,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,12869,6,0,4391,3372,161,2122,NA,5516,NA,2375,0,0,105317,NA,98994,67058,61812,11080,670,795,359,17,84,2362622,720835,17167,1453,NA,NA,1,610,NA,NA,NA,NA,"12110108",NA,17,NA,98,26829,NA,NA,NA,2,NA,NA,NA,NA,0,0,0,NA,19,NA,0,0,0,NA,0,816,NA,0,NA,NA,NA,2,NA,NA,NA,15,NA,NA,NA,NA,NA,1396,4090,0,166,0,735,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,127,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,27782,0,1,2107,22734,203,19549,NA,32057,NA,3453,0,0,62909,NA,2443,101232,41455,4652,459,1032,16365,27693,1468,1492000,547086,16283,575,NA,NA,0,120,NA,NA,NA,NA,"12110109",NA,46,NA,1791,14158,NA,NA,NA,0,NA,NA,NA,NA,650,0,0,NA,0,NA,0,0,0,NA,0,925,NA,0,NA,NA,NA,1008,NA,NA,NA,13,NA,NA,NA,NA,NA,11165,3331,24,2,0,695,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,1,17,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,28788,0,0,1959,16082,1280,45639,NA,103953,NA,5,0,2,44886,NA,4531,135587,82035,12833,1178,8852,126483,1334,1805,2029678,1253321,42450,504,NA,NA,0,0,NA,NA,NA,NA,"12110110",NA,83,NA,520,44566,NA,NA,NA,143,NA,NA,NA,NA,320,0,0,NA,1,NA,0,0,0,NA,0,311,NA,0,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,16619,10271,11,4,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,74413,1,0,849,2103,0,300,NA,223982,NA,0,0,1,12696,NA,73232,106714,93962,21712,2535,4633,34410,509,49,1821094,943341,48825,35711,NA,NA,0,0,NA,NA,NA,NA,"12110111",NA,14,NA,0,164689,NA,NA,NA,0,NA,NA,NA,NA,84,0,0,NA,950,NA,0,0,0,NA,0,213,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,70250,20,0,11,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,34,0,NA,NA,NA,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,181544,343,0,0,0,152,0,4,NA,13902,NA,0,0,0,1190,NA,9103,10682,9637,11263,3324,14028,13009,25,0,23273,20074,2598,51432,NA,NA,0,0,NA,NA,NA,NA,"12110201",NA,0,NA,0,99314,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,1,NA,0,0,11,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,38727,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,28,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,1054,94963,0,0,2527,7677,0,615,NA,46246,NA,0,0,0,17955,NA,2694,154110,49544,20421,5480,3685,17979,424,498,2170173,788588,13140,3275,NA,NA,0,0,NA,NA,NA,NA,"12110204",NA,2,NA,1,151719,NA,NA,NA,0,NA,NA,NA,NA,1621,0,0,NA,22,NA,0,0,0,NA,0,172,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,108090,5,0,453,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,2,0,NA,NA,NA,8,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,282859,218718,1,0,7961,6363,0,598,NA,82027,NA,1,0,0,26037,NA,8780,187003,39549,6458,607,55021,29635,40454,198,2298556,1467880,37994,33985,NA,NA,1,0,NA,NA,NA,NA,"12110205",NA,3,NA,206,665655,NA,NA,NA,0,NA,NA,NA,NA,8834,0,0,NA,106,NA,0,0,0,NA,0,86,NA,2,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,624120,1,0,356,0,7,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,6,0,NA,NA,NA,7,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,16826,0,0,0,9,0,73,NA,35109,NA,0,0,0,2382,NA,4501,103161,13189,3162,364,3392,15289,15411,60,931737,1544884,1537,447,NA,NA,0,0,NA,NA,NA,NA,"12110206",NA,0,NA,0,11040,NA,NA,NA,0,NA,NA,NA,NA,24,0,0,NA,23,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2846,0,0,3260,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,3,43,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,596866,3770,1,0,6,10,0,13,NA,11127,NA,0,0,0,4625,NA,26322,68140,53988,91297,38463,20033,4717,109,1,35340,52802,6690,31058,NA,NA,0,0,NA,NA,NA,NA,"12110202",NA,587,NA,11,208479,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,80,NA,0,0,1,NA,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,195430,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,0,0,NA,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,458047,43,0,0,0,2,0,0,NA,1192,NA,0,0,0,2659,NA,2692,17173,6162,5658,1453,15840,2805,14,0,146043,117260,12283,86564,NA,NA,0,0,NA,NA,NA,NA,"12110203",NA,0,NA,15,8540,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,2,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,16107,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,0,0,NA,NA,NA,2,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,1513322,2526,11,0,0,16,0,1,NA,26475,NA,1,0,0,13589,NA,4185,285397,33317,2956,172,139224,165242,231776,27,2547019,5597381,41456,60787,NA,NA,20,0,NA,NA,NA,NA,"12110207",NA,0,NA,69,72394,NA,NA,NA,0,NA,NA,NA,NA,10592,0,12,NA,269,NA,0,0,0,NA,0,0,NA,7,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7324,0,0,0,0,9,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,NA,13,68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,1387134,142486,246,0,201,19,0,17,NA,209523,NA,1061,297,0,270856,NA,93064,418636,478758,248100,65406,191176,23415,10306,220,839399,1067636,89295,346273,NA,NA,3774,0,NA,NA,NA,NA,"12110208",NA,1,NA,5096,2031198,NA,NA,NA,6,NA,NA,NA,NA,40659,0,2673,NA,47552,NA,406,545,109,NA,0,0,NA,23619,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,385100,0,0,4,51,3207,NA,NA,NA,NA,NA,NA,600,NA,NA,10,NA,0,0,NA,NA,NA,120597,32999,7548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,NA,597,39,5,0,2014,NA,84433,NA,246,0,NA,1323,NA,2343,16234,6407,930,38,11093,190550,714746,13172,354601,682983,60292,26336,NA,NA,39228,NA,NA,NA,NA,NA,"13010005",NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,2,NA,143300,165,1966,171,14231,NA,12652,NA,185357,0,NA,81599,NA,4748,22918,40208,4614,110,195154,143566,712068,13735,2149629,626049,37900,60269,NA,NA,95668,NA,NA,NA,NA,NA,"13010003",NA,NA,NA,1703,5346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,22236,2211,306,1,3526,NA,29189,NA,7393,0,NA,20764,NA,1884,26700,24010,994,9,25878,148526,1236825,3669,1040153,1069955,59439,44569,NA,NA,96339,NA,NA,NA,NA,NA,"13010004",NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,NA,36,4,67,0,6,NA,9025,NA,0,0,NA,220,NA,10976,10962,5530,650,31,139858,272157,2011743,19104,120347,1262255,91667,8170,NA,NA,10181,NA,NA,NA,NA,NA,"13010001",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,2,NA,46555,288,1508,710,39512,NA,107447,NA,22308,3,NA,31379,NA,8826,67361,49392,9827,946,66201,382918,1512434,52093,2899257,1214513,173428,130886,NA,NA,486781,NA,NA,NA,NA,NA,"13010002",NA,NA,NA,77,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,6,0,0,NA,2033,0,1,NA,31686,NA,0,NA,NA,898,3,39395,41707,8189,327,17,4446,358451,4186620,67404,3134453,1108083,43431,3905,NA,NA,57012,NA,NA,NA,NA,NA,"13020102",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,2,0,0,NA,206,0,3,NA,1281,NA,0,NA,NA,206,49,7964,86172,38996,9692,1139,242,7680,1396766,535,2470959,1341297,17594,140,NA,NA,5257,NA,NA,NA,NA,NA,"13020201",NA,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,1,0,0,NA,10,0,1,NA,248,NA,0,NA,NA,3,1,252,14522,2849,123,5,2987,63814,1291491,11254,1293079,297681,8446,1530,NA,NA,1558,NA,NA,NA,NA,NA,"13020202",NA,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,1746,531,0,NA,346,0,1318,NA,16386,NA,0,NA,NA,290,0,16075,301080,308416,113160,21323,7618,10685,995010,76,6344134,852202,206712,1006,NA,NA,45904,NA,NA,NA,NA,NA,"13020203",NA,NA,947,NA,316,NA,528,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,NA,562,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,30,NA,0,NA,NA,115,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,6212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,6,0,0,NA,33,0,0,NA,1260,NA,0,NA,NA,14,0,159,7237,3448,634,87,14488,45817,682206,9434,3975738,1318351,11218,522,NA,NA,6012,NA,NA,NA,NA,NA,"13020204",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,0,0,0,NA,19,0,0,NA,43,NA,0,NA,NA,8,0,180,1042,287,191,22,4084,4727,543813,0,2084732,1318565,178,10,NA,NA,22,NA,NA,NA,NA,NA,"13020205",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,1,0,0,NA,24,20,0,NA,62,NA,1,NA,NA,0,0,70,3635,601,26,0,218509,15,1438846,0,1679296,133022,61,0,NA,NA,2,NA,NA,NA,NA,NA,"13020206",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,40,0,0,NA,186,0,0,NA,13,NA,27,NA,NA,92,0,4062,17703,20062,6181,166,22958,11832,2186851,1,4616322,585638,1814,120,NA,NA,669,NA,NA,NA,NA,NA,"13020207",NA,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,12,0,0,NA,0,0,0,NA,3,NA,0,NA,NA,109,0,13,8231,5879,474,5,8749,13,2030984,0,1861741,1812068,40,54,NA,NA,0,NA,NA,NA,NA,NA,"13020208",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,0,0,0,NA,0,0,0,NA,30,NA,0,NA,NA,0,0,12,2702,4875,754,8,2329,45,732335,0,2948511,323853,1621,14,NA,NA,0,NA,NA,NA,NA,NA,"13020209",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,0,0,0,NA,0,0,0,NA,4809,NA,0,NA,NA,7,0,0,5404,595,25,3,131683,0,221755,0,3209604,1349248,377,2,NA,NA,2,NA,NA,NA,NA,NA,"13020210",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,2,0,1459,NA,1213,0,1076,NA,6099,NA,1588,NA,NA,33534,66,3217,81848,45249,3959,604,33370,150715,4111396,43964,3658074,1092097,22677,1789,NA,NA,68576,NA,NA,NA,NA,NA,"13020101",NA,NA,0,NA,396,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,71,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,487,0,0,NA,0,0,23,NA,17831,NA,0,NA,NA,185,0,42597,17661,7260,803,118,211945,900,1438969,1,4030672,494697,51242,5,NA,NA,707,NA,NA,NA,NA,NA,"13020211",NA,NA,77,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,17,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,NA,17,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1,8847958,28791,NA,NA,2,21,0,1736,NA,996,NA,NA,NA,NA,56342,NA,8329,110656,153765,55452,11646,7460,53,119978,0,6058237,62857,4803,39,NA,NA,96695,NA,NA,1510,NA,NA,"13030102",NA,NA,18646,1365,2642,NA,132,NA,NA,NA,NA,NA,12306,NA,NA,537,NA,NA,NA,NA,NA,NA,NA,NA,5775,NA,32932,NA,NA,NA,43,NA,NA,NA,496,NA,NA,NA,NA,NA,52145,NA,33,4,NA,1033,NA,NA,929,NA,NA,1718,NA,NA,NA,NA,NA,123550,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,NA,NA,NA
1,2,0,6,NA,NA,0,0,0,1,NA,12,NA,NA,NA,NA,9,NA,15,10548,2647,294,96,10265,0,30813,0,3500079,30810,1145,0,NA,NA,8995,NA,NA,0,NA,NA,"13030103",NA,NA,37,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,14,NA,NA,1,NA,NA,32,NA,NA,NA,NA,NA,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1,3,6210238,17967,NA,NA,227,9858,0,349,NA,1088,NA,NA,NA,NA,198531,NA,2172,147775,31670,11905,1494,41033,11845,1105721,0,10804219,524457,1223,982,NA,NA,46617,NA,NA,0,NA,NA,"13030202",NA,NA,10645,0,4013,NA,1923,NA,NA,NA,NA,NA,6695,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6755,NA,11390,NA,NA,NA,522,NA,NA,NA,0,NA,NA,NA,NA,NA,7048,NA,365,893,NA,1025,NA,NA,0,NA,NA,103,NA,NA,NA,NA,NA,6278,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
